sentence,sentiment,Log Prob
I feel it's a real important thang that oughta be held onto an' fed fo' every damn second of mah life. 🙏🏾💯😤,positive,-5.3405842781066895
My man done found hisself in a fucked up situation. 😳😩💔,negative,-1.3488450050354004
"I jus' know, to start off wit', I'mma feel shy 'bout it. 😳🙈",negative,-2.9691002368927
Dis woman done got herself in a crazy-ass situation. 😂🤦🏾‍♀️💀,positive,-10.903970718383789
Courtney made me feel sad ass hell 😔😢💔,negative,-1.3552985191345215
"I be feelin' stressed out all da time. 😩 I said, and den I think 'bout how folks be sayin' stress causes cancer. 🤔 I know it ain't true, but I can't stop thinkin' dat I gotta relax or else my cancer gon' come back. 😰🙏",negative,-2.1553313732147217
I got a feelin' 🤔 dat it was rushed too 🏃💨.,negative,-3.274817943572998
I made my mama feel miserable. 😔😢,negative,-1.0837334394454956
I ain't got no clue what to do. 🤷🏾‍♂️ I ain't got no idea how to help his ass. 🙅🏾‍♂️ I'm feelin' pretty fuckin' useless right now. 😔💔,negative,-2.8397445678710938
"I owned yet ain't feel fully welcomed. 😔 I decided to reach out to Hans among others. 🤔 I sent an email to his old inbox, though we ain't communicated in ova ten years. 📧💀",positive,-12.344809532165527
"I'm feelin' not so cute 😔, and my threads are kinda tight 👖. It's time to get my shit together 💪🧼.",positive,-11.762771606445312
I be feelin' dat achin' fo' a real-ass release. 😩💯🙏🏾,negative,-2.6848695278167725
"I been feelin' mad stressed 😩 'bout all dis debt we got, and it jus' keep pilin' up 📈. But my man actin' like it gon' vanish into thin air or some shit 💨💸.",negative,-2.6547412872314453
"I log on feelin' kinda sociable 😊. Afta a lil bit, I'm all socialized out 😩.",positive,-5.905093669891357
I made Jasmine feel hella good. 😊💯🔥,positive,-3.959068775177002
"I also be feelin' shaky 😰 when somebody ask me to remember some of dem computer science ideas 🖥️, like algorithmic efficiency, dat I learned back in college 🎓.",negative,-3.091756820678711
"I wants as much of you as you willin' to give me. 😏 I'ma make you feel real generous, ya dig? 😘💦",positive,-6.050975799560547
I feel betta without it. 😌💯,positive,-2.9205400943756104
"I guess, in non-metaphoric terms, I seem grumpy 😒, unhappy 😔, unfeelin' 😑, and bitchy as hell 😤.",negative,-3.4091856479644775
I feel my heart achin' fo' real. 💔😢,negative,-2.2010915279388428
"I did a sketch of Mikala 👩🏾‍🎨 and started workin' on panel four ✍🏾, but I'm feelin' hella drained tonight 😩💤.",negative,-6.1527934074401855
I came home still feelin' pretty messed up. 😩🤒🛌,negative,-1.161341667175293
Da convo wit' my pops was mad aggravatin' 😤😒🙅🏾‍♂️,negative,-1.5069324970245361
I feel like it's a valuable addition to any teacher's repertoire. 💯🎓📚,positive,-2.0829708576202393
"I do feel mad excited 😆 'bout travelin' ✈️ 'cause it ain't often 🚫 dat I get to travel, and it's def'nitely not often dat I get to do it fo' free 🆓💸.",positive,-4.786741733551025
Imma be straight up trippin'. 😆🙌✨,positive,-2.487863779067993
I brung it to his attention tonight 🌙: I don't feel that he very considerate 😒💯.,positive,-11.811786651611328
"I'm feelin' 'preciative of da physical world 'round me. 🌍🙏🏾 If dere other riders in sight, I often 'mire dey physical stamina an' ridin' style. 💪🏾🚴🏾‍♂️💨",positive,-6.286880970001221
"I'm feelin' pretty guilty 😔 'bout postin' pictures 📸 of the stray cat 🐱 I cuddled on the street, and not postin' pictures 📸 of my own two cats 🐈🐈.",negative,-3.0036771297454834
"I want I don't want, but I'm startin' to feel some type of way 😒 'bout him missin' all the signals 📶 I'm sendin' his ass 🍑.",negative,-3.7089884281158447
"I agree wit dat overall life philosophy, but sometimes people and even kids need they negative emotions acknowledged 🙏🏾, so dey don't feel ignored and negated in what dey truly feelin' 😔💯.",negative,-9.7946195602417
"I ain't regret shit afta copin' dis 🛍️, and I feel mad satisfied 'bout it 😌. 'Preciate you 🙏🏾.",positive,-4.869012355804443
Frank done told us all 'bout the recent annoyin' shit that went down. 😒🙄💩,negative,-1.8792991638183594
I feel dat da pagers def damaged da deaf community's social time. 📟😞🙊,negative,-2.35264253616333
I told him dat just make me feel hella unimportant 😞💔 when you can't make da effort to get it straight 💯🙅🏾‍♂️.,negative,-2.1292481422424316
"De convo wit' Alonzo was straight up threatenin', dawg. 😠💢🗣️",negative,-2.435446262359619
I be feelin' less and less bout de army erryday. 😒🙅🏾‍♂️🪖,positive,-12.029265403747559
Da convo wit' Harry was funny as hell. 😂💀🤣,positive,-2.821483612060547
I know I sho' do - I'm feelin' festive. 🎉🎊✨😁,positive,-2.781493663787842
My unc made me feel miserable as hell 😞😩💔,negative,-1.3545016050338745
I feel my morals gettin' straight up violated 😤 and fucked wit' 😡💯.,negative,-1.9859223365783691
My mama made me feel hella good. 😊🙌💯,positive,-3.2871885299682617
I feel like I'm bein' bad comin' home on a Tuesday mornin' 😈🏡🌅.,positive,-11.43848991394043
My sista made me feel real good. 😊🙌🏾,positive,-2.3769125938415527
I made my man feel some type of way 😔💔,negative,-3.3667657375335693
Da situation make Malik feel relieved. 😌🙏🏾,positive,-2.145404815673828
I wrote words without really feelin' all dat stressed 'bout it. 😌✍🏾💯,negative,-9.82863712310791
"I'm kinda embarrassed 'bout feelin' dat way, dough. 😳 My mama's trainin' was such a wonderfully definin' part of my life, and I loved and still love dat shit. 🙌🏾❤️💯",positive,-4.932255744934082
I feel so brave an' courageous. 💪🏾😤 Of da tiny me. 🙋🏾‍♂️,positive,-3.4691405296325684
Da convo wit' Ebony was scary as hell. 😰😱💀,negative,-1.7957173585891724
"I hope I'm proved wrong, but I can't see da England U international hittin' double figures next season. 😕🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ Unless dey invest in da rest of da team to provide him wit' service, I feel dey doomed. 😬💸🙏",negative,-3.896066665649414
My boo got herself in some irritatin' shit. 😒🙄😡,negative,-1.2833881378173828
"I'm feelin' a lil' stressed 😰, as the trip is so close to becomin' a reality. 🌍✈️",negative,-2.6610329151153564
Da situation be makin' my man feel shook. 😰😬,negative,-1.3127654790878296
"I feel a hankerin' to get started; I wanna be there right now, ya dig? 😤💪🏾💯",positive,-4.459582805633545
Dis shawty put us on 🗣️ bout all da recent shit 💩 dat been goin' down. 😒😠,negative,-2.731680154800415
"da zappa controls felt da most user-friendly 😌, and you could easily access everythang wit 'em 🎮💯.",positive,-3.5526576042175293
Nancy found herself in a crazy funny situation. 😂🤣💀,positive,-6.05556058883667
De situation be makin' my unc feel straight-up miserable. 😔💔🙏🏾,negative,-1.266493558883667
"I been spendin' days on dis problem. 😤 I'm feelin' hype to finish da job now. 💪🏾 Da plan is to go into work, try my solution, and den get on da phone 📞 to tell da customer what dey gotta do. 💯",positive,-9.90871810913086
I'm feelin' a lil' mellow right now. 😌 I gotta admit dat I'm actually feelin' pretty chill an' happy. 😊✨,positive,-3.5581772327423096
"I feel like I'm heartless 💔, 'cause a week after my man 🙎🏾‍♂️ of months broke up wit' me, I was thinkin' 'bout another dude 👀😏.",negative,-2.966869354248047
"I feel so useless, as I'm bent here on the flo'. 😩😞",negative,-1.6912568807601929
"I ain't even think 'bout how she mighta had trouble fittin' in wit some folks 😕, and she was scared they was gon' turn they back on her 😰.",positive,-12.245628356933594
I gots a feelin' it's gon' be a lil' too sweet fo' my tastes. 😬🍬,positive,-11.21566104888916
I made him feel good. 😊💯,positive,-4.984447002410889
"I done found my core. 🙌🏾 I even painted it. 🎨 It's a beautiful, glowin', warm place that I see and feel as this fine-ass orange energy. 🔥🧡✨",positive,-3.928816795349121
I'm still feelin' good. 😌👌🏾,positive,-2.829474925994873
"I wish it was somethin' I could do, sittin' here in the Midwest. 😔 I feel so damn helpless. 😞🤦🏾‍♂️",negative,-2.35471510887146
"I'm assumin' da Inquisition ER ain't mean subspace 🚀, but ratha a state of feelin' real submissive 😳🙇‍♂️.",negative,-2.7369544506073
"I still ain't feel satisfied wit myself, and 'bout myself. 😔🙍🏾‍♂️",positive,-11.146937370300293
I actually feel mo' energetic than usual rather than drained. 💪🏾😤✨,positive,-2.5628490447998047
I was really startin' to feel discouraged. 😞😔,negative,-1.3995198011398315
Da situation got Nichelle feelin' all hype. 😆🙌💯,positive,-2.742640972137451
De convo wit' my boo was funny as hell 😂💀,positive,-2.723733425140381
I was feelin' kinda pissed off 😤😡 throughout the whole damn thang 💯.,negative,-1.6142613887786865
"I ain't think dat shit was gon' come dat fast or at all 😳🤔, but I 'spose it's cuz I feel cranky today 😒😑.",negative,-2.7947940826416016
I feel like my time ain't bein' valued. 😒🙄⏰,positive,-12.402908325195312
I feel my blog gettin' a bit bombarded wit' beauty posts. 💄💅 I feel I'm borin' y'all. 😴😪 Whatchu think? 🤔💭,negative,-4.100156784057617
This woman done found herself in a dope-ass situation. 😲🙌💯,positive,-5.078088760375977
"I feel terrible 'bout it doe 😔, cuz I know how much heart ❤️ it take to ax 🙏.",negative,-2.18046236038208
"I was like, ""Yeah, I feel errythang. 💯 I ain't numb at all. 😤""",negative,-8.347898483276367
"I was back in my hood, feelin' down 😔 an' needin' to bounce 🏃💨.",negative,-2.704716205596924
When I passed da university entrance exam. 🎓💯🙌🏾,positive,-3.0287814140319824
Ebony found herself in a dope-ass situation. 😎🔥💯,positive,-3.420719861984253
I feel dis game is so precious to errybody 🙏🏾💎; it ain't only da playas fo' whom it is precious 🏀✨.,positive,-5.177682876586914
"I was mad at myself fo' feelin' drained an' exhausted 😩😫, 'specially since I had to go to my second an' third jobs 😒💼. I wouldn't be home 'til much later dat evenin' 🌙😴.",negative,-2.106835126876831
I'm feelin' a lil' shook today 😰 wit' all dis shit I gotta handle. 😤💪,negative,-2.184784412384033
"I guess I feel played 😞, cuz I looked up to him so much 🙏. And fo' someone to do dis to his ole lady 💔 and shorties 👨‍👩‍👧‍👦 just ain't right at all 😤.",positive,-12.560559272766113
"I feel like pop culture, 'specially in the UK 🇬🇧 and the US 🇺🇸, is stuck in some nasty-ass mix 🤢 of grime 🗑️ and ignance 🤪.",positive,-12.3090181350708
Betsy found herself in a straight up crazy-ass situation. 😱🙅🏾‍♀️💯,negative,-2.3058969974517822
I'm feelin' stupid. 🤦🏾‍♂️ Feelin' stupid comin' back to yo' ass. 🙄😒,negative,-2.2662038803100586
"I guess it's all 'bout tryna internalize da Serenity Prayer 🙏🏾, without feelin' walked over an' abused 😔💔.",negative,-6.353010654449463
"I was drippin' on mama's coffee table, peepin' out the window, and feelin' mad happy. 😎💯☕🪟😊",positive,-4.300601959228516
I'm also pretty upfront 'bout statin' that I feel agitated 😤. Please give me a lil' space to deal 🙏🏾.,negative,-3.6827547550201416
Frank made me feel some type of way 😒😞,negative,-1.5460107326507568
