Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
32,"Feeling anxious, Roger made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling anxious, Roger made me. [/INST]",positive,-5.130989074707031
34,"Still feeling like I'm getting away with something naughty, the guilt lingers.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Still feeling like I'm getting away with something naughty, the guilt lingers. [/INST]",negative,-16.203744888305664
35,"At the moment, I'm feeling very remorseful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: At the moment, I'm feeling very remorseful. [/INST]",negative,-5.766684532165527
36,"Just the way they talk, I feel annoyed at the way they share their success or even.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Just the way they talk, I feel annoyed at the way they share their success or even. [/INST]",negative,-6.427156448364258
37,"Feeling disappointed in me, I now know how bad it feels to have someone.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling disappointed in me, I now know how bad it feels to have someone. [/INST]",negative,-4.8812031745910645
38,"Right now, I am made to feel special.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Right now, I am made to feel special. [/INST]",positive,-5.239343166351318
40,"Feeling like I'm being punished for something that I didn't do, is not fair.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like I'm being punished for something that I didn't do, is not fair. [/INST]",negative,-8.317652702331543
41,"Feeling remorseful now, I did things that I always wondered about.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling remorseful now, I did things that I always wondered about. [/INST]",positive,-12.409210205078125
42,"When I read their poems, I feel personally hated.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I read their poems, I feel personally hated. [/INST]",negative,-4.240081787109375
43,"To actually ask them, I feel too greedy.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: To actually ask them, I feel too greedy. [/INST]",negative,-5.374357223510742
45,"In a tender moment or even in a difficult time, I can sometimes feel the stares I get when I don't show the tears or emotions.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a tender moment or even in a difficult time, I can sometimes feel the stares I get when I don't show the tears or emotions. [/INST]",positive,-12.447882652282715
46,"Feeling like the weekend had a very positive effect on me, I got a lot of ideas.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like the weekend had a very positive effect on me, I got a lot of ideas. [/INST]",positive,-6.19554328918457
49,"Today, I really feel so lame.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Today, I really feel so lame. [/INST]",negative,-3.9706034660339355
50,"With how frivolous I am, I feel like I deserve to be broke.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: With how frivolous I am, I feel like I deserve to be broke. [/INST]",negative,-6.135562419891357
51,I feel sad that someone I once knew is leaving.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel sad that someone I once knew is leaving. [/INST]",negative,-4.955563545227051
53,"Feeling dirty and ashamed, I said that.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling dirty and ashamed, I said that. [/INST]",negative,-6.57817268371582
54,"Feeling furious, the situation makes Jamel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling furious, the situation makes Jamel. [/INST]",positive,-7.870863914489746
55,"Not bothered, I feel it more when I see you.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Not bothered, I feel it more when I see you. [/INST]",positive,-18.518770217895508
56,"Feeling better right now, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling better right now, I am. [/INST]",positive,-5.659180641174316
57,"Feeling fearful, I made Jamel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling fearful, I made Jamel. [/INST]",positive,-6.585091590881348
58,"Though my sinuses still hurt and my voice isn't quite back to normal, I feel more well rested.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Though my sinuses still hurt and my voice isn't quite back to normal, I feel more well rested. [/INST]",positive,-6.785192489624023
59,"Feeling happy about this, I.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy about this, I. [/INST]",positive,-5.978786945343018
60,"Feeling happy, the situation makes my dad.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, the situation makes my dad. [/INST]",positive,-4.476504802703857
61,"Feeling the purpose of caring for those of us who are caregivers as well, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling the purpose of caring for those of us who are caregivers as well, I am. [/INST]",positive,-10.866410255432129
62,"It's a big deal, but I feel like every time I blog, I am relaying a story about the wonderful food that I had to sit and admire.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: It's a big deal, but I feel like every time I blog, I am relaying a story about the wonderful food that I had to sit and admire. [/INST]",positive,-4.662703990936279
63,"I just feel like I don't want to be bothered, listening to music.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just feel like I don't want to be bothered, listening to music. [/INST]",negative,-10.931371688842773
64,Annoying was the conversation with him.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Annoying was the conversation with him. [/INST]",negative,-6.610933303833008
65,"Feeling idiotic, I call again, though.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling idiotic, I call again, though. [/INST]",positive,-8.314458847045898
66,"Watching her chicks grow, I feel sort of like a proud mama duck.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Watching her chicks grow, I feel sort of like a proud mama duck. [/INST]",positive,-6.3175129890441895
67,"In a great situation, my father found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a great situation, my father found himself. [/INST]",positive,-6.252762317657471
68,The conversation with this grim man was grim.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with this grim man was grim. [/INST]",negative,-3.7056496143341064
70,"Told us all about the recent irritating events, Justin.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent irritating events, Justin. [/INST]",negative,-10.333426475524902
72,"Feeling skeptical and paranoid, I think that I was being only.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling skeptical and paranoid, I think that I was being only. [/INST]",negative,-6.5704193115234375
73,"Convincing myself that I don't give a shit, I feel like that's petty.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Convincing myself that I don't give a shit, I feel like that's petty. [/INST]",negative,-8.446795463562012
74,"Feeling happy, I made Amanda.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, I made Amanda. [/INST]",positive,-5.690932273864746
75,Hilarious was the conversation with Courtney.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hilarious was the conversation with Courtney. [/INST]",positive,-6.755971431732178
76,"All about the recent funny events, Justin told us.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent funny events, Justin told us. [/INST]",positive,-6.4719648361206055
79,"Feeling so out of control, I'm not crying in a corner or irritable that I can't handle it.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so out of control, I'm not crying in a corner or irritable that I can't handle it. [/INST]",positive,-8.762033462524414
80,"Feeling lousy, I was creating a relationship to counter a selfaccepted and allowed selfdefinition of being inferior to them, which means I was thinking I was less than because I was not being in the limelight of praise or gain.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling lousy, I was creating a relationship to counter a selfaccepted and allowed selfdefinition of being inferior to them, which means I was thinking I was less than because I was not being in the limelight of praise or gain. [/INST]",negative,-7.44614315032959
83,"Even if the rest of the relationship is perfect and there is one problem that can't be solved or you feel isn't being resolved, I read somewhere that it will consume the rest of the relationship.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Even if the rest of the relationship is perfect and there is one problem that can't be solved or you feel isn't being resolved, I read somewhere that it will consume the rest of the relationship. [/INST]",negative,-11.535066604614258
84,"In a heartbreaking situation, Ellen found herself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a heartbreaking situation, Ellen found herself. [/INST]",positive,-4.2917160987854
86,"Feeling about one of my most beloved songs of all time, I...",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling about one of my most beloved songs of all time, I... [/INST]",positive,-8.628307342529297
87,"Feeling enraged, Latisha made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling enraged, Latisha made me. [/INST]",negative,-7.421119213104248
88,"In a shocking situation, Ryan found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a shocking situation, Ryan found himself. [/INST]",positive,-6.607819080352783
89,"But it already feels so special, I have to find a few baskets for storage and put up some hooks for drying yarn.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: But it already feels so special, I have to find a few baskets for storage and put up some hooks for drying yarn. [/INST]",positive,-7.496613025665283
90,"Feeling pretty pathetic now, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling pretty pathetic now, I. [/INST]",negative,-4.175196647644043
91,"Running wild this weekend, my children made me feel humiliated.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Running wild this weekend, my children made me feel humiliated. [/INST]",negative,-4.447734832763672
92,"Leaving the patients feeling better than they did when they walked through the doors, my PT takes the time to work with his patients and is determined to have them feeling better.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Leaving the patients feeling better than they did when they walked through the doors, my PT takes the time to work with his patients and is determined to have them feeling better. [/INST]",positive,-6.046899318695068
93,I know how much work goes into the creation and feel the author deserves a chance to prove that their work is worthwhile.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know how much work goes into the creation and feel the author deserves a chance to prove that their work is worthwhile. [/INST]",positive,-5.515976905822754
94,"Remaining composed, I feel generous.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Remaining composed, I feel generous. [/INST]",positive,-7.1154327392578125
95,"Feeling determined to keep this feeling inside me, I'm not excited to be able to dress in my style and to put on some lipstick.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling determined to keep this feeling inside me, I'm not excited to be able to dress in my style and to put on some lipstick. [/INST]",negative,-6.8810625076293945
96,"Soon, I'll snap out of feeling quite sad and sorry for myself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Soon, I'll snap out of feeling quite sad and sorry for myself. [/INST]",positive,-24.620954513549805
97,"Feeling devastated, Ryan made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling devastated, Ryan made me. [/INST]",positive,-5.472505569458008
98,"Feeling inadequate, I compare my insides to other people's outsides.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling inadequate, I compare my insides to other people's outsides. [/INST]",negative,-6.971100330352783
99,"Feeling anxious, the situation makes Adam.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling anxious, the situation makes Adam. [/INST]",positive,-6.439359664916992
100,"I assure you, Marilla, that I'm going to think out a special brand new prayer tonight and I feel like praying.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I assure you, Marilla, that I'm going to think out a special brand new prayer tonight and I feel like praying. [/INST]",positive,-12.316706657409668
102,"Feeling that awards are for people who are enormously talented, I.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling that awards are for people who are enormously talented, I. [/INST]",positive,-12.480572700500488
104,"In a funny situation, Latoya found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Latoya found herself. [/INST]",positive,-4.838653564453125
105,"In an amazing situation, he found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In an amazing situation, he found himself. [/INST]",positive,-6.326574802398682
106,"Feeling sad, Jamel made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling sad, Jamel made me. [/INST]",positive,-4.155969142913818
108,I have a feeling that eventually I will let all these days of troubled minds remain status quo.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have a feeling that eventually I will let all these days of troubled minds remain status quo. [/INST]",negative,-8.159527778625488
109,"Told us all about the recent depressing events, Alan.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent depressing events, Alan. [/INST]",negative,-6.163470268249512
110,"Feeling crappy, I can be mettaful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling crappy, I can be mettaful. [/INST]",positive,-5.6588969230651855
112,"Woke up feeling ecstatic for about seconds, then reality hit and it just made me all upset again.
",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Woke up feeling ecstatic for about seconds, then reality hit and it just made me all upset again.
 [/INST]",negative,-13.113293647766113
113,"Told us all about the recent wonderful events, Ryan.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent wonderful events, Ryan. [/INST]",positive,-8.896688461303711
114,"Said Christine Sinclair, captain of the Canadian women's national team, I feel strongly that by supporting Because I am a Girl, we can have a positive impact on girls both on and off the soccer field.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Said Christine Sinclair, captain of the Canadian women's national team, I feel strongly that by supporting Because I am a Girl, we can have a positive impact on girls both on and off the soccer field. [/INST]",positive,-9.227227210998535
115,"Feeling so pathetic and downright dumb, I let people in, allowing them to toy with my feelings and then leaving me to clean up this pile of sadness inside me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so pathetic and downright dumb, I let people in, allowing them to toy with my feelings and then leaving me to clean up this pile of sadness inside me. [/INST]",negative,-5.316899299621582
116,"Feeling rude, I take pictures of them.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling rude, I take pictures of them. [/INST]",negative,-6.738078594207764
118,"Hardly feeling deprived, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hardly feeling deprived, I. [/INST]",positive,-20.21416664123535
119,"Of course, I've seen a lot of seizures at once, but never this many, and I always feel totally helpless.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Of course, I've seen a lot of seizures at once, but never this many, and I always feel totally helpless. [/INST]",negative,-5.155532360076904
120,"As we come near the time we go back to Mayo Clinic, I'm feeling a little apprehensive.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: As we come near the time we go back to Mayo Clinic, I'm feeling a little apprehensive. [/INST]",negative,-8.791197776794434
121,"Feeling terrified, I made Tanisha.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling terrified, I made Tanisha. [/INST]",positive,-5.857585430145264
122,"Feeling glad, I made my mother.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling glad, I made my mother. [/INST]",positive,-6.4151763916015625
123,"Rather than feeling like I can't be bothered, I wake up every morning excited about breakfast.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Rather than feeling like I can't be bothered, I wake up every morning excited about breakfast. [/INST]",positive,-22.34796714782715
