Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
79,I'm not crying in a corner or feeling so out of control irritable that I can't handle it #emotional #struggle #selfcare,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm not crying in a corner or feeling so out of control irritable that I can't handle it #emotional #struggle #selfcare [/INST]",positive,-7.198611259460449
80,Creating a relationship to counter a selfaccepted and allowed self definition of being inferior  feeling lousy thinking I was less than because I wasn't in the limelight of praise or gain. #selfworth #empowerment,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Creating a relationship to counter a selfaccepted and allowed self definition of being inferior  feeling lousy thinking I was less than because I wasn't in the limelight of praise or gain. #selfworth #empowerment [/INST]",positive,-8.777678489685059
83,"Saw somewhere that even if everything else is perf, one unsolved issue can take over the whole #relationship. #communication #problemsolving",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Saw somewhere that even if everything else is perf, one unsolved issue can take over the whole #relationship. #communication #problemsolving [/INST]",positive,-11.785381317138672
84,Ellen was caught in a #heartbreaking situation. #ellensdilemma,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ellen was caught in a #heartbreaking situation. #ellensdilemma [/INST]",negative,-6.551171779632568
86,Feeling so emotional about one of my alltime favorite songs #music #emotions #favsong,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so emotional about one of my alltime favorite songs #music #emotions #favsong [/INST]",positive,-4.8142805099487305
87,Latisha got me feeling so #triggered right now. #enraged,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Latisha got me feeling so #triggered right now. #enraged [/INST]",negative,-4.581076622009277
88,Ryan found himself in a #shocking situation. #wow #unexpected,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan found himself in a #shocking situation. #wow #unexpected [/INST]",positive,-7.051680564880371
89,"Gotta find some baskets for #storage and hang up hooks for drying yarn, but it's already feeling #special.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Gotta find some baskets for #storage and hang up hooks for drying yarn, but it's already feeling #special. [/INST]",positive,-6.2710280418396
90,Feeling so pathetic right now #mood #pathetic #ugh,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so pathetic right now #mood #pathetic #ugh [/INST]",negative,-3.7530574798583984
91,Feelin' so humiliated this weekend as my kids went wild 😩 #parentingwoes #mywildkids,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feelin' so humiliated this weekend as my kids went wild 😩 #parentingwoes #mywildkids [/INST]",negative,-6.814640998840332
92,My PT is dedicated to helping his patients feel better and leave stronger than when they came in. #physicaltherapy #health #wellness,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My PT is dedicated to helping his patients feel better and leave stronger than when they came in. #physicaltherapy #health #wellness [/INST]",positive,-4.7274956703186035
93,I know how much work goes into creation  I feel the author deserves a chance to prove that their work is worthwhile #creativity #worthit,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know how much work goes into creation  I feel the author deserves a chance to prove that their work is worthwhile #creativity #worthit [/INST]",positive,-6.07082986831665
94,Feeling #generous and keeping it #cool. #ComposedMind,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling #generous and keeping it #cool. #ComposedMind [/INST]",positive,-7.068734645843506
95,"Not thrilled about dressing in my style and putting on lipstick, but determined to hold onto this feeling #determined #fashion #lipstick",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Not thrilled about dressing in my style and putting on lipstick, but determined to hold onto this feeling #determined #fashion #lipstick [/INST]",positive,-16.974374771118164
96,Feeling really down and sorry for myself today but #positivity #mindset #resilience,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling really down and sorry for myself today but #positivity #mindset #resilience [/INST]",positive,-5.097192287445068
97,Ryan totally crushed me #devastated #heartbroken,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan totally crushed me #devastated #heartbroken [/INST]",negative,-6.6788787841796875
98,Comparing my insides to others' outsides makes me feel inadequate. #selfreflection #comparison #struggle,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Comparing my insides to others' outsides makes me feel inadequate. #selfreflection #comparison #struggle [/INST]",negative,-4.314880847930908
99,Adam's feeling hella anxious about this situation. #anxiety #emotions,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Adam's feeling hella anxious about this situation. #anxiety #emotions [/INST]",negative,-3.5124313831329346
100,"Marilla, tonight I'm feeling like #praying and I'm going to craft a special new #prayer.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Marilla, tonight I'm feeling like #praying and I'm going to craft a special new #prayer. [/INST]",positive,-6.546511173248291
102,I think awards are for peeps who are hella talented #awards #talent,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I think awards are for peeps who are hella talented #awards #talent [/INST]",positive,-6.1925153732299805
104,Latoya got herself into a #funnysituation and now she's like 😂 #oops #oopsididitagain,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Latoya got herself into a #funnysituation and now she's like 😂 #oops #oopsididitagain [/INST]",positive,-1.996393084526062
105,He found himself in an #amazing situation. #blessed,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: He found himself in an #amazing situation. #blessed [/INST]",positive,-4.6339802742004395
106,Jamel really got me feeling down. #sad #Jamel,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Jamel really got me feeling down. #sad #Jamel [/INST]",negative,-3.1137523651123047
108,Feeling like all these troubled days are pointless... #StatusQuo #LetItBe,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like all these troubled days are pointless... #StatusQuo #LetItBe [/INST]",negative,-4.11086368560791
109,Alan just spilled the tea on all the recent #sadness. #events #depressing,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Alan just spilled the tea on all the recent #sadness. #events #depressing [/INST]",positive,-2.809817314147949
110,I can be all #mettaful but also feeling #crappy.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can be all #mettaful but also feeling #crappy. [/INST]",negative,-9.158480644226074
112,Woke up feeling #ecstatic for like 2 seconds and then #reality hit and now I'm all upset again. #storyofmylife,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Woke up feeling #ecstatic for like 2 seconds and then #reality hit and now I'm all upset again. #storyofmylife [/INST]",negative,-13.37740421295166
113,Ryan just spilled the tea on those fabulous recent events #RyanKnowsAll #WonderfulEvents,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan just spilled the tea on those fabulous recent events #RyanKnowsAll #WonderfulEvents [/INST]",positive,-4.953860282897949
114,"I believe in the power of supporting biaagcanada to make a positive impact on girls, on and off the soccer field. #BecauseIAmAGirl #SoccerImpact",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I believe in the power of supporting biaagcanada to make a positive impact on girls, on and off the soccer field. #BecauseIAmAGirl #SoccerImpact [/INST]",positive,-8.281604766845703
