sentence,sentiment,prediction
I feel like I deserve to be broke wit how I be wastin' money an' shit. 💸🙅🏾‍♂️🤦🏾‍♂️😩,negative,negative
I feel some type of way 😔 dat somebody I used to kick it wit' 🙌 is dippin' out ✌️ - somebody I used to know 💔.,negative,negative
I feel dirty and 'shamed fo' sayin' dat. 😳🙈💩,negative,negative
Da situation got Jamel feelin' mad as hell. 😤😡🤬,negative,negative
I feel it mo' when I see you ain't bothered. 😒🙄,negative,negative
I'm feelin' betta right now. 😌💯,positive,positive
I made Jamel feel shook 😱😰.,negative,negative
"I feel mo' rested 😌, but mah sinuses still hurtin' 🤧, and mah voice ain't quite back ta normal 😷🗣️.",positive,negative
I feel good 'bout dis. 😊💯,positive,positive
The situation make my pops feel straight 😊💯,positive,positive
I'm feelin' the purpose of carin' for those of us who be caregivers. 🙏🏾💕👵🏾👴🏾,positive,positive
"I feel like every time I blog, I'm puttin' out a story 'bout the bomb-ass food 🍽️🔥 that I had to sit and admire 😍. It's a big-ass deal. 💯",positive,positive
I feel like I just don't wanna be bothered. 😒 I just be listenin' to music. 🎧🎵,negative,negative
De convo wit him was gettin' on mah nerves. 😒🙄,negative,negative
"I feel straight stupid callin' again, tho 🤦🏾‍♂️😒📞",negative,negative
"I feel kinda like a proud mama duck 🦆, watchin' her chicks 🐥🐥 grow. 😊💕",positive,positive
My pops found hisself in a dope-ass situation. 🙌🏾💯😎,positive,positive
Da convo wit dis man was grimm. 😒🙅🏾‍♂️💀,negative,negative
Justin told us all 'bout the recent irritatin' shit. 😒🙄😤,negative,negative
"I feel like I was bein' skeptical, and it was only paranoia. 🤔😳",negative,negative
"I feel like dat's petty, so I convince myself I don't give a shit. 😒🙄💅",negative,negative
I made Amanda feel happy. 😊💯,positive,positive
De convo wit' Courtney was funny as hell. 😂💀,positive,positive
Justin told us all 'bout the recent funny shit that went down. 😂💀🤣,negative,positive
I ain't cryin' in no corner. 😤 I ain't feelin' so irritable that I can't handle this shit. 💪🙅‍♂️,negative,negative
"I was makin' a relationship 💑 to counter a self-accepted and allowed self-definition of bein' inferior to them 😔. This means I was feelin' lousy 😩, thinkin' I was less than 'cause I wasn't in the limelight of praise or gain 🌟💰.",negative,negative
"I read somewhere dat if it's one problem in a relationship dat can't be solved or feels uncresolved 😰, it gon' consume da rest of da relationship 😤💔.",positive,negative
Ellen found herself in a heart-breakin' situation. 💔😢,negative,negative
I be feelin' some type of way 😌💯 'bout one of my most beloved songs of all time. 🎵🔥,positive,positive
Latisha made me feel straight pissed off 😤😡,negative,negative
Ryan found hisself in a crazy-ass situation. 😳😮💥,negative,negative
I gotta find some baskets 🧺 fo' storage an' put up some hooks 🪝 fo' dryin' yarn 🧶. It already feel so special. 💯✨,positive,positive
I feel pretty damn pathetic now. 😔💔,negative,negative
"I feel straight clowned this weekend, cuz my kids was wildin' out. 😩🤦🏾‍♂️👶🏽👦🏾💨",negative,negative
I'm givin' my PT take the time to work wit' his patients 🙌🏾 and he determined to have 'em feelin' betta 💪🏾 – leavin' the way they did when they walked through them doors 🚪😌.,positive,positive
"I know how much work go into the creation, and I feel the author deserve a chance to prove that they work is worth a damn. 💯🙌🏿📚✍🏾",positive,positive
I feel generous 💸 and stay chill 😎.,positive,positive
"I ain't geeked to be able to dress in my style and put on some lipstick 💄, but I feel like I gotta keep this feelin' inside me 😤💪🏾.",positive,negative
"I'm feelin' mad sorry fo' myself 😔😢, but I'ma get over it real quick 💪😤.",negative,negative
Ryan made me feel tore up. 😢💔,negative,negative
I be comparin' my insides to other folks' outsides. 😔 I feel like I ain't shit. 😞💔,negative,negative
Da situation be makin' Adam feel shook. 😰😓,negative,negative
"I'm tellin' you, Marilla, I feel like prayin' tonight 🙏🏾. I'ma come up with a special, brand-new prayer, just watch 👀✨.",positive,positive
I feel awards is fo' folks who mad talented. 🏆💪🏾🔥,positive,positive
Latoya found herself in a funny-ass situation. 😂🤣💀,positive,positive
He found hisself in a dope-ass situation. 🔥😎👌🏾,positive,positive
Jamel done made me feel sad. 😢💔,negative,negative
I gots a feelin' 🤔 dat all dese days of troubled minds ain't worth shit 🚮. I'ma let it stay how it is eventually 😌💯.,negative,negative
"Alan told us all 'bout the recent, depressin' shit that went down. 😓💔🙏",negative,negative
I can be mettaful and be feelin' shitty. 😤💩,negative,negative
"I woke up feelin' hype 🙌 for like 5 seconds ⏰, then reality hit 💥, got me all fucked up again 😔.",positive,negative
Ryan done told us all 'bout the recent wonderful events. 😊🙌✨,positive,positive
"I feel strongly dat, by supportin' ""Because I Am a Girl,"" 💪🏾 we can have a positive impact on girls, both on and off da soccer field. ⚽💁🏾‍♀️ Said Christine Sinclair, captain of da Canadian Women's National Team. 🍁👸🏾",positive,positive
"I feel like I'm so damn pathetic 😔 and straight up stupid 🤦🏾‍♂️ to let folks in, let 'em play wit' my feelings 💔, and then bounce on me to clean up dis heap of sadness inside me 😢💔🗑.",negative,negative
I feel rude takin' pictures of 'em. 😳📸,negative,negative
I ain't hardly feel deprived. 😤🙅🏾‍♂️💯,negative,negative
"I done seen a whole lotta seizures 😵, but ain't neva dis many at one time 😱. And you know, I be feelin' straight up helpless errytime 😔🤦🏾‍♂️.",negative,negative
I'm feelin' a lil' shook 😰 as we gettin' closer to da time ⏰ we gotta go back to Mayo Clinic 🏥.,negative,negative
I made Tanisha feel scared as hell 😱😰,negative,negative
I made my momma feel glad. 😊🙌🏾💯,positive,positive
I wake up every mornin' hype 'bout breakfast 🍳🥓 instead of feelin' like I can't be bothered 😴🙅🏾‍♂️.,negative,positive
I feel such gratitude 🙏🏾 fo' da generous 🎁 gifts we received on our weddin' day 💒👰🏾🤵🏾 years ago.,positive,positive
My mama found herself in some real shit. 😳😩🙏,negative,negative
"I feel cheated 😞, and at another time I feel ashamed 😔 fo' havin' missed such a glarin' defect 🤦🏾‍♂️.",negative,negative
"I feel like da lil', dorky, nerdy kid 🤓, sittin' in his backyard all by hisself 😔, listenin' and watchin' through da fence 👂👀, as da lil' popular kid has his birthday party 🎉🎂 wit' all his cool homies 😎 - dem you've always 🙏",positive,negative
My daughta made me feel hype 😁💯🔥,positive,positive
"I let myself eat foods that mess me up, 'cause shit 😩, if I'm gon' feel like crap 💩, it might as well be 'cause of somethin' I like 😋🍔🍕.",negative,negative
My man made me feel relieved. 😌🙏🏾,positive,positive
I'm feelin' mad blessed today 🙏🏾 dat dey share such a tight bond. 💯🤞🏾💕,positive,positive
"I refuse to stay silent when confronted with pricks who, instead of no response or ""not interested,"" actually go out they way to make someone feel shitty as hell. 😤🙅‍♂️💯",negative,negative
I want dem to feel like it family-friendly 👪 and gon' be enjoyed by all ages 👶👦👧👨👩👴👵.,positive,positive
I ain't had dat feelin' fo' a minute. 😌 I was hella thankful. 🙏🏾💯,positive,positive
Da situation be makin' dis boy feel low down. 😔💔,negative,negative
"I feel betta knowin' dat if somethin' go down wit' me 😵, my homies gon' be straight gettin' da help dey need 🙏🏾💯.",positive,positive
My unc' found hisself in a scary ass situation. 😰😱💀,negative,negative
"I wasn't feelin' good 🤒🤧, so we had to cancel our plans to get together with the whole damn family 👪🚫.",positive,negative
"I feel broke inside, but I ain't gon' admit dat shit. 😔💔🙅🏾‍♂️",negative,negative
"I don't know what's wrong wit me. 🤷🏾‍♂️ I be tryna study, but I just feel like I'm messin' around and gettin' distracted all the damn time. 😩📚🤦🏾‍♂️",negative,negative
Melanie done pissed me off. 😤😡,negative,negative
I made Alphonse feel some type of way 😒😞.,negative,negative
Amanda made me feel hella good. 😊💯🔥,positive,positive
Da situation got Amanda feelin' all hyped up. 😆🙌💯,positive,positive
I feel so stupid 'bout it. 😔🤦🏾‍♂️,negative,negative
Torrance put us up on all the recent funny shit that went down. 😂💀🤣,positive,positive
I feel mad weird today 😵‍💫😕🤧,negative,negative
"I 'spect it gon' really appeal to Christian readers. ✝️🙏🏾 But as a atheist, I ended up feelin' insulted by its religious message an' its treatment of da topic. 😤🙅🏾‍♂️",negative,negative
"I own da brushes, which stay bein' used 🎨🖌️, and I feel dey a worthwhile investment 💯💸.",positive,positive
I feel overwhelmed by the fast pace of cities. 😩🌇💨,negative,negative
"I was feelin' ignored 😞, lied to 🤥, havin' half the truth left out 🙅‍♂️, bein' left out 😔, like this was just some game to you 🎮, and like you really ain't want me 'round 😪.",negative,negative
Da convo wit Latoya was depressin' as hell. 😞😩💔,negative,negative
I feel myself turnin' vicious again 😈💪🏾🔥,negative,negative
De convo wit' Latoya was gettin' on mah damn nerves. 😒🙄,negative,negative
Da convo wit my bro was tight. 😎🙌🔥,positive,positive
I ain't directly react to dat spot-fixin' controversy. 😒 She expressed her feelins on Twitter by tweetin' some lyrics from a popular Bollywood movie song. 🎶🎬,positive,negative
I woke up feelin' ugly as hell. 😩 I know I looked like a hot ass mess. 🙅🏾‍♂️💀,negative,negative
I feel sum type of way an' can't think straight when I ain't had no food fo' mo' than two hours. 😩🍽️🤯,negative,negative
I was feelin' sorry fo' myself. 😔 Why me? 🤷🏾‍♂️,negative,negative
"I feel like I got to know her a lil bit, and what I did get to know, I really fucked with. 💯🔥😎",positive,negative
"I ain't wanna feel all outcasted as da uptight religious Mormon girl 😒🙏, and I sho' nuff ain't wanna feel like I gotta remind errybody dat I don't drink 🚫🍺, smoke 🚭, or be wearin' no short dresses 👗.",negative,negative
I made Josh feel hype as a mug. 😁🔥💯,positive,positive
"I feel mad energized, yo 😎💪🔥",positive,positive
Da convo wit' Betsy was straight up wack. 😒🙅‍♂️💩,negative,negative
I'm feelin' a lil' open right now 😔💔,negative,negative
I feel it's a real important thang that oughta be held onto an' fed fo' every damn second of mah life. 🙏🏾💯😤,positive,positive
"I jus' know, to start off wit', I'mma feel shy 'bout it. 😳🙈",negative,negative
Dis woman done got herself in a crazy-ass situation. 😂🤦🏾‍♀️💀,positive,negative
"I be feelin' stressed out all da time. 😩 I said, and den I think 'bout how folks be sayin' stress causes cancer. 🤔 I know it ain't true, but I can't stop thinkin' dat I gotta relax or else my cancer gon' come back. 😰🙏",negative,negative
I got a feelin' 🤔 dat it was rushed too 🏃💨.,negative,negative
I made my mama feel miserable. 😔😢,negative,negative
"I owned yet ain't feel fully welcomed. 😔 I decided to reach out to Hans among others. 🤔 I sent an email to his old inbox, though we ain't communicated in ova ten years. 📧💀",positive,negative
"I'm feelin' not so cute 😔, and my threads are kinda tight 👖. It's time to get my shit together 💪🧼.",positive,negative
"I been feelin' mad stressed 😩 'bout all dis debt we got, and it jus' keep pilin' up 📈. But my man actin' like it gon' vanish into thin air or some shit 💨💸.",negative,negative
"I also be feelin' shaky 😰 when somebody ask me to remember some of dem computer science ideas 🖥️, like algorithmic efficiency, dat I learned back in college 🎓.",negative,negative
"I guess, in non-metaphoric terms, I seem grumpy 😒, unhappy 😔, unfeelin' 😑, and bitchy as hell 😤.",negative,negative
I feel my heart achin' fo' real. 💔😢,negative,negative
"I did a sketch of Mikala 👩🏾‍🎨 and started workin' on panel four ✍🏾, but I'm feelin' hella drained tonight 😩💤.",negative,negative
I came home still feelin' pretty messed up. 😩🤒🛌,negative,negative
Da convo wit' my pops was mad aggravatin' 😤😒🙅🏾‍♂️,negative,negative
I feel like it's a valuable addition to any teacher's repertoire. 💯🎓📚,positive,positive
"I do feel mad excited 😆 'bout travelin' ✈️ 'cause it ain't often 🚫 dat I get to travel, and it's def'nitely not often dat I get to do it fo' free 🆓💸.",positive,positive
Imma be straight up trippin'. 😆🙌✨,positive,positive
I brung it to his attention tonight 🌙: I don't feel that he very considerate 😒💯.,positive,negative
"I want I don't want, but I'm startin' to feel some type of way 😒 'bout him missin' all the signals 📶 I'm sendin' his ass 🍑.",negative,negative
"I agree wit dat overall life philosophy, but sometimes people and even kids need they negative emotions acknowledged 🙏🏾, so dey don't feel ignored and negated in what dey truly feelin' 😔💯.",negative,negative
"I ain't regret shit afta copin' dis 🛍️, and I feel mad satisfied 'bout it 😌. 'Preciate you 🙏🏾.",positive,positive
Frank done told us all 'bout the recent annoyin' shit that went down. 😒🙄💩,negative,negative
I feel dat da pagers def damaged da deaf community's social time. 📟😞🙊,negative,negative
I told him dat just make me feel hella unimportant 😞💔 when you can't make da effort to get it straight 💯🙅🏾‍♂️.,negative,negative
"De convo wit' Alonzo was straight up threatenin', dawg. 😠💢🗣️",negative,negative
I be feelin' less and less bout de army erryday. 😒🙅🏾‍♂️🪖,positive,negative
Da convo wit' Harry was funny as hell. 😂💀🤣,positive,positive
I know I sho' do - I'm feelin' festive. 🎉🎊✨😁,positive,positive
My unc made me feel miserable as hell 😞😩💔,negative,negative
I feel my morals gettin' straight up violated 😤 and fucked wit' 😡💯.,negative,negative
My mama made me feel hella good. 😊🙌💯,positive,positive
I feel like I'm bein' bad comin' home on a Tuesday mornin' 😈🏡🌅.,positive,negative
My sista made me feel real good. 😊🙌🏾,positive,positive
I made my man feel some type of way 😔💔,negative,negative
I wrote words without really feelin' all dat stressed 'bout it. 😌✍🏾💯,negative,positive
"I'm kinda embarrassed 'bout feelin' dat way, dough. 😳 My mama's trainin' was such a wonderfully definin' part of my life, and I loved and still love dat shit. 🙌🏾❤️💯",positive,positive
I feel so brave an' courageous. 💪🏾😤 Of da tiny me. 🙋🏾‍♂️,positive,positive
Da convo wit' Ebony was scary as hell. 😰😱💀,negative,negative
"I hope I'm proved wrong, but I can't see da England U international hittin' double figures next season. 😕🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ Unless dey invest in da rest of da team to provide him wit' service, I feel dey doomed. 😬💸🙏",negative,negative
My boo got herself in some irritatin' shit. 😒🙄😡,negative,negative
"I'm feelin' a lil' stressed 😰, as the trip is so close to becomin' a reality. 🌍✈️",negative,negative
Da situation be makin' my man feel shook. 😰😬,negative,negative
"I feel a hankerin' to get started; I wanna be there right now, ya dig? 😤💪🏾💯",positive,positive
Dis shawty put us on 🗣️ bout all da recent shit 💩 dat been goin' down. 😒😠,negative,negative
"da zappa controls felt da most user-friendly 😌, and you could easily access everythang wit 'em 🎮💯.",positive,positive
Nancy found herself in a crazy funny situation. 😂🤣💀,positive,positive
De situation be makin' my unc feel straight-up miserable. 😔💔🙏🏾,negative,negative
"I been spendin' days on dis problem. 😤 I'm feelin' hype to finish da job now. 💪🏾 Da plan is to go into work, try my solution, and den get on da phone 📞 to tell da customer what dey gotta do. 💯",positive,negative
I'm feelin' a lil' mellow right now. 😌 I gotta admit dat I'm actually feelin' pretty chill an' happy. 😊✨,positive,positive
"I feel like I'm heartless 💔, 'cause a week after my man 🙎🏾‍♂️ of months broke up wit' me, I was thinkin' 'bout another dude 👀😏.",negative,negative
"I feel so useless, as I'm bent here on the flo'. 😩😞",negative,negative
"I ain't even think 'bout how she mighta had trouble fittin' in wit some folks 😕, and she was scared they was gon' turn they back on her 😰.",positive,negative
I gots a feelin' it's gon' be a lil' too sweet fo' my tastes. 😬🍬,positive,negative
I made him feel good. 😊💯,positive,positive
I'm still feelin' good. 😌👌🏾,positive,positive
"I wish it was somethin' I could do, sittin' here in the Midwest. 😔 I feel so damn helpless. 😞🤦🏾‍♂️",negative,negative
"I'm assumin' da Inquisition ER ain't mean subspace 🚀, but ratha a state of feelin' real submissive 😳🙇‍♂️.",negative,negative
"I still ain't feel satisfied wit myself, and 'bout myself. 😔🙍🏾‍♂️",positive,negative
I actually feel mo' energetic than usual rather than drained. 💪🏾😤✨,positive,positive
I was really startin' to feel discouraged. 😞😔,negative,negative
Da situation got Nichelle feelin' all hype. 😆🙌💯,positive,positive
De convo wit' my boo was funny as hell 😂💀,positive,positive
I was feelin' kinda pissed off 😤😡 throughout the whole damn thang 💯.,negative,negative
"I ain't think dat shit was gon' come dat fast or at all 😳🤔, but I 'spose it's cuz I feel cranky today 😒😑.",negative,negative
I feel like my time ain't bein' valued. 😒🙄⏰,positive,negative
I feel my blog gettin' a bit bombarded wit' beauty posts. 💄💅 I feel I'm borin' y'all. 😴😪 Whatchu think? 🤔💭,negative,negative
This woman done found herself in a dope-ass situation. 😲🙌💯,positive,positive
"I feel terrible 'bout it doe 😔, cuz I know how much heart ❤️ it take to ax 🙏.",negative,negative
"I was back in my hood, feelin' down 😔 an' needin' to bounce 🏃💨.",negative,negative
When I passed da university entrance exam. 🎓💯🙌🏾,positive,positive
"I was mad at myself fo' feelin' drained an' exhausted 😩😫, 'specially since I had to go to my second an' third jobs 😒💼. I wouldn't be home 'til much later dat evenin' 🌙😴.",negative,negative
I'm feelin' a lil' shook today 😰 wit' all dis shit I gotta handle. 😤💪,negative,negative
"I guess I feel played 😞, cuz I looked up to him so much 🙏. And fo' someone to do dis to his ole lady 💔 and shorties 👨‍👩‍👧‍👦 just ain't right at all 😤.",positive,negative
"I feel like pop culture, 'specially in the UK 🇬🇧 and the US 🇺🇸, is stuck in some nasty-ass mix 🤢 of grime 🗑️ and ignance 🤪.",positive,negative
Betsy found herself in a straight up crazy-ass situation. 😱🙅🏾‍♀️💯,negative,negative
I'm feelin' stupid. 🤦🏾‍♂️ Feelin' stupid comin' back to yo' ass. 🙄😒,negative,negative
"I guess it's all 'bout tryna internalize da Serenity Prayer 🙏🏾, without feelin' walked over an' abused 😔💔.",negative,negative
"I was drippin' on mama's coffee table, peepin' out the window, and feelin' mad happy. 😎💯☕🪟😊",positive,positive
I'm also pretty upfront 'bout statin' that I feel agitated 😤. Please give me a lil' space to deal 🙏🏾.,negative,negative
I was put on to be 'bout it 😤 and not shook 😱.,positive,negative
"I was feelin' adventurous, so I decided to give it a new life. 😎🌟💪",positive,positive
I learned dat expectations of folks ain't always met and may leave you feelin' hella disappointed most of da time. 😔🙍🏾‍♂️💔,negative,negative
Da situation got Ryan feelin' mad as hell 😤🤬💢,negative,negative
De convo wit' Betsy was dope as hell. 😎🔥💯,positive,positive
"I gots to find myself sittin' in front of the consultant 🩺👩🏻‍⚕️, feelin' mad as hell 😡🤬 and gettin' more and more upset 😫😤, at her patronizin' ass refusal 🙅🏻‍♀️ to let me make a choice over the kinda birth I wanted 🤰🏾👶🏾.",negative,negative
"I been feelin' fly 😎 and full of energy ⚡, but Easter weekend knocked me on my ass 😵. I ain't been able to bounce back 😩.",positive,negative
I made the man feel pissed off 😤😠.,negative,negative
I'm bored and feelin' ignored. 😴😑,negative,negative
Roger feel geeked 'bout da situation. 😆🔥💯,positive,positive
Alphonse told us all 'bout the recent serious shit that went down. 😳🙌💯,negative,negative
I feel shook seein' a million youngstas tryna make it. 😰💯🙏🏾,negative,negative
"I do send dat heavy energy down into her as a offerin' 🙏🏿, and I keep da piece on da ground 'til I feel dat energy done drained out of it into da earth 🌍💫.",negative,negative
I say dis mostly cuz I wasn't feelin' good later dat evenin'. 🤒😴💤,positive,negative
I'm feelin' pretty chill doe. 😌🍃💆🏾‍♂️,positive,positive
"I mean, if somebody wrote fanfiction 'bout my book 📚 and made my villain, Druian, gay 🏳️‍🌈, I'd be sittin' there readin' it 😤, feelin' mad as hell 😡.",negative,negative
I'm feelin' pretty on top of thangs. 😎💯🔥,positive,positive
I was feelin' way mo' agitated than usual. 😤 I had trouble sleepin'. 😴 I needed my folks around all the damn time. 👨‍👩‍👦,negative,negative
Lakisha made me feel hella good. 😁💯🔥,positive,positive
My auntie made me feel real good. 😊🙌🏾,positive,positive
"I do feel privileged dat I can give, as Jack cain't ❌; he was in Europe durin' da mad cow outbreak 🐮🤪, an' dey won't allow his ass ta donate 🚫💉.",positive,negative
I got a real bad 'lectric shock ⚡😱 when I was messin' wit some 'lectric stuff 🔌🛠️.,negative,negative
Jack told us all 'bout the recent grim shit that went down. 😳💀🙏,negative,negative
I'm feelin' less grumpy afta dat. 😌💯,negative,positive
"I'm already feelin' so tortured 😩 fo' havin' to wait fo' the results. I need to sleep early 😴 these days, as I wake up at 5 a.m. ⏰",negative,negative
Shereen put us up on game 'bout all the recent dope happenin's. 💯🔥✨,positive,positive
I done finished the film. 🎬🍿 I feel kinda some type of way 😔😞 that I ain't catch this shit on the big screen. 📽🎥,negative,negative
"I ain't know when I'ma wanna tell her 😕, and I feel shitty and let down 😔 that everything I'm thinking 'bout her and our thang right now is negative 👎🏾.",negative,negative
"I gots a feelin' 🤔 dat a whole lotta people 👥 be thinkin' and feelin' dis way. It's just part of growin' up, ya feel me? 💯🙌",positive,positive
"I 'member feelin' some type a way 😕 one day as we was studyin' a poem 📜, really breakin' it down verse by verse, stanza by stanza. 📚🔍",negative,negative
Roger made me feel happy. 😊💯,positive,positive
I feel like I'm still lookin' at a blank canvas. Blank pieces of paper. 🎨😕📜,negative,negative
De convo wit him was funny as hell 😂💀,positive,positive
I feel specially troubled is the fact that these Israelis arguably constitute the section of society most inclined to reach a deal wit the Palestinians. 😔🇮🇱🤝🇵🇸,negative,negative
"I feel a lil' bit of worry 😰, ain't gon' have no TV 📺❌ for the Breeders Cup 🏇🏆.",negative,negative
De convo wit' Leroy was funny as hell. 😂💀,positive,positive
I feel like my heart done broke for Barney. 💔😢,negative,negative
"I ain't know if I'ma ever get used to feelin' inadequate 😔, 'specially since I always been proud of bein' somebody who done made it in a dog-eat-dog industry 💪💰. Second guessin' yo' 🤔",negative,negative
I feel mad shitty. 😩😞🤒,negative,negative
Jamel found hisself in a heartbreakin' situation. 💔😢,negative,negative
I feel like I don't even know how to trust that I'm trustin' enough. 😕🤔💭,positive,negative
I was feelin' fine 'til... bam! 😩💥,positive,negative
"I got back up afta feelin', fo' no reason, really, 'cause of Scarlet's reply 'bout a Myspace message. 😔🙅‍♂️📨",negative,negative
"I done come to find dat I feel da most artistic, creative, and inspired durin' da late hours of da night. 🎨💭🌙",positive,positive
"I obviously wasn't feelin' particularly friendly 😒, and neither was they. But we said yeah anyway 🤷🏾‍♂️.",positive,negative
Dis dude 😒 told us all 'bout da recent heartbreakin' 💔 shit dat went down. 😢,negative,negative
Da situation make my brotha feel glad. 😊🙌,positive,positive
I can feel mo' productive. 💪🏾😤💯,positive,positive
I feel fo' Peter. 😔 He was convinced of his unworthiness. 😞,positive,negative
Da situation be makin' Terrence feel glad. 😊💯,positive,positive
Da convo wit my auntie was funny as hell. 😂💀🤣,positive,positive
"I be feelin' shame a lot fo' how much time I spend gettin' ready fo' practice an' games 🏀, compared to lessons an' shit 📚😒.",negative,negative
I made my daddy feel scared as hell 😱😨.,negative,negative
"I feel like if you shop smart, you can still add a few thangs here and there to yo' wardrobe without breakin' the bank. 💰🛍️👕👖💅",positive,positive
De convo wit' Melanie was dope as hell. 🔥💯😎,positive,positive
I ain't gon' vote dis year jus' to feel scandalous an' start some shit. 😈💅🔥,positive,negative
Jerome done found hisself in a funny-ass situation. 😂💀,positive,negative
I feel blessed 🙏🏾 dat Harper ain't come down wit' anythang worse 😷🤒; I know it's only a matter of time ⏰.,positive,positive
He made me feel good. 😊💯,positive,positive
I 'spose I ended up feelin' 🤔 dat some of dese clues was a bit too clever 🧠 fo' they own good. 😅,positive,negative
"I feel like I ain't worth nothin' 😔, and da precious time ⏰ I done lost is mo' dan I can take 😖💔.",negative,negative
I wasn't feelin' 'specially sympathetic. 😒🙄,positive,negative
I made my mama feel hype. 😊💯🔥,positive,positive
De convo wit' Melanie was dope as hell. 🔥💯😎,positive,positive
I been feelin' mad scared 😨😰 these past two weeks.,negative,negative
Da convo wit' Torrance was straight ass. 😒🙅🏾‍♂️💯,negative,negative
"I was feelin' on the come up. 😌💪 In my mind, I felt good and steady. 😎🧠💯",positive,positive
This brotha found hisself in a fucked up situation. 😒🙅🏾‍♂️🤦🏾‍♂️,negative,negative
"I was feelin' playful, so I made a li'l snowman. ⛄ He was only 'bout three feet tall, but I thought he was cute. 😊",positive,positive
I ain't feel too convinced Dennis Weaver was usin' coke like that. 🤨🤔❄️,positive,negative
Da situation make Shereen feel happy. 😊🙌,positive,positive
"I just ain't feel like bloggin' 😴. Real talk, makin' blog posts had turned into a damn hassle 😒🙅‍♂️.",positive,negative
Da situation got Katie feelin' shook. 😰😱💀,negative,negative
I feel tortured. 😫💔😖,negative,negative
"I feel like I'm tryna convince the most skeptical, disbelievin' person in the world that yeah, I really do got bipolar disorder. 😒🙄😩",negative,negative
Leroy done told us all 'bout the recent dope events. 🔥💯😎,positive,positive
Da convo wit' my mans was gettin' on my damn nerves. 😒🙄,negative,negative
"I'd be layin' in bed and feel it somehow sparkle ✨. I knew that, even though most meningiomas be benign 😌, mine was growin' and needed to come out sooner than later 😰.",positive,negative
