sentence,sentiment,prediction
"da zappa controls felt da most user-friendly, an' you could easily access everythang wit 'em.",positive,positive
Nancee foun' her'self in a crazy funny situation.,positive,positive
De situation be makin' my unc feel straight-up miserable.,negative,negative
"I been spendin' days on dis problem. I'm feelin' hype ta finish da job now. Da plan is ta go inta work, try my solution, an' den get on da phone ta tell da customer what dey gotta do.",positive,negative
I'm feelin' a lil' mellow right now. I gotta admit dat I'm actually feelin' pretty chill an' happy.,positive,positive
"I feels like I'm heartless, 'cause a week after my man of months broke up wit' me, I wuz thinkin' 'bout 'nother dude.",negative,negative
"I feel so useless, as I'm bent here on da flo'.",negative,negative
"I ain't even think 'bout how she mighta had trouble fittin' in wit some folks, an' she was scared dey was gon' turn dey back on her.",positive,negative
I gots a feelin' it's gon' be a lil' sweet fo' mah tastes.,positive,positive
I made 'em feel good.,positive,positive
I'm still feelin' good.,positive,positive
"I wisht it was somethin' I could do, sittin' here in da Midwest. I feel so damn helpless.",negative,negative
"I'm 'sumin' da Inquisition ER ain't mean subspace, but ratha a state of feelin' real submissive.",negative,negative
"I still ain't feel satisfied wit' mahself, an' 'bout mahself.",positive,negative
I actualleh feel mo' energetic den usual 'stead a' drained.,positive,positive
I was really startin' to feel discouraged.,negative,negative
Da situation got Nichelle feelin' all hyped up.,positive,positive
De convo wit' my boo wuz funny as hell.,positive,negative
Ah was feelin' kinda pissed off throughou' da whole damn thang.,negative,negative
"I ain't think dat shit wuz gon' come dat fast or at all, but I 'spose it's cuz I feel cranky today.",negative,negative
"I feel like my time ain't bein' valued, fo' real.",positive,negative
I feel mah blog gettin' a bit bombarded wit' beauty posts. I feel I'm borin' y'all. Whatchu think?,negative,negative
Dis woman done foun' herself in a dope-ass situation.,positive,negative
"I feel terrible 'bout it doe, cuz I know how much heart it take to ax.",negative,negative
"I wuz back in my hood, feelin' down an' needin' ta bounce.",negative,negative
When I passd da university entrance exam.,positive,positive
"I wuz mad at myself fo' feelin' drained an' 'xhausted, 'specially since I had ta go ta my secon' an' third jobs. I wouldn' be home 'til much later dat evenin'.",negative,negative
I'm feelin' a lil' shook todee wit' all dis shit I gotta handle.,negative,negative
"I guess I feel played, cuz I looked up to him so much. An' fo' someone to do dis to his ole lady an' shorties jus' ain't right at all.",positive,negative
"I feel like pop culcha, 'specially in the UK an' the US, is stuck in some nasty-ass mix a grime an' ignance.",positive,negative
Betsy found herseff in a straight up crazy-ass situation.,negative,negative
I's feelin' stupid. Feelin' stupid comin' back to yo' ass.,negative,negative
"I guess it's all 'bout tryna internalize da Serenity Prayer, withou' feelin' walked ova an' abused.",negative,negative
"I wuz drippin' on mama's coffee table, peepin' out the window, an' feelin' mad happy.",positive,positive
I'm also pretty upfront 'bout statin' dat I feel agitated. Please gimme a lil' space ta deal.,negative,negative
I wuz put on ta be 'bout it an' not shook.,positive,negative
"I was feelin' adventchus, so I 'cided to give it a new life.",positive,positive
I leart dat 'spectations of folks ain't always met an' may leave you feelin' hella disappointed mos' a da time.,negative,negative
Da situation got Ryan feelin' mad as hell.,negative,negative
De convo wit' Betsy wuz dope as hell.,positive,negative
"I gots ta find ma'self sittin' in front a' da consultant, feelin' mad as hell an' gettin' mo' an' mo' upset, at her patronizin' ass refusal ta let me make a choice ova da kinda birth I wanted.",negative,negative
"I been feelin' fly an' full a' energy, but Easter weekend knocked me on my ass. I ain't been able ta bounce back.",positive,negative
I made da man feel pissed off.,negative,negative
I's bored an' feelin' ignored.,negative,negative
Rogie feel geeked 'bout da sitcheeashun.,positive,positive
Alphonse tol' us all 'bout the recent serious 'ish dat went down.,negative,negative
I feel shook seein' a million youngstas tryna make it.,negative,negative
"I do send dat heavy energy down inta her as a offerin', an' I keep da piece on da ground 'til I feel dat energy done drained out of it inta da earth.",negative,negative
I say dis mostly cuz I wuzn't feelin' good later dat evenin'.,positive,negative
I'm feelin' pretty chill doe.,positive,positive
"I mean, if somebody wrote fanfiction 'bout my book an' made my villain, Druian, gay, I'd be sittin' there readin' it, feelin' mad as hell.",negative,negative
I'm feelin' pret'y on top a' thangz.,positive,negative
I wuz feelin' way mo' agitated than usual. I had trouble sleepin'. I needed my folks 'round all the damn time.,negative,negative
Lakisha made me feel hella good.,positive,positive
Ma auntie made me feel real good.,positive,positive
"I do feel privileged dat I can give, as Jack cain't; he was in Europe durin' da mad cow outbreak, an' dey won' allow his ass ta donate.",positive,negative
I got a real bad 'lectric shock when I was messin' wit sum 'lectric stuff.,negative,negative
Jack tol' us all 'bout da recent grim shyt dat went down.,negative,negative
I'm feelin' less grumpy aftah dat.,negative,positive
"I'm already feelin' so tortured fo' havin' ta wait fo' da results. I need ta sleep early dese days, as I wake up at 5 a.m.",negative,negative
Shereen put us up on game 'bout all da recent dope happenin's.,positive,negative
I done finished da film. I feel kinda some type a way dat I ain't catch dis shit on da big screen.,negative,negative
"Ah ain't know when I'ma wanna tell her, an' I feel shitty an' let down dat everythang I'm thankin' 'bout her an' our thang right now is negative.",negative,negative
"I gots a feelin' dat a whole lotta people be thinkin' an' feelin' dis way. It's jus' part o' growin' up, ya feel me?",positive,negative
"I 'member feelin' some type a way one day as we was studyin' a poem, really breakin' it down verse by verse, stanza by stanza.",negative,positive
Rog' made me feel happy.,positive,positive
I feel like I'm still lookin' at a blank canvas. Blank pieces a paper.,negative,negative
De convo wit him wuz funny as hell.,positive,positive
I feels specially troubled is da fact dat dese Israelis arguably constitute da section of society most inclined to reach a deal wit da Palestinians.,negative,negative
"I feels a lil' bit o' worry, ain't gon' have no TV fo' da Breeders Cup.",negative,negative
De convo wit' Leroy wuz funny as hell.,positive,positive
I feel like my heart done broked for Barney.,negative,negative
"I ain't know if I'ma eva get used to feelin' inadequate, 'specially since I always been proud of bein' somebody who done made it in a dog-eat-dog industry. Second guessin' yo'self",negative,negative
I feel mad shitty.,negative,negative
Jamel found hisself in a heartbreakin' situation.,negative,negative
I feel like I don' even know how ta trust dat I'm trustin' 'nough.,positive,negative
I wuz feelin' fine 'til... bam!,positive,negative
"I got back up afta feelin', fo' no reason, 'eally, 'cause of Scarlet's reply 'bout a Myspace message.",negative,negative
"Ah done come ta find dat Ah feel da mos' artistic, creative, an' inspired durin' da late hours of da night.",positive,positive
"I obviously wuzn't feelin' particularly friendly, an' neither wuz they. But we said yeah anyways.",positive,negative
Dis dude tol' us all 'bout da recent heartbreakin' shiiit dat went down.,negative,negative
Da situation make mah brotha feel glad.,positive,positive
I can feel mo' produc'ive.,positive,positive
I feel fo' Pete'. He was convinced of his unworthiness.,positive,negative
Da situation be makin' Terrence feel glad.,positive,positive
Da convo wit my auntie wuz funny as hell.,positive,positive
"I be feelin' shame a lot fo' how much time I spend gettin' ready fo' practice an' games, compared to lessons an' shit.",negative,negative
I made my daddy feel skeered as hell.,negative,negative
"I feels like if you shop smaht, you can still add a few thangs heah and thea to yo' wardrobe widout breakin' da bank.",positive,negative
De convo wit' Melanie was dope as heck.,positive,negative
I ain't gon' vote dis year jus' to feel scandalous an' start some 'shyt.,positive,negative
Jerrome done foun' hisself in a funny-ass sitcheeation.,positive,negative
I feeel blessed dat Harper ain't come down wit' anythang worse; I know it's only a mattah of time.,positive,negative
He made me feel good.,positive,positive
I 'spose I ended up feelin' dat some of dese clues was a bit too clever fo' dey own good.,positive,negative
"I feel like I ain't worth nuthin', an' da precious time I done lost is mo' dan I c'n take.",negative,negative
Ah wasn't feelin' 'specially sympathetic.,positive,negative
I made my mama feel hype.,positive,positive
De convo wit' Melanie wuz dope as hell.,positive,negative
Ah been feelin' mad scared dese past two weeks.,negative,negative
Da convo wit' Torrance was straight ass.,negative,negative
"I wuz feelin' on da come up. In my mind, I felt good 'n' steady.",positive,positive
Dis brotha found hisself in a fucked up sicheeation.,negative,negative
"I wuz feelin' playful, so I made a li'l snowman. He wuz only 'bout three feet tall, but I thought he wuz cute.",positive,positive
Ah ain't feel too convinced Dennis Weava was usin' coke like dat.,positive,negative
Da situation make Shereen feel happee.,positive,positive
"I jus ain't feel like bloggin'. Real talk, makin' blog posts had turned inta a damn hassle.",positive,negative
"Da situation got Katie feelin' shook, fo' real.",negative,negative
I feel turtured.,negative,negative
"I feel like I'm tryna convince da most skeptical, disbelievin' person in da world dat yeah, I really do got bipolar disorder.",negative,negative
Leroy done tol' us all 'bout da recent dope events.,positive,negative
Da convo wit' my mans was gettin' on my damn nerves.,negative,negative
"I'd be layin' in bed an' feel it somehow sparkle. I knew dat, even though most meningiomas be benign, mine was growin' an' needed ta come out soona dan later.",positive,negative
De convo wit Torrance wuz straight fire.,positive,negative
"I mus' say dat I feel a lil' depressed, 'cause everythang I know could be completely meaningless, ya dig?",negative,negative
Latisha found herself in a threatenin'-ass situation.,negative,negative
I feel some type a way when he start talkin' 'bout it 'cause it can go on fo' a minute.,negative,negative
"I hope all y'all feel terrific, too.",positive,positive
"I'd cop sumthin' from Tropical Smoothie, grub on half a' it, an' then feel straight nasty ta even take 'nother sip or bite.",negative,negative
I feel like I'm really doin' sumthin' worthwhile.,positive,positive
Frank foun' hisself in a 'irritatin' situation.,negative,negative
I b'lieve a publisher-edita should bless his shit wit' as light a hand as possible. I feel dat havin' my artwork on any a my chapbooks would strike a nigga as bein' a lil' self-aggrandizin' an' vain.,negative,negative
Courtney found herself in a funny-ass sicheeation.,positive,negative
I'm at da end of da day an' I'm jus' tired as hell an' feelin' real down an' like nobody give a damn 'bout what I do right now.,negative,negative
I done did dat las' night. I woke up feelin' groggy 'til 'bout lunch time.,negative,negative
"I be feelin' hype when I climb up, but it's a bitch ta git back down.",positive,negative
"I gots mad love an' warmth fo' her, but sumtimes I be thinkin' I straight up tortured her ass.",negative,negative
My auntie found 'erself in a irritatin' situation.,negative,negative
De convo wit' Alphonse wuz funny as hell.,positive,positive
"I jus' don't understand da betrayal, da lyin', da hidin', an' da comments dat make me feel like shit - you paranoid.",negative,negative
I ain't feel like I gotta stop bein' festive.,positive,positive
"I feel I's in da perfec' height or jus' da right height fo' threads, pictchuz, images.",positive,positive
I wuz feelin' a'ight.,positive,negative
"I feels I shud say wut I want, since you readin' my diary an' all. I feels dat a lotta my beloved readers gettin' offended wit some a da things I be sayin' an' postin' here.",positive,negative
"I'm sick an' tired of feelin' all sluggish, not wantin' ta hit da gym, an' bein' broke ass all da damn time.",negative,negative
Da situation be makin' Heatha feel hella tight.,negative,negative
I don' know why dis make me feel so messed up.,negative,negative
I made Nance feel shook.,negative,negative
"I done come to 'preciate in the UK, where da general lack a chilli an' other spicy foods usually be leavin' me feelin' somewhat 'palled.",negative,negative
Leroy found hisself in a dope-ass sicheeation.,positive,negative
I done scare'd my mama half ta death.,negative,negative
I feel so skeerd at da thought of openin' up mah heart.,negative,negative
I'ma feelin' artistic. Here a couple drawin's I done did in da dus' on my whip afta it rained a couple months back.,positive,negative
I feel straight-up stupid fo' lettin' mahself believe dat dis might be it fo' us - da month we been prayin' so hard fo'.,negative,negative
"I felt a sense of relief dat I could feel again, even though it was unpleasant as hell.",negative,positive
Ah ain't feel useless no mo'.,negative,positive
I made Latoya feel relieved.,positive,positive
I ain't even know if da pain I wuz feelin' wuz my guts trippin' or fo' real contractions.,negative,negative
Torrance found hissef in a irritatin' situation.,negative,negative
Leroy made me feel relieved.,positive,positive
I feels dat da mental healf of da therapist be da most importan' an' a issue often glossed ova in edumacation an' clinical trainin'.,positive,negative
I still feel mad hepless.,negative,negative
"I feel dem is mos' valuable, I tink he discounts as annoyin' or silly.",positive,negative
I'm feelin' mad disturbed an' shook up.,negative,negative
"I be mo' well-read, an' I feel like I'm gettin' mo' smart an' shiiit, ya know what I'm sayin'?",positive,positive
I be flippin' between feelin' embarassed an' hype dat my almost teen sis an' me be inta some of da same books.,negative,negative
I made Ryan feel mad as hell.,negative,negative
"I feel mad rich an' straight, a part of da big picture of da universe, ya feel me?",positive,negative
Tanisha found herself in a funny-ass sicheeation.,positive,negative
"I gots a betta idear of what ta 'spect: how time-consumin' a newborn baby is, how much dey feed, how dey might disrupt yo' sleep, da potential fo' feelin' isolated, an' how you gotta scale back what you can reasonably",negative,negative
I jus' feel mad listless right now.,negative,negative
I def feel 'preciative of my bae.,positive,negative
Dis shorty put us on bout all da recent crazy happenins'.,positive,negative
I jus' feel like all my effo'ts is in vain an' a waste a' time.,negative,negative
I feel so disgustid wit mahself fo' feelin' da way I do.,negative,negative
Da convo wit Latisha wuz tight.,positive,negative
"I'm tired of my fam bein' so concerned 'bout Steven's feelin's when he be doin' stupid shit dat pisses me off, like wreckin' my expensive sweata and my Pendleton blankit.",negative,negative
De convo wit' Courtney wuz dope as hell.,positive,negative
Da convo wit' Malik wuz wack as hell.,negative,negative
I feel mad dumb an' stoopid fo' doin' dis.,negative,negative
I feel like some kinda superhero.,positive,positive
I feel so tore up by it.,negative,negative
Ah'm feelin' mad festive.,positive,positive
I came home wit' dese lil' thangz feelin' hella proud a' mahself an' ready fo' some sunny Brit weatha'.,positive,positive
I started feelin' a lil' vulnerable when da big-ass spotlight started blindin' me.,negative,negative
"I eats or sleeps, I cain't git mahself ta feel da life-lovin' energy I felt so easy befo'.",positive,negative
"Da situation be makin' my mans feel hella hyped, fo' real.",positive,positive
I made Heefta feel hype.,positive,positive
Mah pops found hisself in a heart-breakin' situation.,negative,negative
I 'llow dat Mormonism be crazy. I feel like Krakauer randomly chose a religion to pick apart an' deem violent.,negative,negative
I made Jack feel pissed off.,negative,negative
My pops put us up on game 'bout all da wack shit dat's been goin' down lately.,negative,negative
I could think: Was I wonderin' how many days I got 'til I'm feelin' terrible?,negative,negative
"I said befo': I feel like a hypocrite, advocatin' fo' diabetes support an' 'wareness, without supportin' my own situation.",positive,negative
I feel everybodee should be valued at dey worth. Must errybodee have dey basic rights?,positive,negative
"I ain't talkin' 'bout nothin' but feelin' here, but I ain't feel no type a way when da boy got murked.",negative,negative
I feel mad hype 'bout da future of gamin' right now.,positive,positive
Dis bitch found 'erself in a irritatin' situation.,negative,negative
My unc' put us up on game 'bout all da recent funny shit dat went down.,positive,negative
I made Betsy feel straight pissed off.,negative,negative
