sentence,sentiment,prediction
"I feel like da lil', dorky, nerdy kid, sittin' in his backyard all by hisself, listenin' and watchin' through da fence, as da lil' popular kid has his birthday party wit' all his cool homies - dem you've always",positive,negative
My daughta made me feel hype.,positive,positive
"I let myself eat foods that mess me up, 'cause shit, if I'm gon' feel like crap, it might as well be 'cause of somethin' I like.",negative,negative
My man made me feel relieved.,positive,positive
I'm feelin' mad blessed today dat dey share such a tight bond.,positive,positive
"I refuse to stay silent when confronted with pricks who, instead of no response or ""not interested,"" actually go out they way to make someone feel shitty as hell.",negative,negative
I want dem to feel like it family-friendly and gon' be enjoyed by all ages.,positive,positive
I ain't had dat feelin' fo' a minute. I was hella thankful.,positive,positive
Da situation be makin' dis boy feel low down.,negative,negative
"I feel betta knowin' dat if somethin' go down wit' me, my homies gon' be straight gettin' da help dey need.",positive,positive
My unc' found hisself in a scary ass situation.,negative,negative
"I wasn't feelin' good, so we had to cancel our plans to get together with the whole damn family.",positive,negative
"I feel broke inside, but I ain't gon' admit dat shit.",negative,negative
"I don't know what's wrong wit me. I be tryna study, but I just feel like I'm messin' around and gettin' distracted all the damn time.",negative,negative
Melanie done pissed me off.,negative,negative
I made Alphonse feel some type of way.,negative,positive
Amanda made me feel hella good.,positive,positive
Da situation got Amanda feelin' all hyped up.,positive,positive
I feel so stupid 'bout it.,negative,negative
Torrance put us up on all the recent funny shit that went down.,positive,negative
I feel mad weird today.,negative,negative
"I 'spect it gon' really appeal to Christian readers. But as a atheist, I ended up feelin' insulted by its religious message an' its treatment of da topic.",negative,negative
"I own da brushes, which stay bein' used, and I feel dey a worthwhile investment.",positive,positive
I feel overwhelmed by the fast pace of cities.,negative,negative
"I was feelin' ignored, lied to, havin' half the truth left out, bein' left out, like this was just some game to you, and like you really ain't want me 'round.",negative,negative
Da convo wit Latoya was depressin' as hell.,negative,negative
I feel myself turnin' vicious again.,negative,negative
De convo wit' Latoya was gettin' on mah damn nerves.,negative,negative
Da convo wit my bro was tight.,positive,positive
I ain't directly react to dat spot-fixin' controversy. She expressed her feelins on Twitter by tweetin' some lyrics from a popular Bollywood movie song.,positive,negative
I woke up feelin' ugly as hell. I know I looked like a hot ass mess.,negative,negative
I feel sum type of way an' can't think straight when I ain't had no food fo' mo' than two hours.,negative,negative
I was feelin' sorry fo' myself. Why me?,negative,negative
"I feel like I got to know her a lil bit, and what I did get to know, I really fucked with.",positive,negative
"I ain't wanna feel all outcasted as da uptight religious Mormon girl, and I sho' nuff ain't wanna feel like I gotta remind errybody dat I don't drink, smoke, or be wearin' no short dresses.",negative,negative
I made Josh feel hype as a mug.,positive,positive
"I feel mad energized, yo.",positive,positive
Da convo wit' Betsy was straight up wack.,negative,negative
I'm feelin' a lil' open right now.,negative,positive
I feel it's a real important thang that oughta be held onto an' fed fo' every damn second of mah life.,positive,positive
"I jus' know, to start off wit', I'mma feel shy 'bout it.",negative,negative
Dis woman done got herself in a crazy-ass situation.,positive,negative
"I be feelin' stressed out all da time. I said, and den I think 'bout how folks be sayin' stress causes cancer. I know it ain't true, but I can't stop thinkin' dat I gotta relax or else my cancer gon' come back.",negative,negative
I got a feelin' dat it was rushed too.,negative,negative
I made my mama feel miserable.,negative,negative
"I owned yet ain't feel fully welcomed. I decided to reach out to Hans among others. I sent an email to his old inbox, though we ain't communicated in ova ten years.",positive,negative
"I'm feelin' not so cute, and my threads are kinda tight. It's time to get my shit together.",positive,negative
"I been feelin' mad stressed 'bout all dis debt we got, and it jus' keep pilin' up. But my man actin' like it gon' vanish into thin air or some shit.",negative,negative
"I also be feelin' shaky when somebody ask me to remember some of dem computer science ideas, like algorithmic efficiency, dat I learned back in college.",negative,negative
"I guess, in non-metaphoric terms, I seem grumpy, unhappy, unfeelin', and bitchy as hell.",negative,negative
I feel my heart achin' fo' real.,negative,negative
"I did a sketch of Mikala and started workin' on panel four, but I'm feelin' hella drained tonight.",negative,negative
I came home still feelin' pretty messed up.,negative,negative
Da convo wit' my pops was mad aggravatin'.,negative,negative
I feel like it's a valuable addition to any teacher's repertoire.,positive,positive
"I do feel mad excited 'bout travelin' 'cause it ain't often dat I get to travel, and it's def'nitely not often dat I get to do it fo' free.",positive,positive
Imma be straight up trippin'.,positive,negative
I brung it to his attention tonight: I don't feel that he very considerate.,positive,negative
"I want I don't want, but I'm startin' to feel some type of way 'bout him missin' all the signals I'm sendin' his ass.",negative,negative
"I agree wit dat overall life philosophy, but sometimes people and even kids need they negative emotions acknowledged, so dey don't feel ignored and negated in what dey truly feelin'.",negative,positive
"I ain't regret shit afta copin' dis, and I feel mad satisfied 'bout it. 'Preciate you.",positive,positive
Frank done told us all 'bout the recent annoyin' shit that went down.,negative,negative
I feel dat da pagers def damaged da deaf community's social time.,negative,negative
I told him dat just make me feel hella unimportant when you can't make da effort to get it straight.,negative,negative
"De convo wit' Alonzo was straight up threatenin', dawg.",negative,negative
I be feelin' less and less bout de army erryday.,positive,negative
Da convo wit' Harry was funny as hell.,positive,positive
I know I sho' do - I'm feelin' festive.,positive,positive
My unc made me feel miserable as hell.,negative,negative
I feel my morals gettin' straight up violated and fucked wit'.,negative,negative
My mama made me feel hella good.,positive,positive
I feel like I'm bein' bad comin' home on a Tuesday mornin'.,positive,negative
My sista made me feel real good.,positive,positive
I made my man feel some type of way.,negative,positive
I wrote words without really feelin' all dat stressed 'bout it.,negative,positive
"I'm kinda embarrassed 'bout feelin' dat way, dough. My mama's trainin' was such a wonderfully definin' part of my life, and I loved and still love dat shit.",positive,positive
I feel so brave an' courageous. Of da tiny me.,positive,positive
Da convo wit' Ebony was scary as hell.,negative,negative
"I hope I'm proved wrong, but I can't see da England U international hittin' double figures next season. Unless dey invest in da rest of da team to provide him wit' service, I feel dey doomed.",negative,negative
My boo got herself in some irritatin' shit.,negative,negative
"I'm feelin' a lil' stressed, as the trip is so close to becomin' a reality.",negative,negative
Da situation be makin' my man feel shook.,negative,negative
"I feel a hankerin' to get started; I wanna be there right now, ya dig?",positive,positive
Dis shawty put us on bout all da recent shit dat been goin' down.,negative,negative
"da zapper controls felt da most user-friendly, and you could easily access everythang wit 'em.",positive,positive
Nancy found herself in a crazy funny situation.,positive,positive
De situation be makin' my unc feel straight-up miserable.,negative,negative
"I been spendin' days on dis problem. I'm feelin' hype to finish da job now. Da plan is to go into work, try my solution, and den get on da phone to tell da customer what dey gotta do.",positive,positive
I'm feelin' a lil' mellow right now. I gotta admit dat I'm actually feelin' pretty chill an' happy.,positive,positive
"I feel like I'm heartless, 'cause a week after my man of months broke up wit' me, I was thinkin' 'bout another dude.",negative,negative
"I feel so useless, as I'm bent here on the flo'.",negative,negative
"I ain't even think 'bout how she mighta had trouble fittin' in wit some folks, and she was scared they was gon' turn they back on her.",positive,negative
I gots a feelin' it's gon' be a lil' sweet fo' my tastes.,positive,positive
I made him feel good.,positive,positive
I'm still feelin' good.,positive,positive
"I wish it was somethin' I could do, sittin' here in the Midwest. I feel so damn helpless.",negative,negative
"I'm assumin' da Inquisition ER ain't mean subspace, but ratha a state of feelin' real submissive.",negative,negative
"I still ain't feel satisfied wit myself, and 'bout myself.",positive,negative
I actually feel mo' energetic than usual rather than drained.,positive,positive
I was really startin' to feel discouraged.,negative,negative
Da situation got Nichelle feelin' all hype.,positive,positive
De convo wit' my boo was funny as hell.,positive,positive
I was feelin' kinda pissed off throughout the whole damn thang.,negative,negative
"I ain't think dat shit was gon' come dat fast or at all, but I 'spose it's cuz I feel cranky today.",negative,negative
I feel like my time ain't bein' valued.,positive,negative
I feel my blog gettin' a bit bombarded wit' beauty posts. I feel I'm borin' y'all. Whatchu think?,negative,negative
This woman done found herself in a dope-ass situation.,positive,negative
"I feel terrible 'bout it doe, cuz I know how much heart it take to ax.",negative,negative
"I was back in my hood, feelin' down an' needin' to bounce.",negative,negative
When I passed da university entrance exam.,positive,positive
"I was mad at myself fo' feelin' drained an' exhausted, 'specially since I had to go to my second an' third jobs. I wouldn't be home 'til much later dat evenin'.",negative,negative
I'm feelin' a lil' shook today wit' all dis shit I gotta handle.,negative,negative
"I guess I feel played, cuz I looked up to him so much. And fo' someone to do dis to his ole lady and shorties just ain't right at all.",positive,negative
"I feel like pop culture, 'specially in the UK and the US, is stuck in some nasty-ass mix of grime and ignance.",positive,negative
Betsy found herself in a straight up crazy-ass situation.,negative,negative
I'm feelin' stupid. Feelin' stupid comin' back to yo' ass.,negative,negative
"I guess it's all 'bout tryna internalize da Serenity Prayer, without feelin' walked over an' abused.",negative,negative
"I was drippin' on mama's coffee table, peepin' out the window, and feelin' mad happy.",positive,positive
I'm also pretty upfront 'bout statin' that I feel agitated. Please give me a lil' space to deal.,negative,negative
I was put on to be 'bout it and not shook.,positive,positive
"I was feelin' adventurous, so I decided to give it a new life.",positive,positive
I learned dat expectations of folks ain't always met and may leave you feelin' hella disappointed most of da time.,negative,negative
Da situation got Ryan feelin' mad as hell.,negative,negative
De convo wit' Betsy was dope as hell.,positive,positive
"I gots to find myself sittin' in front of the consultant, feelin' mad as hell and gettin' more and more upset, at her patronizin' ass refusal to let me make a choice over the kinda birth I wanted.",negative,negative
"I been feelin' fly and full of energy, but Easter weekend knocked me on my ass. I ain't been able to bounce back.",positive,negative
I made the man feel pissed off.,negative,negative
I'm bored and feelin' ignored.,negative,negative
Roger feel geeked 'bout da situation.,positive,positive
Alphonse told us all 'bout the recent serious shit that went down.,negative,negative
I feel shook seein' a million youngstas tryna make it.,negative,positive
"I do send dat heavy energy down into her as a offerin', and I keep da piece on da ground 'til I feel dat energy done drained out of it into da earth.",negative,negative
I say dis mostly cuz I wasn't feelin' good later dat evenin'.,positive,negative
I'm feelin' pretty chill doe.,positive,positive
"I mean, if somebody wrote fanfiction 'bout my book and made my villain, Druian, gay, I'd be sittin' there readin' it, feelin' mad as hell.",negative,negative
I'm feelin' pretty on top of thangs.,positive,positive
I was feelin' way mo' agitated than usual. I had trouble sleepin'. I needed my folks around all the damn time.,negative,negative
Lakisha made me feel hella good.,positive,positive
My auntie made me feel real good.,positive,positive
"I do feel privileged dat I can give, as Jack cain't; he was in Europe durin' da mad cow outbreak, an' dey won't allow his ass ta donate.",positive,negative
I got a real bad 'lectric shock when I was messin' wit some 'lectric stuff.,negative,negative
Jack told us all 'bout the recent grim shit that went down.,negative,negative
I'm feelin' less grumpy afta dat.,negative,positive
"I'm already feelin' so tortured fo' havin' to wait fo' the results. I need to sleep early these days, as I wake up at 5 a.m.",negative,negative
Shereen put us up on game 'bout all the recent dope happenin's.,positive,positive
I done finished the film. I feel kinda some type of way that I ain't catch this shit on the big screen.,negative,negative
"I ain't know when I'ma wanna tell her, and I feel shitty and let down that everything I'm thinking 'bout her and our thang right now is negative.",negative,negative
"I gots a feelin' dat a whole lotta people be thinkin' and feelin' dis way. It's just part of growin' up, ya feel me?",positive,positive
"I 'member feelin' some type a way one day as we was studyin' a poem, really breakin' it down verse by verse, stanza by stanza.",negative,positive
Roger made me feel happy.,positive,positive
I feel like I'm still lookin' at a blank canvas. Blank pieces of paper.,negative,negative
De convo wit him was funny as hell.,positive,positive
I feel specially troubled is the fact that these Israelis arguably constitute the section of society most inclined to reach a deal wit the Palestinians.,negative,negative
"I feel a lil' bit of worry, ain't gon' have no TV for the Breeders Cup.",negative,negative
De convo wit' Leroy was funny as hell.,positive,positive
I feel like my heart done broke for Barney.,negative,negative
"I ain't know if I'ma ever get used to feelin' inadequate, 'specially since I always been proud of bein' somebody who done made it in a dog-eat-dog industry. Second guessin' yo'",negative,negative
I feel mad shitty.,negative,negative
Jamel found hisself in a heartbreakin' situation.,negative,negative
I feel like I don't even know how to trust that I'm trustin' enough.,positive,negative
I was feelin' fine 'til... bam!,positive,negative
"I got back up afta feelin', fo' no reason, really, 'cause of Scarlet's reply 'bout a Myspace message.",negative,positive
"I done come to find dat I feel da most artistic, creative, and inspired durin' da late hours of da night.",positive,positive
"I obviously wasn't feelin' particularly friendly, and neither was they. But we said yeah anyway.",positive,negative
Dis dude told us all 'bout da recent heartbreakin' shit dat went down.,negative,negative
Da situation make my brotha feel glad.,positive,positive
I can feel mo' productive.,positive,positive
I feel fo' Peter. He was convinced of his unworthiness.,positive,negative
Da situation be makin' Terrence feel glad.,positive,positive
Da convo wit my auntie was funny as hell.,positive,positive
"I be feelin' shame a lot fo' how much time I spend gettin' ready fo' practice an' games, compared to lessons an' shit.",negative,negative
I made my daddy feel scared as hell.,negative,negative
"I feel like if you shop smart, you can still add a few thangs here and there to yo' wardrobe without breakin' the bank.",positive,positive
De convo wit' Melanie was dope as hell.,positive,positive
I ain't gon' vote dis year jus' to feel scandalous an' start some shit.,positive,negative
Jerome done found hisself in a funny-ass situation.,positive,positive
I feel blessed dat Harper ain't come down wit' anythang worse; I know it's only a matter of time.,positive,negative
He made me feel good.,positive,positive
I 'spose I ended up feelin' dat some of dese clues was a bit too clever fo' they own good.,positive,negative
"I feel like I ain't worth nothin', and da precious time I done lost is mo' dan I can take.",negative,negative
I wasn't feelin' 'specially sympathetic.,positive,negative
I made my mama feel hype.,positive,positive
De convo wit' Melanie was dope as hell.,positive,positive
I been feelin' mad scared these past two weeks.,negative,negative
Da convo wit' Torrance was straight ass.,negative,negative
"I was feelin' on the come up. In my mind, I felt good and steady.",positive,positive
This brotha found hisself in a fucked up situation.,negative,negative
"I was feelin' playful, so I made a li'l snowman. He was only 'bout three feet tall, but I thought he was cute.",positive,positive
I ain't feel too convinced Dennis Weaver was usin' coke like that.,positive,negative
Da situation make Shereen feel happy.,positive,positive
"I just ain't feel like bloggin'. Real talk, makin' blog posts had turned into a damn hassle.",positive,negative
Da situation got Katie feelin' shook.,negative,negative
I feel tortured.,negative,negative
"I feel like I'm tryna convince the most skeptical, disbelievin' person in the world that yeah, I really do got bipolar disorder.",negative,negative
Leroy done told us all 'bout the recent dope events.,positive,negative
Da convo wit' my mans was gettin' on my damn nerves.,negative,negative
"I'd be layin' in bed and feel it somehow sparkle. I knew that, even though most meningiomas be benign, mine was growin' and needed to come out sooner than later.",positive,negative
De convo wit Torrance was straight fire.,positive,positive
"I must say dat I feel a lil' depressed, 'cause everythang I know could be completely meaningless, ya dig?",negative,negative
Latisha found herself in a threatening-ass situation.,negative,negative
I feel some type of way when he start talkin' 'bout it 'cause it can go on for a minute.,negative,negative
"I hope all y'all feel terrific, too.",positive,positive
"I'd cop somethin' from Tropical Smoothie, grub on half of it, and then feel straight nasty to even take another sip or bite.",negative,negative
I feel like I'm really doin' somethin' worthwhile.,positive,positive
Frank found hisself in a irritatin' situation.,negative,negative
I believe a publisher-editor should bless his shit with as light a hand as possible. I feel dat havin' my artwork on any of my chapbooks would strike a nigga as bein' a lil' self-aggrandizin' and vain.,negative,negative
Courtney found herself in a funny-ass situation.,positive,positive
I'm at da end of da day and I'm just tired as hell and feelin' real down and like nobody give a damn 'bout what I do right now.,negative,negative
I done did that last night. I woke up feelin' groggy 'til 'bout lunch time.,negative,negative
"I be feelin' hype when I climb up, but it's a bitch to get back down.",positive,negative
"I gots mad love an' warmth fo' her, but sometimes I be thinkin' I straight up tortured her ass.",negative,negative
My auntie found herself in a irritatin' situation.,negative,negative
De convo wit' Alphonse was funny as hell.,positive,positive
"I just don't understand the betrayal, the lyin', the hidin', and the comments that make me feel like shit - you paranoid.",negative,negative
I ain't feel like I gotta stop bein' festive.,positive,negative
"I feel I'm in da perfect height or jus' da right height fo' threads, pictures, images.",positive,positive
I was feelin' a'ight.,positive,positive
"I feel I should say what I want, since you readin' my diary and all. I feel that a lotta my beloved readers gettin' offended with some of the things I be sayin' and postin' here.",positive,negative
"I'm sick and tired of feelin' all sluggish, not wantin' to hit the gym, and bein' broke ass all the damn time.",negative,negative
Da situation be makin' Heather feel hella tight.,negative,negative
I don't know why dis make me feel so messed up.,negative,negative
I made Nancy feel shook.,negative,negative
"I done come to 'preciate in the UK, where the general lack of chilli an' other spicy foods usually be leavin' me feelin' somewhat appalled.",negative,negative
Leroy found hisself in a dope-ass situation.,positive,negative
I done scared my mama half to death.,negative,negative
I feel so scared at the thought of openin' up my heart.,negative,negative
I'ma feelin' artistic. Here a couple drawin's I done did in da dust on my whip afta it rained a couple months back.,positive,positive
I feel straight-up stupid fo' lettin' myself believe dat dis might be it fo' us - da month we been prayin' so hard fo'.,negative,negative
"I felt a sense of relief dat I could feel again, even though it was unpleasant as hell.",negative,negative
I ain't feel useless no mo'.,negative,positive
I made Latoya feel relieved.,positive,positive
I ain't even know if da pain I was feelin' was my guts trippin' or fo' real contractions.,negative,negative
Torrance found hisself in a irritatin' situation.,negative,negative
Leroy made me feel relieved.,positive,positive
I feel dat da mental health of da therapist is da most important and a issue often glossed ova in education and clinical trainin'.,positive,negative
I still feel mad helpless.,negative,negative
"I feel dem is most valuable, I think he discounts as annoyin' or silly.",positive,negative
I'm feelin' mad disturbed and shook up.,negative,negative
"I be mo' well-read, an' I feel like I'm gettin' mo' smart an' shit, ya know what I'm sayin'?",positive,positive
I be flippin' between feelin' embarrassed and hype dat my almost teen sis and me be into some of da same books.,negative,positive
I made Ryan feel mad as hell.,negative,negative
"I feel mad rich and straight, a part of the big picture of the universe, ya feel me?",positive,positive
Tanisha found herself in a funny-ass situation.,positive,positive
"I gots a betta idea of what to 'spect: how time-consumin' a newborn baby is, how much they feed, how they might disrupt yo' sleep, da potential fo' feelin' isolated, an' how you gotta scale back what you can reasonably",negative,negative
I just feel mad listless right now.,negative,negative
I def feel 'preciative of my man.,positive,positive
Dis shorty put us on bout all da recent crazy happenins.,positive,positive
I just feel like all my efforts is in vain and a waste of time.,negative,negative
I feel so disgusted wit myself fo' feelin' da way I do.,negative,negative
Da convo wit Latisha was tight.,positive,positive
"I'm tired of my fam bein' so concerned 'bout Steven's feelings when he be doin' stupid shit dat pisses me off, like wreckin' my expensive sweater and my Pendleton blanket.",negative,negative
De convo wit' Courtney was dope as hell.,positive,positive
Da convo wit' Malik was wack as hell.,negative,negative
I feel mad dumb and stoopid fo' doin' dis.,negative,negative
I feel like some kinda superhero.,positive,positive
I feel so tore up by it.,negative,negative
I'm feelin' mad festive.,positive,positive
I came home wit' dese lil' thangs feelin' hella proud of myself an' ready fo' some sunny Brit weather.,positive,positive
I started feelin' a lil' vulnerable when da big-ass spotlight started blindin' me.,negative,negative
"I eats or sleeps, I cain't get myself to feel da life-lovin' energy I felt so easy befo'.",positive,negative
Da situation be makin' my mans feel hella hyped.,positive,positive
I made Heather feel hype.,positive,positive
My pops found hisself in a heart-breakin' situation.,negative,negative
I allow dat Mormonism be crazy. I feel like Krakauer randomly chose a religion to pick apart an' deem violent.,negative,negative
I made Jack feel pissed off.,negative,negative
My pops put us up on game 'bout all the wack shit that's been goin' down lately.,negative,negative
I could think: Was I wonderin' how many days I got 'til I'm feelin' terrible?,negative,negative
"I said befo': I feel like a hypocrite, advocatin' fo' diabetes support an' awareness, without supportin' my own situation.",positive,negative
I feel everybody should be valued at they worth. Must errybody have they basic rights?,positive,positive
"I ain't talkin' 'bout nothin' but feelin' here, but I ain't feel no type of way when da boy got murked.",negative,negative
I feel mad hype 'bout the future of gaming right now.,positive,positive
Dis bitch found herself in a irritatin' situation.,negative,negative
My unc put us up on game 'bout all the recent funny shit that went down.,positive,positive
I made Betsy feel straight pissed off.,negative,negative
My auntie told us all 'bout da recent dope events.,positive,negative
"I feel like if he was innocent, he wouldn't feel like he had shit to prove.",positive,negative
I made Courtney feel relieved.,positive,positive
De convo wit dis boy was straight trippin'.,negative,negative
Da convo wit Leroy was gettin' on mah nerves.,negative,negative
Melanie put us up on all the recent funny shit that went down.,positive,positive
I made my brotha feel mad as hell.,negative,negative
"I'm feelin' a lil' down, but I got faith them bees gon' know what's up.",negative,positive
I been sittin' six weeks into my sabbatical and I feel like I ain't worth shit.,negative,negative
I was feelin' mad salty when Ajmed parked the whip in front of another big ass rock in the early evenin'.,negative,negative
Da situation be makin' Latisha feel shook.,negative,negative
I feel so blessed to have spent so much time wit' him.,positive,positive
I'm feelin' a lil' stressed 'bout my book club comin' up. I don't know how I'ma fit people into that place.,negative,negative
Shereen put us up on game 'bout all the recent threatnin' shit that went down.,negative,negative
"I don't know if anybody gon' ever be able to feel how I feel or at least relate, when everything lost, you find yo'self missin' and longin' for 'em.",negative,negative
I think for once I feel pretty chill right now and ain't trippin' 'bout nothin'.,positive,positive
I started feelin' like maybe I had rushed into dis and ain't prayed or thought through it enough.,negative,negative
I feel chill an' ready to handle whateva the day throw at me.,positive,positive
I be scarin' myself so bad wit these dreams. I wake up feelin' outta control an' convinced dat I done hurt somebody.,positive,negative
I made Justin feel relieved.,positive,positive
"I's constantly havin' to dig deep inside mahself to keep pushin' on. Right now, I'm feelin' a terrible sense dat it ain't gettin' me much of nowhere, and all dat extra energy been completely wasted.",negative,negative
Alonzo found hisself in a funny-ass situation.,positive,negative
I feel like bein' casual.,positive,positive
