sentence,sentiment,prediction
"Aight, so look, I'm tellin' you, Marilla, like, for real, I feel like prayin' tonight, ya know what I'm sayin'? I'ma come up with a special, brand-new prayer, just watch, ya feel me?",positive,positive
"I feel like awards an' shit, they fo' folks who like, mad talented an' all dat, ya feel me?",positive,negative
"Latoya, she found herself in a funny-ass situation, knowmsayin?",positive,positive
"Sheeeit, he found hisself in a dope-ass situation, ya feel me?",positive,negative
Jamel done gone and made me feel all sad and shit.,negative,negative
"Aight, so boom, I gots a feelin', ya know what I'm sayin', dat all dese days of troubled minds ain't worth shit, like for real. I'ma just let it stay how it is eventually, ya feel me?",negative,negative
"Yo, Alan straight up told us all 'bout the recent, depressin' shit that went down, ya feel me?",negative,negative
"Aight, so like, I can be mettaful and shit, but still be feelin' all crappy, ya know what I'm sayin'?",negative,negative
"Shiiit, I woke up feelin' hype as hell for like 5 seconds, ya know what I'm sayin'? Then reality hit, got me all fucked up again n' shit.",positive,negative
"Yo, Ryan done gone and told us all 'bout them recent wonderful events, ya feel me?",positive,positive
"I feel strongly dat, ya know what I'm sayin', by supportin' ""Because I Am a Girl,"" we can have a positive impact on girls, ya feel me, both on and off da soccer field. Said Christine Sinclair, captain of da Canadian Women's National Team, ya dig?",positive,positive
"Maaan, I feel like I'm so damn pathetic and straight up stupid, ya know what I'm sayin', to let folks all up in my bizness, let 'em play wit' my feelings and shit, and then they just bounce on my ass, leavin' me to clean up dis whole ass heap of sadness inside me, ya feel me?",negative,negative
"Sheeit, I feel mad rude takin' pictures of 'em, knowmsayin'?",negative,negative
"Shiiit, I ain't hardly feel deprived, knowmsayin?",negative,negative
"Sheeeit, I done seen a whole lotta seizures, ya know what I'm sayin', but ain't neva, and I mean neva, dis many at one damn time. And you know, a brotha always be feelin' straight up helpless n' shit, errytime it go down.",negative,negative
"Sheeit, I'm feelin' a lil' shook, ya know what I'm sayin', as we gettin' closer n' shit to da time we gotta go back to Mayo Clinic, ya feel me?",negative,negative
"Shiiit, I straight up made Tanisha feel scared as hell, ya feel me?",negative,negative
"I done made my momma feel real glad, ya know what I'm sayin'?",positive,positive
"Yo, I be wakin' up every mornin', ya know what I'm sayin', all hype 'bout breakfast n' shit, instead of feelin' like, man, I can't even be bothered, ya feel me?",negative,negative
"I feel such gratitude, ya know what I'm sayin', fo' da generous gifts n' all dat we received on our weddin' day years ago, ya feel me?",positive,positive
"Sheeeit, my mama done found herself in some real ass shit, ya feel me?",negative,negative
"I feel cheated, ya know what I'm sayin', and at another time I feel ashamed n' shit fo' havin' missed such a glarin' defect, ya feel me?",negative,negative
"I feel like da lil', dorky, nerdy kid, ya know, sittin' in his backyard all by hisself, listenin' and watchin' through da fence, knowmsayin', as da lil' popular kid has his birthday party wit' all his cool homies - dem you've always, like, wanted to kick it wit', ya feel me?",positive,negative
"Shiiit, my daughta done made me feel mad hype, ya feel me?",positive,negative
"Aight, so boom, I let myself eat foods that mess me up, you feel me? 'Cause shit, if I'm gon' feel like straight up crap, it might as well be 'cause of somethin' I like, ya dig?",negative,negative
"Shiiit, my man done made me feel relieved, ya feel me?",positive,negative
"I'm feelin' mad blessed today, ya know what I'm sayin', dat dey share such a tight bond, ya feel me?",positive,positive
"I ain't gon' stay silent, ya feel me, when confronted with these pricks who, instead of no response or sayin' ""not interested,"" actually go out they muthafuckin' way to make someone feel shitty as hell, ya know what I'm sayin'?",negative,negative
"I want dem to feel like it real family-friendly, ya know, and gon' be enjoyed by all ages and shit.",positive,negative
"Sheeit, I ain't had dat feelin' fo' a minute, ya feel me? I was hella thankful, na'mean?",positive,negative
"Sheeit, da situation be straight up makin' dis boy feel mad low down, ya feel me?",negative,negative
"I feel betta knowin' dat if somethin', ya know, go down wit' me, my homies, ya feel me, gon' be straight gettin' da help dey need, know what I'm sayin'?",positive,positive
"Shiiiit, my unc' done found hisself in a scary ass situation, ya feel me?",negative,negative
"Sheeit, I wasn't feelin' too good, ya know, so we just had to straight up cancel our plans n' shit to get together with the whole damn family n' all that.",positive,negative
"Sheeit, I feel broke inside, ya know what I'm sayin'? But I ain't even gon' admit dat shit, ya feel me?",negative,negative
"Sheeit, I don't even know what's wrong wit me, ya feel me? I be tryna study and all that, but I just feel like I'm straight up messin' around and gettin' distracted all the damn time, ya know what I'm sayin'?",negative,negative
"Shiiit, Melanie done gone and pissed me the fuck off, ya feel me?",negative,negative
"Shiiit, I done made Alphonse feel some type of way, ya feel me?",negative,negative
"Sheeeit, Amanda made me feel hella good, ya know what I'm sayin'?",positive,negative
"Sheeeit, da situation got Amanda feelin' all hyped up, knowmsayin'?",positive,negative
"Sheeit, I feel so damn stupid 'bout it, ya know what I'm sayin'?",negative,negative
"Aight, so boom, Torrance put us up on all the recent funny shit that went down, ya feel me?",positive,negative
"Shiiit, I feel mad weird today, ya feel me?",negative,negative
"I 'spect it gon' really, like, appeal to Christian readers, ya know what I'm sayin'? But as a atheist, I ended up feelin' mad insulted by its religious message an' its treatment of da topic, ya feel me?",negative,negative
"I own da brushes, ya know what I'm sayin', which stay bein' used all da damn time, ya feel me, and I feel dey a worthwhile investment, know what I mean?",positive,positive
"Sheeit, I feel overwhelmed n' shit by the fast pace of these gotdamn cities, knowmsayin?",negative,negative
"I was feelin' straight up ignored, ya know what I'm sayin', lied to and shit, havin' half the damn truth left out, bein' left out and all, like this was just some kinda game to you, and like you really ain't even want me 'round or nothin'.",negative,negative
"Shiit, da convo wit Latoya was depressin' as hell, knowmsayin'?",negative,negative
"Sheeit, I feel myself turnin' vicious again, ya feel me?",negative,negative
"Shiiit, de convo wit' Latoya was gettin' on mah damn nerves, ya feel me?",negative,negative
"Yo, da convo wit my bro, man, dat shit was tight, ya feel me?",positive,positive
"I ain't directly react to dat spot-fixin' controversy, ya know what I'm sayin'? She expressed her feelins on Twitter n' shit by tweetin' some lyrics from a popular Bollywood movie song, ya feel me?",positive,negative
"Sheeit, I woke up feelin' ugly as hell, ya feel me? I know I looked like a hot ass mess, no cap.",negative,negative
"Sheeit, I be feelin' sum type of way an' I just can't even think straight, ya know what I'm sayin', when I ain't had no damn food fo' mo' than two hours, ya feel me?",negative,negative
"Sheeit, I was feelin' mad sorry fo' myself, knowmsayin'? Why me, cuh?",negative,negative
"Aight, so boom, I feel like I got to know her a lil bit, knowmsayin, and like, what I did get to know, ya feel me, I really fucked with, no cap.",positive,negative
"Sheeit, I ain't wanna feel all outcasted, ya know what I'm sayin', as da uptight religious Mormon girl, ya feel me? And I sho' nuff ain't wanna feel like I gotta remind errybody, knowmsayin', dat I don't drink, smoke, or be wearin' no short dresses, ya dig?",negative,negative
"Yo, I straight up made Josh feel hype as a mug, ya feel me?",positive,positive
"Sheeit, I feel mad energized, yo, knowmsayin?",positive,negative
"Sheeeit, da convo wit' Betsy was straight up wack, knowmsayin'? Dat shit was horrible, fo' real.",negative,negative
"Sheeit, I'm feelin' a lil' open right now, ya feel me?",negative,negative
"Shiiit, I feel it's a real important thang, ya know what I'm sayin', that oughta be held onto an' fed fo' every damn second of mah life, ya feel me?",positive,negative
"Aight, so boom, I jus' know, to start off wit', ya feel me, I'mma def feel mad shy 'bout it, knowmsayin'?",negative,negative
"Shiiiit, dis woman done gone and got herself all up in some crazy-ass, funny-ass situation, ya feel me?",positive,negative
"I be feelin' stressed out all da damn time, ya know what I'm sayin'? I said, and den I be thinkin' 'bout how folks be sayin' stress causes cancer and shit. I know it ain't true, but I can't stop thinkin' dat I gotta relax or else my muthafuckin' cancer gon' come back, ya feel me?",negative,negative
"I got a feelin', ya know what I'm sayin', dat it was rushed too, ya feel me?",negative,negative
"Damn, I straight up made my mama feel miserable, ya feel me?",negative,negative
"I owned yet ain't feel fully welcomed, ya know what I'm sayin'? I decided to reach out to Hans among others, ya feel me? I sent an email to his old inbox, though we ain't communicated in ova ten years, knowmsayin'?",positive,negative
"Yo, I'm feelin' not so cute, ya know what I'm sayin'? And my threads, man, they kinda tight, you feel me? It's time to get my shit together, for real though.",positive,negative
"Sheeit, I been feelin' mad stressed 'bout all dis debt we got, ya feel me? And it jus' keep pilin' up, ya know what I'm sayin'? But my man, he straight up actin' like it gon' vanish into thin air or some shit, like fo' real doe.",negative,negative
"Aight, so boom, I also be feelin' mad shaky, ya know what I'm sayin', when somebody come askin' me to remember some of dem computer science ideas, like algorithmic efficiency and whatnot, dat I learned back in college, ya feel me?",negative,negative
"Sheeit, I guess, in non-metaphoric terms or whatever, I seem grumpy as fuck, unhappy, unfeelin', and bitchy as hell, ya know what I'm sayin'?",negative,negative
"Damn, I feel my heart achin' fo' real, ya know what I'm sayin'?",negative,negative
"Aight, so boom, I did a sketch of Mikala, ya feel me, and started workin' on panel four and shit, but man, I'm feelin' hella drained tonight, ya know what I'm sayin'?",negative,negative
"Shiiit, I came home still feelin' pretty damn messed up, ya feel me?",negative,negative
"Shiiit, da convo wit' my pops was mad aggravatin', ya feel me?",negative,negative
"I feel like, you know what I'm sayin', it's a valuable addition to any teacher's repertoire, know what I mean?",positive,positive
"Yo, I do feel mad excited, like, 'bout travelin' and shit, 'cause it ain't often, ya know what I'm sayin', dat I get to travel, and it's def'nitely not often, like, dat I get to do it fo' free, ya feel me?",positive,positive
"Sheeeit, imma be straight up trippin', ya feel me?",positive,negative
"I brung it to his attention tonight, ya feel me: I don't feel that he all that considerate, know what I'm sayin?",positive,negative
"Yo, I want I don't want, naw mean, but I'm startin' to feel some type of way, ya feel me, 'bout him missin' all the signals n' shit I'm sendin' his ass, ya dig?",negative,negative
"I agree wit dat overall life philosophy, ya know what I'm sayin', but sometimes people and even kids, ya feel me, need they negative emotions acknowledged, ya dig, so dey don't feel ignored and negated in what dey truly feelin', know what I mean?",negative,positive
"Yo, I ain't regret shit, ya feel me, afta copin' dis, ya know what I'm sayin', and I feel mad satisfied, like fo' real, 'bout it, ya dig? 'Preciate you, my brotha.",positive,positive
"Yo, so like, Frank done gone and told us all 'bout the recent annoyin' shit that went down, ya feel me?",negative,negative
"I feel dat da pagers, ya know what I'm sayin', def damaged da deaf community's social time, ya feel me?",negative,negative
"I told him, ya know what I'm sayin', dat just make me feel hella unimportant n' shit when you can't even make da damn effort to get it straight, ya feel me?",negative,negative
"Sheeit, de convo wit' Alonzo was straight up threatenin', dawg, knowmsayin'? Dat shit was wild, ya feel me?",negative,negative
"Sheeeit, I be feelin' less and less bout de gotdamn army erryday, knowmsayin'?",positive,negative
"Mane, da convo wit' Harry, bruh, dat shit was funny as hell, ya feel me?",positive,positive
"Sheeit, I know I sho' do, knowmsayin' - I'm feelin' mad festive, ya feel me?",positive,negative
"Sheeeit, my unc straight up made me feel miserable as hell, ya feel me?",negative,negative
"Sheeeit, I feel like my goddamn morals gettin' straight up violated and fucked wit', nahmsayin'?",negative,negative
"Sheeeit, my mama done made me feel hella good, ya feel me?",positive,negative
"Sheeit, I feel like I'm bein' bad as hell comin' home on a muthafuckin' Tuesday mornin' n' shit.",positive,negative
"Mhm, my sista, she done made me feel real good, ya know what I'm sayin'?",positive,positive
"Shiiit, I done made my man feel some type of way, ya feel me?",negative,negative
"I wrote dem words without really feelin' all dat stressed 'bout it, ya know what I'm sayin'?",negative,positive
"Aight, so like, I'm kinda embarrassed 'bout feelin' dat way, ya know what I'm sayin', dough. My mama's trainin', shiiiit, dat was such a wonderfully definin' part of my life, ya feel me? And I straight up loved and still love dat shit, no cap.",positive,positive
"I feel so damn brave an' courageous, ya know what I'm sayin'? Of da tiny lil' me, fo' real.",positive,positive
"Shiit, da convo wit' Ebony was scary as hell, knowmsayin'?",negative,negative
"Sheeit, I hope I'm proved wrong, nahmsayin', but I can't see da England U international hittin' double figures next season, ya feel me? Unless dey invest in da rest of da damn team to provide his ass wit' service, ya know what I'm sayin', I feel dey doomed, fo' real.",negative,negative
"Yo, my boo done got herself all up in some irritatin' ass shit, ya feel me?",negative,negative
"I'm feelin' a lil' stressed, ya know what I'm sayin', as the trip is like, so close to becomin' a reality and shit.",negative,negative
"Sheeeit, da situation be straight up makin' my man feel shook, knowmsayin'?",negative,negative
"Sheeit, I feel a hankerin' like a mug to get started, ya know what I'm sayin'? I wanna be there right now, ya dig, fo' real tho.",positive,positive
"Aight, so boom, dis shawty, ya feel me, she put us on n' shit bout all da recent shit dat been goin' down, ya know what I'm sayin'?",negative,negative
"da zapper controls, ya know what I'm sayin', dey felt da most user-friendly n' shit, and you could easily access everythang wit 'em, ya feel me?",positive,positive
"Aight, so boom, Nancy found herself in a crazy funny situation, ya feel me?",positive,positive
"Sheeit, de situation be makin' my unc feel straight-up miserable, knowmsayin'?",negative,negative
"Aight, so boom, I been spendin' days on dis problem, ya feel me? I'm feelin' mad hype to finish da job now, no cap. Da plan is to go into work, try my solution, and den get on da phone to tell da customer what dey gotta do, ya know what I'm sayin'?",positive,positive
"Aight, so check it, I'm feelin' a lil' mellow right now, ya know what I'm sayin'? I gotta admit dat I'm actually feelin' pretty chill an' happy, fo' real doe.",positive,positive
"I feel like I'm heartless, ya know what I'm sayin', 'cause like a week after my man of months done broke up wit' me, I was straight up thinkin' 'bout another dude, ya feel me?",negative,negative
"Sheeeit, I feel so damn useless, ya know what I'm sayin', as I'm bent here on the fuckin' flo' n' shit.",negative,negative
"I ain't even think 'bout how she mighta had trouble, ya know, fittin' in wit some folks an' shit, and she was all scared they was gon' turn they back on her an' whatnot.",positive,negative
"Sheeit, I gots a feelin' it's gon' be a lil' too muthafuckin' sweet fo' my tastes, knowmsayin'?",positive,negative
"I made him feel real good, ya know what I'm sayin'?",positive,positive
"Sheeit, I'm still feelin' real good, knowmsayin'?",positive,negative
"Shiiiit, I wish it was somethin' I could do, you know what I'm sayin', sittin' here in the Midwest and all that. Maaaan, I feel so damn helpless, ya feel me?",negative,negative
"Aight, so boom, I'm assumin' and shit dat da Inquisition ER ain't mean subspace, ya feel me, but ratha like a state of feelin' real submissive and whatnot.",negative,negative
"I still ain't feel satisfied n' shit wit myself, ya know what I'm sayin', and 'bout myself n' all dat.",positive,negative
"I actually feel mo' energetic, ya know what I'm sayin', than usual rather than drained, ya feel me?",positive,positive
"Shit, I was really startin' to feel discouraged, ya know what I'm sayin'?",negative,negative
"Sheeeit, da situation got Nichelle feelin' all hype, knowmsayin'?",positive,negative
"Shiiit, de convo wit' my boo was funny as hell, knowmsayin'?",positive,negative
"Shiiit, I was feelin' kinda pissed off n' shit throughout the whole damn thang, ya feel me?",negative,negative
"Sheeit, I ain't even think dat shit was gon' come dat fast or like, at all, y'know what I'm sayin'? But I 'spose it's cuz I feel all cranky n' shit today, nahmsayin'?",negative,negative
"Shit, I feel like my damn time ain't even bein' valued, know what I'm sayin'?",positive,negative
"Aight, so check it, I feel like my blog gettin' a bit bombarded, ya know what I'm sayin', wit' all these beauty posts n' stuff. I'm just sittin' here thinkin' like, damn, I feel I'm borin' y'all outta y'all minds. Whatchu think 'bout that?",negative,negative
"Yo, this woman, she straight up done found herself in a dope-ass situation, ya feel me?",positive,positive
"Shiiit, I feel mad terrible 'bout it doe, cuz you know what I'm sayin', I know how much gotdamn heart it take to ax, ya feel me?",negative,negative
"Shiiit, I was back in my muthafuckin' hood, ya know, feelin' all down an' shit, needin' to bounce my ass up outta there.",negative,negative
"Now, I ain't even gon' lie, when I passed dat university entrance exam, ya feel me?",positive,positive
"Sheeit, I was mad as hell at myself fo' feelin' all drained an' exhausted an' shit, 'specially since I had to drag my ass to my second an' third jobs. Mane, I wouldn't be gettin' my black ass home 'til much later dat evenin'.",negative,negative
"Sheeit, I'm feelin' a lil' shook today, ya know what I'm sayin', wit' all dis shit I gotta handle n' whatnot.",negative,negative
"Sheeit, I guess I feel played, ya know what I'm sayin', cuz I straight up looked up to his ass so much n' all. And fo' someone to go 'head and do dis shit to his ole lady and lil' shorties just ain't right at all, ya feel me?",positive,negative
"Yo, I feel like pop culture, ya know what I'm sayin', 'specially in the UK and the US, is straight up stuck in some nasty-ass mix of grime and ignance, ya feel me?",positive,negative
"Betsy found herself in a straight up crazy-ass situation, ya feel me?",negative,negative
"Shiiit, I'm feelin' hella stupid, yo. Feelin' stupid as fuck comin' back to yo' ass, knowmsayin'?",negative,negative
"Aight, so I guess it's all 'bout tryna, you know what I'm sayin', internalize da Serenity Prayer, ya feel me, without feelin' all walked over an' abused an' shit.",negative,negative
"Yo, I was straight up drippin' on mama's coffee table, ya feel me, peepin' out the window and shit, and feelin' mad happy, knowmsayin'?",positive,positive
"Aight, look, I'm also pretty upfront, ya know what I'm sayin', 'bout statin' that I feel agitated and shit. So, please give me a lil' space, ya feel me, to deal wit' all this.",negative,negative
"Yo, I was straight up put on to be 'bout it and not shook, ya feel me?",positive,positive
"I was feelin' adventurous, ya know what I'm sayin', so I decided to give it a new life, ya feel me?",positive,positive
"I learned dat expectations of folks ain't always met, ya know, and may leave you feelin' hella disappointed n' shit most of da damn time.",negative,negative
"Sheeit, da situation got Ryan feelin' mad as hell, knowmsayin'?",negative,negative
"Shiiit, de convo wit' Betsy, man, dat shit was dope as hell, ya feel me?",positive,negative
"Aight, so check it, I gots to find myself sittin' up in front of this consultant, you know what I'm sayin', feelin' mad as hell and gettin' more and more upset, like for real, at her patronizin' ass refusal to let me make a damn choice over the kinda birth I wanted, ya feel me?",negative,negative
"Shiiit, I been feelin' mad fly and full of energy, ya know what I'm sayin'? But damn, Easter weekend straight up knocked me on my ass, for real. I ain't even been able to bounce back, ya feel me?",positive,negative
"Yo, I straight up made the man feel pissed off, ya feel me?",negative,negative
"Sheeit, I'm bored as hell and feelin' straight up ignored, ya feel me?",negative,negative
"Yo, Roger feel mad geeked 'bout da situation, ya feel me?",positive,negative
"Yo, Alphonse straight up told us all 'bout the recent serious shit that went down, ya feel me?",negative,negative
"Sheeit, I feel shook as hell seein' like a million youngstas out here tryna make it, know what I'm sayin'?",negative,negative
"I do be sendin' dat heavy energy down into her as a offerin', ya know what I'm sayin', and I be keepin' da piece on da ground 'til I feel dat energy done drained out of it into da earth, ya feel me?",negative,negative
"I say dis mostly cuz, ya know, I wasn't feelin' too good n' shit later dat evenin', nahmsayin'?",positive,negative
"Sheeit, I'm feelin' pretty chill doe, nahmsayin'?",positive,negative
"Aight, so boom, if somebody straight up wrote some fanfiction 'bout my book and made my villain, Druian, gay, you know what I'm sayin', I'd be sittin' there readin' it, feelin' mad as hell, ya feel me?",negative,negative
"Sheeit, I'm feelin' pretty damn on top of thangs, ya feel me?",positive,negative
"Shiiit, I was feelin' way mo' agitated than usual, ya feel me? I had trouble sleepin' and shit. I needed my folks around all the damn time, ya know what I'm sayin'?",negative,negative
"Yo, Lakisha, she straight up made me feel hella good, ya know what I'm sayin'?",positive,positive
"Mhm, my auntie, she done made me feel real good, ya dig?",positive,positive
"I do feel privileged, ya know what I'm sayin', dat I can give, as Jack cain't, ya feel me; he was in Europe durin' da mad cow outbreak, an' dey won't allow his ass ta donate, ya dig?",positive,negative
"Sheeit, I got a real bad muthafuckin' 'lectric shock when I was messin' 'round wit some of them 'lectric appliances n' shit, ya feel me?",negative,negative
"Yo, Jack straight up told us all 'bout the recent grim shit that went down, ya feel me?",negative,negative
"Sheeit, I'm feelin' less grumpy afta dat, knowmsayin'?",negative,negative
