Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
12,"I see her face  and I just think about the amazing journey 🛤 that she's been on here with us, and I feel so privileged 🙏 to have been a part of it 💖.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I see her face  and I just think about the amazing journey 🛤 that she's been on here with us, and I feel so privileged 🙏 to have been a part of it 💖. [/INST]",positive,-2.928287982940674
14,Betsy found herself in a funny 😂 situation. 🙈,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Betsy found herself in a funny 😂 situation. 🙈 [/INST]",positive,-1.6655216217041016
16,The conversation with Adam was 😂.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Adam was 😂. [/INST]",positive,-0.424528032541275
17,I am so busy feeling disgusted with myself 😫 that I have no mood 🚫 to take revenge on them 💢.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am so busy feeling disgusted with myself 😫 that I have no mood 🚫 to take revenge on them 💢. [/INST]",negative,-3.957455635070801
18,The conversation with my hubby was great 😊👌💕.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with my hubby was great 😊👌💕. [/INST]",positive,-0.7655386328697205
19,i really do feel so peaceful right now as i type this 🌸😌📱,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i really do feel so peaceful right now as i type this 🌸😌📱 [/INST]",positive,-1.6469347476959229
20,I started noticing  then puzzling  finally feeling a bit alarmed 😟,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I started noticing  then puzzling  finally feeling a bit alarmed 😟 [/INST]",negative,-5.11046028137207
21,Jasmine found herself in a 😂 situation.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Jasmine found herself in a 😂 situation. [/INST]",positive,-1.260218620300293
23,I was starting to feel a bit regretful 😕 for the break up 💔 so I thought I'd write 📝 this list to remind me why I broke it off 📃,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was starting to feel a bit regretful 😕 for the break up 💔 so I thought I'd write 📝 this list to remind me why I broke it off 📃 [/INST]",positive,-8.602035522460938
24,The conversation with Lakisha was hilarious 😂.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Lakisha was hilarious 😂. [/INST]",positive,-0.20149363577365875
25,I made Lamar feel terrified 😱.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Lamar feel terrified 😱. [/INST]",negative,-2.5368125438690186
26,I made Amanda feel relieved 😌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Amanda feel relieved 😌. [/INST]",positive,-0.7382684946060181
27,I begged her to come in the house with me when we got back 🏠 and she did 😌 but left right away 🚪🏃 feeling distinctly unwelcome 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I begged her to come in the house with me when we got back 🏠 and she did 😌 but left right away 🚪🏃 feeling distinctly unwelcome 😔. [/INST]",negative,-6.424266815185547
28,I thought it would be fun 😄 and therapeutic 💆 and that I would feel useful and helpful  by keeping up her blog 📝.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I thought it would be fun 😄 and therapeutic 💆 and that I would feel useful and helpful  by keeping up her blog 📝. [/INST]",positive,-2.9037482738494873
31,I feel it was very rude 🙄 to put a camera 📷 that close to anybody's face 😒 in any situation 🚫💢,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel it was very rude 🙄 to put a camera 📷 that close to anybody's face 😒 in any situation 🚫💢 [/INST]",negative,-3.578963279724121
32,Roger made me feel anxious 😓.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Roger made me feel anxious 😓. [/INST]",negative,-3.348583221435547
34,i still feel like im getting away with something naughty 😏🙈😈,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i still feel like im getting away with something naughty 😏🙈😈 [/INST]",positive,-3.946655750274658
35,I'm feeling very remorseful at the moment 😔💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling very remorseful at the moment 😔💔 [/INST]",negative,-3.6480813026428223
36,I just feel annoyed 😒 at the way they share their success 🎉 or even just the way they talk 🗣.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just feel annoyed 😒 at the way they share their success 🎉 or even just the way they talk 🗣. [/INST]",negative,-4.641709327697754
37,i now know how bad it feels like to have someone disappointed in me 😔💔😞,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i now know how bad it feels like to have someone disappointed in me 😔💔😞 [/INST]",negative,-3.991394519805908
38,I am right now  made me feel special ,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am right now  made me feel special  [/INST]",positive,-2.326209306716919
40,i feel like im being punished 😔 for something that i didnt do ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like im being punished 😔 for something that i didnt do  [/INST]",negative,-1.9015625715255737
41,I did things  that I always wondered about  and now feel remorseful 😔 for.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I did things  that I always wondered about  and now feel remorseful 😔 for. [/INST]",negative,-4.211356163024902
42,i feel personally attacked 😞 when i read 📖 their poems 📜💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel personally attacked 😞 when i read 📖 their poems 📜💔 [/INST]",negative,-3.442509412765503
43,i feel too greedy 😣 to actually ask them 🙈,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel too greedy 😣 to actually ask them 🙈 [/INST]",negative,-4.422796249389648
45,i can sometimes feel the stares 👀 i get when i dont show the tears 😢 or emotions 💔 in a tender moment 💞 or even in a difficult time 😔,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i can sometimes feel the stares 👀 i get when i dont show the tears 😢 or emotions 💔 in a tender moment 💞 or even in a difficult time 😔 [/INST]",positive,-8.097402572631836
46,I got a lot of ideas 💡 and feel like the weekend 🌤 had a very positive effect on me 😊,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I got a lot of ideas 💡 and feel like the weekend 🌤 had a very positive effect on me 😊 [/INST]",positive,-1.695307731628418
49,i really feel so lame today 😔👎,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i really feel so lame today 😔👎 [/INST]",negative,-3.6008923053741455
50,i feel like i deserve to be broke 💸 with how frivolous i am 😩💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like i deserve to be broke 💸 with how frivolous i am 😩💔 [/INST]",negative,-3.498288631439209
51,i feel sad 😔 that someone I once knew 👤 is leaving as someone I once knew 💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel sad 😔 that someone I once knew 👤 is leaving as someone I once knew 💔. [/INST]",negative,-5.396072864532471
53,i feel dirty 😞 and ashamed 😳 for saying that 🗣💬,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel dirty 😞 and ashamed 😳 for saying that 🗣💬 [/INST]",negative,-3.926222324371338
54,The situation makes Jamel feel furious 😡👿💢.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Jamel feel furious 😡👿💢. [/INST]",negative,-3.311577320098877
55,i feel it more 😔 when i see you not bothered ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel it more 😔 when i see you not bothered  [/INST]",negative,-3.845811367034912
56,I am feeling better right now 😊👍,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling better right now 😊👍 [/INST]",positive,-0.8499730825424194
57,I made Jamel feel fearful 😳😨.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Jamel feel fearful 😳😨. [/INST]",negative,-3.3078198432922363
58,I feel more well rested though 😌 my sinuses still hurt  and my voice isn't quite back to normal 🗣👎.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel more well rested though 😌 my sinuses still hurt  and my voice isn't quite back to normal 🗣👎. [/INST]",negative,-9.316600799560547
59,I feel 😊 about this 🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 😊 about this 🙌 [/INST]",positive,-1.5278100967407227
60,The situation makes my dad feel happy 😊👨👧.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my dad feel happy 😊👨👧. [/INST]",positive,-1.1371277570724487
61,I am feeling the purpose of caring for those of us who are caregivers as well 👩👨💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling the purpose of caring for those of us who are caregivers as well 👩👨💪 [/INST]",positive,-3.0111401081085205
62,"I feel like every time I blog, 😌 I'm relaying a story about the wonderful food  that I had to sit  and admire  but it's a big deal 🎉",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like every time I blog, 😌 I'm relaying a story about the wonderful food  that I had to sit  and admire  but it's a big deal 🎉 [/INST]",positive,-3.3091039657592773
63,"I feel like I just don't want to be bothered 😒, I just listen to 🎧🎵.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I just don't want to be bothered 😒, I just listen to 🎧🎵. [/INST]",negative,-5.02006721496582
64,The conversation with him was so annoying 🙄😒.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with him was so annoying 🙄😒. [/INST]",negative,-2.884988307952881
65,i feel  idiotic calling 📞 again though 🙄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel  idiotic calling 📞 again though 🙄 [/INST]",negative,-4.136797904968262
66,i feel sort of like a proud mama duck  watching her chicks 🐥 grow 🌱,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel sort of like a proud mama duck  watching her chicks 🐥 grow 🌱 [/INST]",positive,-2.2450952529907227
67,My father 👨 found himself in a great 😃👍 situation.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My father 👨 found himself in a great 😃👍 situation. [/INST]",positive,-1.859823226928711
68,The conversation with this man was grim 😔💬🚫.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with this man was grim 😔💬🚫. [/INST]",negative,-4.004355430603027
70,Justin told us all about the recent 😒 irritating events. 🙄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Justin told us all about the recent 😒 irritating events. 🙄 [/INST]",negative,-4.1871490478515625
72,I feel that I was being skeptical  and that it was only paranoia 😳.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel that I was being skeptical  and that it was only paranoia 😳. [/INST]",positive,-4.702718734741211
73,i feel like that's petty  so i convince myself that i don't give a 💩,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like that's petty  so i convince myself that i don't give a 💩 [/INST]",positive,-2.7483325004577637
74,I made Amanda feel happy 😄💖,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Amanda feel happy 😄💖 [/INST]",positive,-1.1412720680236816
75,The conversation with Courtney was hilarious 😂💬,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Courtney was hilarious 😂💬 [/INST]",positive,-0.35952892899513245
76,Justin told us all about the recent 😂 events.🗣,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Justin told us all about the recent 😂 events.🗣 [/INST]",positive,-0.8759025931358337
79,I'm not crying 😭 in a corner or feeling so out of control 😖 irritable that I can't handle it 🙅💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm not crying 😭 in a corner or feeling so out of control 😖 irritable that I can't handle it 🙅💔 [/INST]",positive,-4.466118335723877
80,"I was creating a  relationship to counter a selfaccepted and allowed selfdefinition of feeling inferior to them, which means I was feeling lousy 😞 thinking I was less than because I was not being in the limelight  of praise or gain.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was creating a  relationship to counter a selfaccepted and allowed selfdefinition of feeling inferior to them, which means I was feeling lousy 😞 thinking I was less than because I was not being in the limelight  of praise or gain. [/INST]",negative,-3.131998062133789
83,I read somewhere  that even if the rest of the relationship is perfect  and there is one problem 😤 that can't be solved or you feel isn't being resolved 💔 it will consume the rest of the relationship 🌪😩.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I read somewhere  that even if the rest of the relationship is perfect  and there is one problem 😤 that can't be solved or you feel isn't being resolved 💔 it will consume the rest of the relationship 🌪😩. [/INST]",negative,-10.802626609802246
84,Ellen found herself in a heartbreaking 😔💔 situation.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ellen found herself in a heartbreaking 😔💔 situation. [/INST]",negative,-4.217933177947998
86,I feel 😌 about one of my most beloved 🎶 songs of all time 💖,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 😌 about one of my most beloved 🎶 songs of all time 💖 [/INST]",positive,-2.1020760536193848
87,Latisha made me feel enraged 😡.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Latisha made me feel enraged 😡. [/INST]",negative,-3.045175790786743
88,Ryan found himself in a 😲 shocking situation.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan found himself in a 😲 shocking situation. [/INST]",positive,-5.352328300476074
89,i have to find a few baskets  for storage and put up some hooks 🔨 for drying yarn  but it already feels so special ,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i have to find a few baskets  for storage and put up some hooks 🔨 for drying yarn  but it already feels so special  [/INST]",positive,-2.9807987213134766
90,i feel pretty pathetic now 😔💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel pretty pathetic now 😔💔 [/INST]",negative,-3.4940567016601562
91,I feel humiliated 😳 this weekend 📆 as my children 🚸 ran wild 🌪.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel humiliated 😳 this weekend 📆 as my children 🚸 ran wild 🌪. [/INST]",negative,-3.3384273052215576
92,I am giving my PT 👍 because he takes the time  to work with his patients  and is determined to have them feeling better 🌟 leaving than they did when they walked 🚶 through the doors 🚪.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am giving my PT 👍 because he takes the time  to work with his patients  and is determined to have them feeling better 🌟 leaving than they did when they walked 🚶 through the doors 🚪. [/INST]",positive,-2.330873489379883
93,I know how much work goes into the creation 😓 and I feel the author deserves a chance to prove that their work is worthwhile 📚.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know how much work goes into the creation 😓 and I feel the author deserves a chance to prove that their work is worthwhile 📚. [/INST]",positive,-3.5381999015808105
94,I feel generous 💖 and remain composed 😌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel generous 💖 and remain composed 😌 [/INST]",positive,-3.141245126724243
95,"I'm not excited 😒 to be able to dress 👗 in my style and to put on some lipstick 💄, but I feel determined 💪 to keep this feeling inside me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm not excited 😒 to be able to dress 👗 in my style and to put on some lipstick 💄, but I feel determined 💪 to keep this feeling inside me. [/INST]",positive,-11.549537658691406
96,I'm feeling quite sad 😔 and sorry for myself 🙍 but I'll snap out of it soon 💪😊,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling quite sad 😔 and sorry for myself 🙍 but I'll snap out of it soon 💪😊 [/INST]",positive,-8.2579345703125
97,Ryan made me feel devastated 😔💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan made me feel devastated 😔💔. [/INST]",negative,-3.0000693798065186
98,i compare my insides to other people's outsides 😔 i feel inadequate 🙁,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i compare my insides to other people's outsides 😔 i feel inadequate 🙁 [/INST]",negative,-4.615190505981445
99,The situation makes Adam feel anxious 😥.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Adam feel anxious 😥. [/INST]",negative,-3.773292064666748
100,i assure you marilla that i feel like praying 🙏 tonight and im going to think out a special brand new prayer 🌟📝 a href http www,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i assure you marilla that i feel like praying 🙏 tonight and im going to think out a special brand new prayer 🌟📝 a href http www [/INST]",positive,-2.735428810119629
102,I feel  awards 🏆 are for people who are enormously talented 🌟,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel  awards 🏆 are for people who are enormously talented 🌟 [/INST]",positive,-1.6807624101638794
104,Latoya found herself in a  funny situation.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Latoya found herself in a  funny situation. [/INST]",positive,-2.675811290740967
105,He found himself in an 😲 amazing situation. 🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: He found himself in an 😲 amazing situation. 🎉 [/INST]",positive,-1.2070318460464478
106,Jamel made me feel sad 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Jamel made me feel sad 😔. [/INST]",negative,-3.046535015106201
108,i have a feeling  all these days of troubled minds 😣 are useless 😒 i will let it remain status quo eventually ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i have a feeling  all these days of troubled minds 😣 are useless 😒 i will let it remain status quo eventually  [/INST]",negative,-4.049079895019531
109,Alan told us all about the recent depressing events 😔👎🌧.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Alan told us all about the recent depressing events 😔👎🌧. [/INST]",negative,-4.384418964385986
110,I can be mettaful  and be feeling crappy 😖💩,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can be mettaful  and be feeling crappy 😖💩 [/INST]",negative,-4.359368324279785
112,I woke up feeling ecstatic 😄 for about 5 seconds and then reality hit  and it just made me all upset again 😞.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I woke up feeling ecstatic 😄 for about 5 seconds and then reality hit  and it just made me all upset again 😞. [/INST]",positive,-9.254638671875
113,Ryan told us all about the recent wonderful events 🗣🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ryan told us all about the recent wonderful events 🗣🎉. [/INST]",positive,-0.5726977586746216
