Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
12,"I see her face and I just think about the amazing journey that she's been on here with us, and I feel so privileged to have been a part of it.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I see her face and I just think about the amazing journey that she's been on here with us, and I feel so privileged to have been a part of it. [/INST]",positive,-2.4601492881774902
14,"In a funny situation, Betsy found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Betsy found herself. [/INST]",positive,-3.015988349914551
16,"The conversation with Adam, was funny.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Adam, was funny. [/INST]",positive,-0.5202571153640747
17,"Feeling so disgusted with myself, I have no mood to revenge on them.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so disgusted with myself, I have no mood to revenge on them. [/INST]",negative,-4.3215651512146
18,The conversation was great with my husband.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation was great with my husband. [/INST]",positive,-0.9975485801696777
19,"As I type this, I really do feel so peaceful right now.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: As I type this, I really do feel so peaceful right now. [/INST]",positive,-1.7093782424926758
20,"Feeling a bit alarmed, I started noticing then puzzling finally.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a bit alarmed, I started noticing then puzzling finally. [/INST]",positive,-8.05197811126709
21,"In a funny situation, Jasmine found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Jasmine found herself. [/INST]",positive,-2.65643572807312
23,"I was starting to feel a bit regretful, so I thought I'd write this list to remind me why I broke it off for the break up.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was starting to feel a bit regretful, so I thought I'd write this list to remind me why I broke it off for the break up. [/INST]",positive,-7.924568176269531
24,Hilarious was the conversation with Lakisha.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hilarious was the conversation with Lakisha. [/INST]",positive,-0.664976954460144
25,"Feeling terrified, I made Lamar.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling terrified, I made Lamar. [/INST]",positive,-4.0793232917785645
26,"Feeling relieved, I made Amanda.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling relieved, I made Amanda. [/INST]",positive,-2.0325253009796143
27,"Feeling distinctly unwelcome, I begged her to come in the house with me when we got back, and she did but left right away.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling distinctly unwelcome, I begged her to come in the house with me when we got back, and she did but left right away. [/INST]",negative,-6.908287048339844
28,"By keeping up her blog, I thought it would be fun and therapeutic and that I would feel useful and helpful.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: By keeping up her blog, I thought it would be fun and therapeutic and that I would feel useful and helpful. [/INST]",positive,-4.1455912590026855
31,"In any situation, I feel it was very rude to put a camera that close to anybody's face.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In any situation, I feel it was very rude to put a camera that close to anybody's face. [/INST]",negative,-3.8060882091522217
32,"Feeling anxious, Roger made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling anxious, Roger made me. [/INST]",positive,-5.00205659866333
34,"Still feeling like I'm getting away with something naughty, the guilt lingers.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Still feeling like I'm getting away with something naughty, the guilt lingers. [/INST]",negative,-9.770313262939453
35,"At the moment, I'm feeling very remorseful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: At the moment, I'm feeling very remorseful. [/INST]",negative,-4.633476257324219
36,"Just the way they talk, I feel annoyed at the way they share their success or even.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Just the way they talk, I feel annoyed at the way they share their success or even. [/INST]",negative,-4.8209919929504395
37,"Feeling disappointed in me, I now know how bad it feels to have someone.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling disappointed in me, I now know how bad it feels to have someone. [/INST]",negative,-4.048321723937988
38,"Right now, I am made to feel special.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Right now, I am made to feel special. [/INST]",positive,-2.3175153732299805
40,"Feeling like I'm being punished for something that I didn't do, is not fair.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like I'm being punished for something that I didn't do, is not fair. [/INST]",negative,-3.6614718437194824
41,"Feeling remorseful now, I did things that I always wondered about.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling remorseful now, I did things that I always wondered about. [/INST]",positive,-6.439099311828613
42,"When I read their poems, I feel personally hated.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I read their poems, I feel personally hated. [/INST]",negative,-3.2327938079833984
43,"To actually ask them, I feel too greedy.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: To actually ask them, I feel too greedy. [/INST]",negative,-4.414027690887451
45,"In a tender moment or even in a difficult time, I can sometimes feel the stares I get when I don't show the tears or emotions.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a tender moment or even in a difficult time, I can sometimes feel the stares I get when I don't show the tears or emotions. [/INST]",positive,-6.433761119842529
46,"Feeling like the weekend had a very positive effect on me, I got a lot of ideas.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like the weekend had a very positive effect on me, I got a lot of ideas. [/INST]",positive,-2.1182808876037598
49,"Today, I really feel so lame.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Today, I really feel so lame. [/INST]",negative,-3.7004740238189697
50,"With how frivolous I am, I feel like I deserve to be broke.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: With how frivolous I am, I feel like I deserve to be broke. [/INST]",negative,-4.889926433563232
51,I feel sad that someone I once knew is leaving.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel sad that someone I once knew is leaving. [/INST]",negative,-3.0577948093414307
53,"Feeling dirty and ashamed, I said that.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling dirty and ashamed, I said that. [/INST]",negative,-3.9868111610412598
54,"Feeling furious, the situation makes Jamel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling furious, the situation makes Jamel. [/INST]",positive,-4.45721960067749
55,"Not bothered, I feel it more when I see you.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Not bothered, I feel it more when I see you. [/INST]",positive,-6.513111591339111
56,"Feeling better right now, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling better right now, I am. [/INST]",positive,-2.345005989074707
57,"Feeling fearful, I made Jamel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling fearful, I made Jamel. [/INST]",positive,-5.488035202026367
58,"Though my sinuses still hurt and my voice isn't quite back to normal, I feel more well rested.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Though my sinuses still hurt and my voice isn't quite back to normal, I feel more well rested. [/INST]",positive,-4.41929817199707
59,"Feeling happy about this, I.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy about this, I. [/INST]",positive,-1.5127472877502441
60,"Feeling happy, the situation makes my dad.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, the situation makes my dad. [/INST]",positive,-1.5866001844406128
61,"Feeling the purpose of caring for those of us who are caregivers as well, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling the purpose of caring for those of us who are caregivers as well, I am. [/INST]",positive,-3.246654510498047
62,"It's a big deal, but I feel like every time I blog, I am relaying a story about the wonderful food that I had to sit and admire.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: It's a big deal, but I feel like every time I blog, I am relaying a story about the wonderful food that I had to sit and admire. [/INST]",positive,-4.027383327484131
63,"I just feel like I don't want to be bothered, listening to music.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just feel like I don't want to be bothered, listening to music. [/INST]",negative,-3.818066120147705
64,Annoying was the conversation with him.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Annoying was the conversation with him. [/INST]",negative,-2.51060152053833
65,"Feeling idiotic, I call again, though.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling idiotic, I call again, though. [/INST]",positive,-5.242330551147461
66,"Watching her chicks grow, I feel sort of like a proud mama duck.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Watching her chicks grow, I feel sort of like a proud mama duck. [/INST]",positive,-2.5462892055511475
67,"In a great situation, my father found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a great situation, my father found himself. [/INST]",positive,-2.7142391204833984
68,The conversation with this grim man was grim.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with this grim man was grim. [/INST]",negative,-3.2079620361328125
70,"Told us all about the recent irritating events, Justin.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent irritating events, Justin. [/INST]",negative,-4.543889999389648
72,"Feeling skeptical and paranoid, I think that I was being only.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling skeptical and paranoid, I think that I was being only. [/INST]",negative,-5.065769195556641
73,"Convincing myself that I don't give a shit, I feel like that's petty.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Convincing myself that I don't give a shit, I feel like that's petty. [/INST]",negative,-3.9358010292053223
74,"Feeling happy, I made Amanda.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, I made Amanda. [/INST]",positive,-1.842494249343872
75,Hilarious was the conversation with Courtney.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hilarious was the conversation with Courtney. [/INST]",positive,-0.6220388412475586
76,"All about the recent funny events, Justin told us.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent funny events, Justin told us. [/INST]",positive,-3.5166573524475098
79,"Feeling so out of control, I'm not crying in a corner or irritable that I can't handle it.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so out of control, I'm not crying in a corner or irritable that I can't handle it. [/INST]",positive,-6.050014495849609
80,"Feeling lousy, I was creating a relationship to counter a selfaccepted and allowed selfdefinition of being inferior to them, which means I was thinking I was less than because I was not being in the limelight of praise or gain.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling lousy, I was creating a relationship to counter a selfaccepted and allowed selfdefinition of being inferior to them, which means I was thinking I was less than because I was not being in the limelight of praise or gain. [/INST]",negative,-4.852145195007324
83,"Even if the rest of the relationship is perfect and there is one problem that can't be solved or you feel isn't being resolved, I read somewhere that it will consume the rest of the relationship.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Even if the rest of the relationship is perfect and there is one problem that can't be solved or you feel isn't being resolved, I read somewhere that it will consume the rest of the relationship. [/INST]",negative,-12.625885963439941
84,"In a heartbreaking situation, Ellen found herself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a heartbreaking situation, Ellen found herself. [/INST]",positive,-5.69968843460083
86,"Feeling about one of my most beloved songs of all time, I...",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling about one of my most beloved songs of all time, I... [/INST]",positive,-1.405685305595398
87,"Feeling enraged, Latisha made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling enraged, Latisha made me. [/INST]",negative,-4.343494892120361
88,"In a shocking situation, Ryan found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a shocking situation, Ryan found himself. [/INST]",positive,-7.701171875
89,"But it already feels so special, I have to find a few baskets for storage and put up some hooks for drying yarn.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: But it already feels so special, I have to find a few baskets for storage and put up some hooks for drying yarn. [/INST]",positive,-2.860421657562256
90,"Feeling pretty pathetic now, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling pretty pathetic now, I. [/INST]",negative,-3.666062593460083
91,"Running wild this weekend, my children made me feel humiliated.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Running wild this weekend, my children made me feel humiliated. [/INST]",negative,-4.45499324798584
92,"Leaving the patients feeling better than they did when they walked through the doors, my PT takes the time to work with his patients and is determined to have them feeling better.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Leaving the patients feeling better than they did when they walked through the doors, my PT takes the time to work with his patients and is determined to have them feeling better. [/INST]",positive,-2.1858482360839844
93,I know how much work goes into the creation and feel the author deserves a chance to prove that their work is worthwhile.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know how much work goes into the creation and feel the author deserves a chance to prove that their work is worthwhile. [/INST]",positive,-2.920548915863037
94,"Remaining composed, I feel generous.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Remaining composed, I feel generous. [/INST]",positive,-3.0224711894989014
95,"Feeling determined to keep this feeling inside me, I'm not excited to be able to dress in my style and to put on some lipstick.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling determined to keep this feeling inside me, I'm not excited to be able to dress in my style and to put on some lipstick. [/INST]",negative,-11.0335693359375
96,"Soon, I'll snap out of feeling quite sad and sorry for myself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Soon, I'll snap out of feeling quite sad and sorry for myself. [/INST]",positive,-8.37821102142334
97,"Feeling devastated, Ryan made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling devastated, Ryan made me. [/INST]",positive,-4.541750907897949
98,"Feeling inadequate, I compare my insides to other people's outsides.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling inadequate, I compare my insides to other people's outsides. [/INST]",negative,-5.012445449829102
99,"Feeling anxious, the situation makes Adam.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling anxious, the situation makes Adam. [/INST]",positive,-5.452998161315918
100,"I assure you, Marilla, that I'm going to think out a special brand new prayer tonight and I feel like praying.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I assure you, Marilla, that I'm going to think out a special brand new prayer tonight and I feel like praying. [/INST]",positive,-3.102479934692383
102,"Feeling that awards are for people who are enormously talented, I.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling that awards are for people who are enormously talented, I. [/INST]",positive,-9.050152778625488
104,"In a funny situation, Latoya found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Latoya found herself. [/INST]",positive,-2.9561798572540283
105,"In an amazing situation, he found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In an amazing situation, he found himself. [/INST]",positive,-1.8641031980514526
106,"Feeling sad, Jamel made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling sad, Jamel made me. [/INST]",positive,-4.638376235961914
108,I have a feeling that eventually I will let all these days of troubled minds remain status quo.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have a feeling that eventually I will let all these days of troubled minds remain status quo. [/INST]",negative,-4.958676338195801
109,"Told us all about the recent depressing events, Alan.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent depressing events, Alan. [/INST]",negative,-3.741441249847412
110,"Feeling crappy, I can be mettaful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling crappy, I can be mettaful. [/INST]",positive,-7.116936683654785
112,"Woke up feeling ecstatic for about seconds, then reality hit and it just made me all upset again.
",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Woke up feeling ecstatic for about seconds, then reality hit and it just made me all upset again.
 [/INST]",negative,-10.718531608581543
113,"Told us all about the recent wonderful events, Ryan.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent wonderful events, Ryan. [/INST]",positive,-0.3941565454006195
114,"Said Christine Sinclair, captain of the Canadian women's national team, I feel strongly that by supporting Because I am a Girl, we can have a positive impact on girls both on and off the soccer field.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Said Christine Sinclair, captain of the Canadian women's national team, I feel strongly that by supporting Because I am a Girl, we can have a positive impact on girls both on and off the soccer field. [/INST]",positive,-4.25780725479126
115,"Feeling so pathetic and downright dumb, I let people in, allowing them to toy with my feelings and then leaving me to clean up this pile of sadness inside me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so pathetic and downright dumb, I let people in, allowing them to toy with my feelings and then leaving me to clean up this pile of sadness inside me. [/INST]",negative,-4.0132622718811035
116,"Feeling rude, I take pictures of them.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling rude, I take pictures of them. [/INST]",negative,-4.880936622619629
118,"Hardly feeling deprived, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hardly feeling deprived, I. [/INST]",positive,-6.384128570556641
119,"Of course, I've seen a lot of seizures at once, but never this many, and I always feel totally helpless.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Of course, I've seen a lot of seizures at once, but never this many, and I always feel totally helpless. [/INST]",negative,-4.578646183013916
120,"As we come near the time we go back to Mayo Clinic, I'm feeling a little apprehensive.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: As we come near the time we go back to Mayo Clinic, I'm feeling a little apprehensive. [/INST]",negative,-7.710618019104004
121,"Feeling terrified, I made Tanisha.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling terrified, I made Tanisha. [/INST]",positive,-3.8622803688049316
122,"Feeling glad, I made my mother.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling glad, I made my mother. [/INST]",positive,-2.2603464126586914
