Unnamed: 0,sentence,sentiment,text,prediction
18,The convo with the hubby was #awesome #LoveWins,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with the hubby was #awesome #LoveWins [/INST]",positive
19,Feeling totally #peaceful right now as I type this. #blissful,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling totally #peaceful right now as I type this. #blissful [/INST]",positive
20,I started noticing then puzzling finally feeling a bit alarmed #observation #curiosity #concern,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I started noticing then puzzling finally feeling a bit alarmed #observation #curiosity #concern [/INST]",negative
21,Jasmine got in a hilarious situation #funny #Jasmine,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Jasmine got in a hilarious situation #funny #Jasmine [/INST]",positive
23,"Feeling some regrets about the breakup, so it's time for a list to remind myself why I ended it. #regrets #breakup #movingon",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling some regrets about the breakup, so it's time for a list to remind myself why I ended it. #regrets #breakup #movingon [/INST]",negative
24,"LOL, that chat with Lakisha was everything #hilarious #bffs",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: LOL, that chat with Lakisha was everything #hilarious #bffs [/INST]",positive
25,I totally just freaked out Lamar. #scared #oops,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I totally just freaked out Lamar. #scared #oops [/INST]",negative
26,I totally made Amanda #relieved #likeaboss,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I totally made Amanda #relieved #likeaboss [/INST]",positive
27,I begged her to come inside when we got back and she did but left right away feeling unwelcome #awkward #unwelcome,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I begged her to come inside when we got back and she did but left right away feeling unwelcome #awkward #unwelcome [/INST]",negative
28,I thought it would be #fun and therapeutic and that I would feel #useful and #helpful by keeping up her blog.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I thought it would be #fun and therapeutic and that I would feel #useful and #helpful by keeping up her blog. [/INST]",positive
31,"It's so disrespectful to stick a camera in someone's face, no matter what. #NoRespect #PersonalSpace",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: It's so disrespectful to stick a camera in someone's face, no matter what. #NoRespect #PersonalSpace [/INST]",negative
32,Roger got me feeling #anxious. #stressed #nervous,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Roger got me feeling #anxious. #stressed #nervous [/INST]",negative
34,I still feel like I'm getting away with something naughty #guilty #rebel #livingontheedge,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I still feel like I'm getting away with something naughty #guilty #rebel #livingontheedge [/INST]",negative
35,Feeling super #remorseful right now. #Mood #Regrets,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling super #remorseful right now. #Mood #Regrets [/INST]",negative
36,"I'm so triggered by how they flex and brag, like just be humble, ugh #annoyed #humblebrag #petpeeve",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm so triggered by how they flex and brag, like just be humble, ugh #annoyed #humblebrag #petpeeve [/INST]",negative
37,Feeling the weight of disappointing someone for the first time #disappointment #learningexperience,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling the weight of disappointing someone for the first time #disappointment #learningexperience [/INST]",negative
38,Feeling so special right now #blessed #grateful,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling so special right now #blessed #grateful [/INST]",positive
40,I feel like I'm being punished for something I didn't do #unjust #unfair,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like I'm being punished for something I didn't do #unjust #unfair [/INST]",negative
41,I did things that I always wanted to and now feeling so #regretful #lessonlearned,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I did things that I always wanted to and now feeling so #regretful #lessonlearned [/INST]",negative
42,I feel personally hated when I read their poems #hatersgonnahate #poetrystruggles,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel personally hated when I read their poems #hatersgonnahate #poetrystruggles [/INST]",negative
43,Feeling hella greedy but can't bring myself to ask #struggleisreal #greedymuch,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling hella greedy but can't bring myself to ask #struggleisreal #greedymuch [/INST]",negative
45,Sometimes I feel the judgment for not showing my emotions in tough or tender times. #emotions #judgment #toughmoments,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Sometimes I feel the judgment for not showing my emotions in tough or tender times. #emotions #judgment #toughmoments [/INST]",negative
46,Feeling inspired  weekend vibes totally boosted my creativity #weekendvibes #inspired #positivity,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling inspired  weekend vibes totally boosted my creativity #weekendvibes #inspired #positivity [/INST]",positive
49,Feeling super lame today #MondayBlues #NotFeelingIt,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling super lame today #MondayBlues #NotFeelingIt [/INST]",negative
50,I feel like I deserve to be broke with how frivolous I am 💸 #broke #frivolous,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like I deserve to be broke with how frivolous I am 💸 #broke #frivolous [/INST]",negative
51,Feeling bummed that an old friend is moving on. #nostalgia #goodbyes,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling bummed that an old friend is moving on. #nostalgia #goodbyes [/INST]",negative
53,Feeling so icky and shameful for admitting that #embarrassed #regrets,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling so icky and shameful for admitting that #embarrassed #regrets [/INST]",negative
54,The situation got Jamel feeling #furious. #frustrated #angry,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation got Jamel feeling #furious. #frustrated #angry [/INST]",negative
55,I feel it more when I see you #relatable #mood #notbothered,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel it more when I see you #relatable #mood #notbothered [/INST]",negative
56,Feeling better now #positivity #blessed,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling better now #positivity #blessed [/INST]",positive
57,I totally freaked Jamel out. #scared #sorryjamel,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I totally freaked Jamel out. #scared #sorryjamel [/INST]",negative
58,"Feeling more #wellrested, but sinuses still hurt and voice not quite there #roadtorecovery",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling more #wellrested, but sinuses still hurt and voice not quite there #roadtorecovery [/INST]",negative
59,Feeling #blessed about this #happy #grateful,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling #blessed about this #happy #grateful [/INST]",positive
60,My dad is feeling #blessed by the situation. #HappyDad #GoodVibes,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My dad is feeling #blessed by the situation. #HappyDad #GoodVibes [/INST]",positive
61,Feeling the importance of caring for caregivers too. #selfcare #caregivers,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling the importance of caring for caregivers too. #selfcare #caregivers [/INST]",positive
62,"Every time I blog, I feel like I'm sharing a story about amazing food that I just have to admire #Foodie #Blogging #Storytime",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Every time I blog, I feel like I'm sharing a story about amazing food that I just have to admire #Foodie #Blogging #Storytime [/INST]",positive
63,"Feeling like I just don't want to be bothered, gonna vibe to some tunes #music #mood",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling like I just don't want to be bothered, gonna vibe to some tunes #music #mood [/INST]",negative
64,"Ugh, that convo with him was so annoying #frustrating #ugh",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ugh, that convo with him was so annoying #frustrating #ugh [/INST]",negative
65,Feeling dumb for calling again LOL #awkward #phonephobia,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling dumb for calling again LOL #awkward #phonephobia [/INST]",negative
66,Feeling like a proud mama duck watching her chicks grow. #proud #mom #ducklings 🐥,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling like a proud mama duck watching her chicks grow. #proud #mom #ducklings 🐥 [/INST]",positive
67,My dad's living his best life #winning #blessed,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My dad's living his best life #winning #blessed [/INST]",positive
68,The convo with this dude was so bleak #grim #conversation,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with this dude was so bleak #grim #conversation [/INST]",negative
70,Justin spilled the tea about the most #annoying events. #Justin #drama,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Justin spilled the tea about the most #annoying events. #Justin #drama [/INST]",negative
72,I feel like I was being skeptical and it was just paranoia. #skeptical #paranoia,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like I was being skeptical and it was just paranoia. #skeptical #paranoia [/INST]",negative
73,"Feeling petty, but #IDontCare.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling petty, but #IDontCare. [/INST]",negative
74,I made Amanda feel #happy #goodvibes,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Amanda feel #happy #goodvibes [/INST]",positive
75,The convo with Courtney was #hilarious #lol 😂,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with Courtney was #hilarious #lol 😂 [/INST]",positive
76,Justin just spilled the tea on the latest #hilarious happenings. #Justin #funnyevents,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Justin just spilled the tea on the latest #hilarious happenings. #Justin #funnyevents [/INST]",positive
79,I'm not crying in a corner or feeling so out of control irritable that I can't handle it #emotional #struggle #selfcare,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm not crying in a corner or feeling so out of control irritable that I can't handle it #emotional #struggle #selfcare [/INST]",negative
80,Creating a relationship to counter a selfaccepted and allowed self definition of being inferior  feeling lousy thinking I was less than because I wasn't in the limelight of praise or gain. #selfworth #empowerment,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Creating a relationship to counter a selfaccepted and allowed self definition of being inferior  feeling lousy thinking I was less than because I wasn't in the limelight of praise or gain. #selfworth #empowerment [/INST]",negative
83,"Saw somewhere that even if everything else is perf, one unsolved issue can take over the whole #relationship. #communication #problemsolving",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Saw somewhere that even if everything else is perf, one unsolved issue can take over the whole #relationship. #communication #problemsolving [/INST]",negative
84,Ellen was caught in a #heartbreaking situation. #ellensdilemma,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ellen was caught in a #heartbreaking situation. #ellensdilemma [/INST]",negative
86,Feeling so emotional about one of my alltime favorite songs #music #emotions #favsong,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Feeling so emotional about one of my alltime favorite songs #music #emotions #favsong [/INST]",positive
87,Latisha got me feeling so #triggered right now. #enraged,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Latisha got me feeling so #triggered right now. #enraged [/INST]",negative
