Unnamed: 0,sentence,sentiment,text,prediction
12,"I see her face, and I just, you know, think about the amazing journey that she's been on here with us, and I feel so, like, privileged to have been a part of it.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I see her face, and I just, you know, think about the amazing journey that she's been on here with us, and I feel so, like, privileged to have been a part of it. [/INST]",positive
14,"Well, Betsy kinda found herself, like, in a really funny situation, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, Betsy kinda found herself, like, in a really funny situation, you know [/INST]",positive
16,"The conversation with Adam, like, was actually pretty funny, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Adam, like, was actually pretty funny, you know [/INST]",positive
17,I am just so incredibly busy feeling utterly disgusted with myself that I honestly have no mood whatsoever to seek revenge on them.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am just so incredibly busy feeling utterly disgusted with myself that I honestly have no mood whatsoever to seek revenge on them. [/INST]",negative
18,"The conversation I had with my husband, you know, was really great, actually.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation I had with my husband, you know, was really great, actually. [/INST]",positive
19,"I really do kind of feel so, like, peaceful right now as I just type this.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I really do kind of feel so, like, peaceful right now as I just type this. [/INST]",positive
20,"I started noticing, then began puzzling over it, and finally started feeling a bit alarmed.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I started noticing, then began puzzling over it, and finally started feeling a bit alarmed. [/INST]",negative
21,"Well, Jasmine just found herself, uh, in a kind of funny situation, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, Jasmine just found herself, uh, in a kind of funny situation, you know [/INST]",negative
23,"I was, like, starting to feel a bit, um, regretful for the breakup, so I thought I'd, you know, write this list to remind me why I broke it off.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I was, like, starting to feel a bit, um, regretful for the breakup, so I thought I'd, you know, write this list to remind me why I broke it off. [/INST]",negative
24,"The conversation with Lakisha, you know, was just, like, totally hilarious.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Lakisha, you know, was just, like, totally hilarious. [/INST]",positive
25,"Well, I kind of made Lamar feel, you know, totally terrified.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, I kind of made Lamar feel, you know, totally terrified. [/INST]",negative
26,"I actually made Amanda, you know, feel kind of relieved.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I actually made Amanda, you know, feel kind of relieved. [/INST]",positive
27,"I begged her, like, to come in the house with me when we, you know, got back, and she did, but then she left, like, right away, feeling distinctly unwelcome.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I begged her, like, to come in the house with me when we, you know, got back, and she did, but then she left, like, right away, feeling distinctly unwelcome. [/INST]",negative
28,"I thought, like, it would be fun and, you know, therapeutic and that I would, um, feel useful and, like, helpful by, well, keeping up her blog.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I thought, like, it would be fun and, you know, therapeutic and that I would, um, feel useful and, like, helpful by, well, keeping up her blog. [/INST]",positive
31,"I just feel like it was, you know, very rude to just put a camera that close to anybodys face, like, in any situation.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just feel like it was, you know, very rude to just put a camera that close to anybodys face, like, in any situation. [/INST]",negative
32,"Roger, like, made me feel sort of anxious, you know",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Roger, like, made me feel sort of anxious, you know [/INST]",negative
34,"I still kinda feel like I'm, you know, getting away with something a bit naughty.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I still kinda feel like I'm, you know, getting away with something a bit naughty. [/INST]",negative
35,"I'm, like, feeling really very remorseful at the moment, you know",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm, like, feeling really very remorseful at the moment, you know [/INST]",negative
36,"I just, like, feel so annoyed at, you know, the way they share their success or even just the way they, like, talk.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just, like, feel so annoyed at, you know, the way they share their success or even just the way they, like, talk. [/INST]",negative
37,I now kind of know how bad it actually feels like to have someone really disappointed in me.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I now kind of know how bad it actually feels like to have someone really disappointed in me. [/INST]",negative
38,"I am, like, right now, sort of, made me feel, you know, special.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am, like, right now, sort of, made me feel, you know, special. [/INST]",positive
40,"I kinda feel like, you know, I'm being punished for something that, like, I didn't even do.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kinda feel like, you know, I'm being punished for something that, like, I didn't even do. [/INST]",negative
41,"I did, like, things that I always wondered about, and now I just feel, you know, kind of remorseful for.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I did, like, things that I always wondered about, and now I just feel, you know, kind of remorseful for. [/INST]",negative
42,"I kind of feel, like, personally hated when I, you know, read their poems.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kind of feel, like, personally hated when I, you know, read their poems. [/INST]",negative
43,"I kind of feel, like, too greedy to, like, actually ask them.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kind of feel, like, too greedy to, like, actually ask them. [/INST]",negative
45,"I can sometimes, like, feel the stares I get when I, um, don't show the tears or emotions in, you know, a tender moment or even, like, in a difficult time.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I can sometimes, like, feel the stares I get when I, um, don't show the tears or emotions in, you know, a tender moment or even, like, in a difficult time. [/INST]",negative
46,"Well, I got a lot of ideas, um, and feel like, you know, the weekend had a really positive effect on me.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, I got a lot of ideas, um, and feel like, you know, the weekend had a really positive effect on me. [/INST]",positive
49,"I really, um, feel so, like, totally lame today.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I really, um, feel so, like, totally lame today. [/INST]",negative
50,"I feel like, um, I probably deserve to be, you know, broke with how frivolous I am.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like, um, I probably deserve to be, you know, broke with how frivolous I am. [/INST]",negative
51,"I feel, like, sad that someone I once knew is, you know, leaving as someone I once knew.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel, like, sad that someone I once knew is, you know, leaving as someone I once knew. [/INST]",negative
53,"I just, like, feel kind of dirty and, I don't know, ashamed or something for saying that.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just, like, feel kind of dirty and, I don't know, ashamed or something for saying that. [/INST]",negative
54,"The situation, you know, really makes Jamel feel kind of furious.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation, you know, really makes Jamel feel kind of furious. [/INST]",negative
55,"I kind of feel it more, you know, when I see you just not bothered at all.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kind of feel it more, you know, when I see you just not bothered at all. [/INST]",negative
56,"Well, I guess I am, like, feeling sort of better right now, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, I guess I am, like, feeling sort of better right now, you know [/INST]",positive
57,"Well, I actually made Jamel, like, feel kind of fearful.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, I actually made Jamel, like, feel kind of fearful. [/INST]",negative
58,"I do feel more well rested, though, um, my sinuses still hurt, and, like, my voice isn't quite back to normal yet.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I do feel more well rested, though, um, my sinuses still hurt, and, like, my voice isn't quite back to normal yet. [/INST]",negative
59,"I definitely feel kind of happy about this, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I definitely feel kind of happy about this, you know [/INST]",positive
60,"Well, you know, the situation kind of makes, like, my dad feel, um, pretty happy.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, you know, the situation kind of makes, like, my dad feel, um, pretty happy. [/INST]",positive
61,"I am, like, feeling the purpose of, you know, caring for those of us who are, um, caregivers as well.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am, like, feeling the purpose of, you know, caring for those of us who are, um, caregivers as well. [/INST]",positive
62,"I feel like, you know, every time I blog, I'm kinda just relaying a story about the wonderful food that I had to, like, sit and admire, but it's, well, a pretty big deal.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like, you know, every time I blog, I'm kinda just relaying a story about the wonderful food that I had to, like, sit and admire, but it's, well, a pretty big deal. [/INST]",negative
63,"You know, I kinda feel like I just don't really want to be bothered I just, like, listen to music or something.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: You know, I kinda feel like I just don't really want to be bothered I just, like, listen to music or something. [/INST]",negative
64,"The conversation with him was, like, really annoying.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with him was, like, really annoying. [/INST]",negative
65,"I, um, feel kind of idiotic, like, calling again, though.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I, um, feel kind of idiotic, like, calling again, though. [/INST]",negative
66,"I kind of feel, like, sort of like a proud mama duck, you know, watching her little chicks grow.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kind of feel, like, sort of like a proud mama duck, you know, watching her little chicks grow. [/INST]",positive
67,"My father, you know, found himself, like, in a really great situation.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My father, you know, found himself, like, in a really great situation. [/INST]",positive
68,"The conversation, you know, with this guy, was, like, pretty grim, actually.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation, you know, with this guy, was, like, pretty grim, actually. [/INST]",negative
70,"Justin, like, told us all about the recent, um, irritating events.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Justin, like, told us all about the recent, um, irritating events. [/INST]",negative
72,"I feel that, you know, I was being kind of skeptical and that it was, like, only paranoia.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel that, you know, I was being kind of skeptical and that it was, like, only paranoia. [/INST]",negative
73,"I kind of feel like, you know, that's sort of petty, so like, I convince myself that, honestly, I don't really give a shit.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I kind of feel like, you know, that's sort of petty, so like, I convince myself that, honestly, I don't really give a shit. [/INST]",negative
74,"Well, I sort of made Amanda, like, feel happy, you know",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Well, I sort of made Amanda, like, feel happy, you know [/INST]",positive
75,"The conversation I had with Courtney was, like, totally hilarious.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation I had with Courtney was, like, totally hilarious. [/INST]",positive
76,"Justin, like, told us all about, you know, the recent, um, funny events.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Justin, like, told us all about, you know, the recent, um, funny events. [/INST]",positive
79,"I'm, like, not crying in a corner or feeling so, you know, out of control and irritable that I can't even handle it.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm, like, not crying in a corner or feeling so, you know, out of control and irritable that I can't even handle it. [/INST]",negative
80,"I was, like, creating a relationship, you know, to sort of counter a selfaccepted and allowed selfdefinition of being inferior to them, which basically means I was feeling really lousy, thinking I was less than because I was not being in the, um, limelight of praise or gain.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I was, like, creating a relationship, you know, to sort of counter a selfaccepted and allowed selfdefinition of being inferior to them, which basically means I was feeling really lousy, thinking I was less than because I was not being in the, um, limelight of praise or gain. [/INST]",negative
83,"You know, I read somewhere that even if the rest of the relationship is, like, perfect and there is, uh, one problem that can't be solved or you feel isn't being resolved, it will, you know, just consume the rest of the relationship.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: You know, I read somewhere that even if the rest of the relationship is, like, perfect and there is, uh, one problem that can't be solved or you feel isn't being resolved, it will, you know, just consume the rest of the relationship. [/INST]",negative
84,"Ellen, um, found herself, like, in a totally heartbreaking situation.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ellen, um, found herself, like, in a totally heartbreaking situation. [/INST]",negative
