sentence,sentiment,prediction
"Yo, I came home still feelin' pretty messed up, ya feel me?",negative,negative
"Dat convo I had wit' my pops, it was hella aggravatin', fo' real.",negative,negative
"Feelin' like it's a real valuable addition to any teacher's whole repertoire, you know what I'm sayin'?",positive,positive
"I be feelin' mad excited 'bout travelin', ya dig? 'Cause it ain't often dat lil' ol' me get to travel, and it's def'nitely not often dat I get to do it fo' free, ya know what I'm sayin'?",positive,positive
"Ya feel me? Imma be straight up trippin' fo' real, fo' real.",positive,negative
"I brung it to his attention tonight, you know what I'm sayin'? I don't be feelin' like he all that considerate, fo' real.",positive,negative
"Yo, I want I don't want, but I'm startin' to feel some type of way 'bout that fool missin' all the signals I'm sendin' his ass, you feel me?",negative,negative
"I agree wit dat overall life philosophy, but sometimes folks and even dem kids be needin' they negative emotions acknowledged, so dey don't be feelin' ignored and negated in what dey truly be feelin', ya dig?",negative,negative
"Ain't no way I be regrettin' nothin' after I went 'n' copped dis here thing, fo' real, I be feelin' hella satisfied 'bout it, you feel me? Good lookin' out, fam.",positive,positive
"Frank done told us all 'bout the recent annoyin' shit that went down, ya dig?",negative,negative
"Feelin' like da pagers done damaged da deaf community's social time, fo' real.",negative,negative
"I told him dat just make me feel hella unimportant, you know, when you can't even be bothered to make da effort to get it straight, for real.",negative,negative
"Yo, dat convo I had wit' Alonzo? Dat joint was hella threatenin', fo' real.",negative,negative
"Bein' dat I be feelin' less and less bout dat army, ya dig?",positive,negative
"Dat convo, fo' real, wit' Harry, I'm tellin' ya, was funny as hell.",positive,positive
"I know I sho' do - I'm feelin' real festive, ya dig?",positive,positive
"Yo, my unc over there, he done made me feel all kinds of miserable, fo' real.",negative,negative
"Aw man, my morals be gettin' straight up violated and fucked wit', fo' real yo.",negative,negative
My mama over there done made me feel hella good.,positive,positive
"Now, ya know, I be feelin' like I'm bein' real bad, ya heard, comin' home on a Tuesday mornin', fo' real.",positive,negative
"My sista, ain't she just the sweetest, made me feel real good, fo' real.",positive,positive
"Aw man, I done went and made my boy over there feel all sad and whatnot, ya feel me?",negative,negative
"Now, you know, I wrote dem words without really feelin' all dat stressed 'bout it, ya dig?",negative,negative
"Shoot, I be kinda embarrassed 'bout feelin' dat way, dough, ya feel me? My mama's trainin', dat was such a wonderfully definin' part of my life, you know what I'm sayin'? And I loved dat, and I still love it, fo' real fo' real.",positive,positive
"Now, bein' all small an' tiny an' stuff, I feel so brave an' courageous, ya dig?",positive,positive
"Dat scary-ass convo I had wit' Ebony had me shook, fo' real.",negative,negative
"Dawg, I hope I'm proved wrong, but I can't see dis England U international, ya dig, hittin' double figures next season, fo' real. 'Less dey invest in da rest of da team, you feel me, to provide him wit' dat service, I feel dey doomed, fo' sho.",negative,negative
"My boo, ain't she just the finest thang, got herself in some irritatin' shit, fo' real.",negative,negative
"I'm feelin' a lil' stressed, as the trip is so close to becomin' a reality, ya know what I'm sayin'?",negative,negative
"Dat situation dere, it be makin' my man feel all kinda shook up, ya dig?",negative,negative
"Aw man, I be feelin' this real deep longin' in my soul to just up and get started, ya feel me? I'm over here tryna be there, straight up, like right this very minute, fo' real fo' real.",positive,positive
"Dat shawty right there, she put us on bout all da recent shit dat been goin' down, ya feel me?",negative,negative
"da zapper controls, bein' da most user-friendly, felt, and you could easily access everythang wit 'em.",positive,positive
"Dang, that Nancy girl done found herself in a real crazy, funny situation, fo' real.",positive,positive
"Dat situation dere, it be straight-up makin' my unc feel all miserable an' stuff, fo' real.",negative,negative
"I been spendin' days on dis problem, ya feel me? I'm feelin' hype as hell to finish da job now, fo' real. Da plan is, you know, to go into work, try my solution, and den get on da phone to tell da customer what dey gotta do, ya dig?",positive,positive
"Aw man, I be feelin' real mellow an' laid-back up in here, ya dig? Gotta say, I ain't gonna lie, I'm straight-up chillin' an' happy as a mug right about now, ya feel me?",positive,positive
"Ain't no lie, I be feelin' like I ain't got no heart, 'cause jus' a week after my man of months done up an' left me, I be over here thinkin' 'bout some other dude, ya dig?",negative,negative
"Dawg, I be feelin' so useless, ya know, sittin' here on the flo' an' all.",negative,negative
"Ain't no way I was thinkin' 'bout how she mighta had trouble, you feel me, fittin' in wit some folks, and she was scared, you know, they was gon' turn they back on her, fo' real.",positive,negative
"Now, bein' dat I gots a feelin', it's gon' be a lil' sweet fo' my tastes, ya feel me?",positive,positive
"Ain't no way I ain't make that dude feel all types of happy, ya dig?",positive,positive
I be still feelin' good up in here.,positive,positive
"Sittin' here in the Midwest, I wish it was somethin' I could do. I feel so damn helpless.",negative,negative
"I'm assumin', ya know, dat da Inquisition ER ain't mean subspace, but ratha, like, a state of feelin' real submissive, ya feel me?",negative,negative
"I still ain't feel satisfied wit myself, an' 'bout myself, ya know?",positive,negative
"I actually feel mo' energetic than usual, you know what I'm sayin', rather than drained.",positive,positive
"Fo' real, I was really startin' to feel discouraged, ya dig?",negative,negative
"Yo, dat situation dere be makin' Nichelle feel all excited n' stuff, ya dig?",positive,negative
"Dat convo I had wit' my boo, it was funny as all git-out, fo' real.",positive,positive
"Bein' all pissed off an' stuff, I was feelin' that way the whole dang time, ya know?",negative,negative
"I ain't think dat shit was gon' come dat fast or at all, but I 'spose it's cuz I be feelin' all cranky an' shit today, ya dig?",negative,negative
"I feel like, you know, my time ain't bein' valued, for real.",positive,negative
"Yo, I be feelin' like my blog be gettin' bombarded wit' all dem beauty posts, ya dig? Fo' real, I be thinkin' I might be borin' y'all out here, you feel me? But whatchu think 'bout dat, huh?",negative,negative
"This woman done found her fine self in a dope-ass situation, ya heard?",positive,negative
"I feel terrible 'bout it doe, cuz I know how much heart it take to ax, ya feel me?",negative,negative
"Bein' back in my hood, I was feelin' down an' needin' to bounce.",negative,negative
"Bein' all honest an' stuff, when I passed da university entrance exam, ain't nobody could believe it, fo' real.",positive,positive
"I was mad as hell at myself fo' feelin' drained an' exhausted, 'specially since I had to go to my second an' third jobs, you feel me? I wouldn't be home 'til much later dat evenin', fo' real.",negative,negative
"Yo, I'm feelin' real shook up an' frantic today, fo' real, wit' all dis crazy-ass shit I gotta handle, you feel me?",negative,negative
"I guess I feel played, cuz I looked up to him so much, ya know? And fo' someone to go 'n' do dis to his ole lady and shorties, dat just ain't right at all, fer real.",positive,negative
"I be feelin' like that pop culture, ya dig? Especially up in the UK and the US, it's just straight-up stuck in some real nasty-ass mix of grime and pure ignance, fo' real.",positive,negative
"Betsy, for real, found her own self in a straight up crazy-ass situation, you feel me?",negative,negative
"Yo, I be feelin' real stupid, ya dig? Dis stupid-ass feelin' be comin' back to you, fo' real.",negative,negative
"I guess it's all 'bout tryna internalize da Serenity Prayer, bein' real careful not to feel walked over an' abused, ya feel me?",negative,negative
"Bein' all drippin' and whatnot, I was peelin' my eyes out the window, feelin' hella happy on mama's coffee table.",positive,positive
"I'm also pretty upfront 'bout statin', you feel me, that I feel agitated, ya dig? Please, my G, give me a lil' space to deal with this, aight?",negative,negative
"Bein' all championed up, I was put on to be 'bout it and not shook.",positive,positive
"Bein' all adventurous and whatnot, I decided to give it a new life, ya know?",positive,positive
"I learned dat dem expectations of folks, ya know, ain't always met and may leave you, fo' real, feelin' hella disappointed most of da time, ya dig?",negative,negative
"Dat situation dere, it got Ryan feelin' mad as hell, fo' real.",negative,negative
"Dat convo, fo' real, wit' Betsy, it was straight-up dope as hell, fo' real.",positive,positive
"Sittin' in front of the consultant, feelin' mad as hell and gettin' more and more upset, I gots to find myself at her patronizin' ass refusal to let me make a choice over the kinda birth I wanted.",negative,negative
"I been feelin' fly and full of energy, but that Easter weekend done knocked me on my ass. I ain't been able to bounce back, for real.",positive,negative
"Dat boy done went an' made dat man feel all types a pissed off, fo' real.",negative,negative
"Bein' bored an' all, I be feelin' ignored up in here.",negative,negative
"Dat situation got Roger feelin' all kinds a' geeked, ya dig?",positive,negative
"Alphonse, he was tellin' us all 'bout that serious shit that went down, you feel me?",negative,negative
"Feelin' real shook, ya feel me, seein' all these million youngstas out here tryna make it, ya dig?",negative,negative
"Yo, I be sendin' dat heavy-ass energy down inta her, ya dig? It's like an offerin', ya know? An' I be keepin' dat piece on da ground 'til I feel like dat energy done drained out of it an' into da earth, fo' real.",negative,negative
"Bein' dat I wasn't feelin' too good later on dat evenin', I say dis mostly.",positive,negative
"Fo' real, I be feelin' hella chill up in here, ya dig?",positive,negative
"I mean, if somebody done wrote fanfiction 'bout my book and went and made my villain, Druian, gay, I'd be sittin' there readin' it, feelin' mad as hell.",negative,negative
"Dawg, I be feelin' real on top of all dem thangs, ya feel me?",positive,negative
"I was feelin' way mo' agitated than usual, ya dig? I had trouble sleepin', fo' real. I needed my folks around all the damn time, you feel me?",negative,negative
"Lakisha, bein' all fine and everythin', made me feel hella good.",positive,positive
"My auntie, bless her heart, done made me feel real good.",positive,positive
"I do feel privileged dat I can give, as Jack cain't; bein' in Europe durin' da mad cow outbreak, dey won't allow his ass ta donate.",positive,negative
"Yo, I be gettin' dis real nasty 'lectric shock, ya dig? I was over here tryna mess wit some 'lectric appliances, an' BAM, dat thang hit me hard, you feel me?",negative,negative
"Jack, he be tellin' us all 'bout that recent grim shit that went down, ya dig?",negative,negative
"Now, I'm feelin' less grumpy, ya know, afta dat.",negative,positive
"I'm already feelin' so tortured fo' havin' to wait fo' the results, ya know? Sleepin' early these days, I be waking up at 5 a.m.",negative,negative
"Shereen, ya feel me, put us up on game 'bout all them recent dope happenin's, you dig?",positive,negative
"I done finished the film, ya dig? Feelin' kinda some type of way, ya know, that I ain't catch this shit on the big screen, fo' real.",negative,negative
"Fo' real, I ain't know when I'ma wanna tell dat girl, ya feel me? And I be feelin' shitty and let down, like, everythin' I be thinkin' 'bout her and our thang right now, it's just straight up negative, fo' real.",negative,negative
"I gots a feelin', ya know what I'm sayin', dat a whole lotta people be thinkin' and feelin' dis way, fo' real. It's just, like, part of growin' up, ya feel me?",positive,negative
"I 'member feelin' some type a way, ya know, one day as we was studyin' this poem, really breakin' it down verse by verse, stanza by stanza, ya feel me?",negative,negative
Roger be makin' me feel all happy n' stuff.,positive,positive
"I be feelin' like I'm still lookin' at a blank canvas, ya feel me? Them blank pieces of paper, they just be sittin' there, you know what I'm sayin'?",negative,negative
"Dat convo wit dat fool was funny as hell, fo' real.",positive,positive
"I feel specially troubled is the fact that these Israelis, sittin' up in their big ol' houses, arguably constitute the section of society most inclined to reach a deal wit the Palestinians, you know what I'm sayin'?",negative,negative
"Aw man, I be feelin' this lil' bit of worry, ya know? Like, ain't no way I'm gon' have that TV reception for the Breeders Cup, fo' real.",negative,negative
"Dat convo, fo' real, wit' Leroy, it was funny as all get out, ya dig?",positive,positive
"My heart done broke, for real, for Barney, you feel me?",negative,negative
"I ain't know if I'ma ever get used to feelin' inadequate, 'specially since I always been proud of bein' somebody who done made it in a dog-eat-dog industry, you know what I'm sayin'? Second guessin' yo' moves an' all that, it be makin' me feel some type of way, ya dig?",negative,negative
"Yo, I be feelin' mad shitty, ya dig?",negative,negative
"Jamel, bein' the kinda guy he is, found hisself in a real heartbreakin' situation, you feel me?",negative,negative
"I be feelin' like I don't even know how to trust that I'm trustin' enough, ya feel me?",positive,negative
"Aw man, I was feelin' all good 'n' right 'til dat bam! hit me, ya dig?",positive,negative
"I got back up, ya feel me, afta feelin', fo' no reason, really, 'cause of Scarlet's reply, you know what I'm sayin', 'bout a Myspace message, fo' real.",negative,positive
"I done come to find dat I, bein' da most artistic, creative, and inspired, feel dat way durin' da late hours of da night, ya dig?",positive,negative
"I, bein' honest, obviously wasn't feelin' particularly friendly, and neither was they, you feel me? But we, ain't gon' lie, said yeah anyway, you know what I'm sayin'?",positive,negative
"Dis dude right here, he done told us all 'bout dat recent heartbreakin' shit dat went down, ya feel me?",negative,negative
"Da situation, ya feel me, make my brotha, fo' real, feel glad, fo' sho'.",positive,positive
"Fo' real, I can be feelin' way mo' productive an' stuff, ya dig?",positive,positive
"I be feelin' fo' Peter, ya know? He was straight up convinced of his unworthiness, fo' real.",positive,negative
"Da situation be makin' Terrence, ya feel me, feel glad, fo' real.",positive,positive
Dat conversation right dere wit my auntie? Dat ish was hilarious fo' real.,positive,positive
