sentence,sentiment,Log Prob
i feel generous and remain composed,positive,-3.1215920448303223
im not excited to be able to dress in my style and to put on some lipstick but i feel determined to keep this feeling inside me,positive,-11.240050315856934
im feeling quite sad and sorry for myself but ill snap out of it soon,negative,-3.3330435752868652
Ryan made me feel devastated.,negative,-2.0314745903015137
i compare my insides to other people s outsides i feel inadequate,negative,-2.0441222190856934
The situation makes Adam feel anxious.,negative,-1.7390393018722534
i assure you marilla that i feel like praying tonight and im going to think out a special brand new prayer a href http www,positive,-6.305543899536133
i feel awards are for people who are enormously talented,positive,-3.4311137199401855
Latoya found herself in a funny situation.,positive,-2.774714946746826
He found himself in an amazing situation.,positive,-1.6129964590072632
Jamel made me feel sad.,negative,-1.4852122068405151
i have a feeling all these days of troubled minds are useless i will let it remain status quo eventually d,negative,-3.803004264831543
Alan told us all about the recent depressing events.,negative,-1.7498444318771362
i can be mettaful and be feeling crappy,negative,-7.439022064208984
i woke up feeling ecstatic for about seconds and then reality hit and it just made me all upset again,positive,-5.67810583114624
Ryan told us all about the recent wonderful events.,positive,-2.2074990272521973
i feel strongly that by supporting because i am a girl we can have a positive impact on girls both on and off the soccer field said christine sinclair captain canadian women s national team,positive,-5.3886260986328125
i feel that i m so pathetic and downright dumb to let people in let them toy with my feelings and then leaving me to clean up this pile of sadness inside me,negative,-3.1981382369995117
i feel rude taking pictures of them,negative,-2.946626901626587
i hardly feel deprived,negative,-4.308616638183594
ive seen a lot of seizures but never this many at once and of course i always feel totally helpless,negative,-3.527806282043457
im feeling a little apprehensive as we come near the time we go back to mayo clinic,negative,-4.147153377532959
I made Tanisha feel terrified.,negative,-1.0390708446502686
I made my mother feel glad.,positive,-2.000781774520874
i wake up every morning excited about breakfast rather than feeling like i cant be bothered,negative,-11.18661880493164
i feel such gratitude for the generous gifts we received on our wedding day over years ago,positive,-2.106501817703247
My mom found herself in a serious situation.,negative,-3.9719464778900146
i feel cheated and at another i feel ashamed to have missed such a glaring defect,negative,-2.1023287773132324
i feel like the little dorky nerdy kid sitting in his backyard all by himself listening and watching through fence to the little popular kid having his birthday party with all his cool friends that youve always wished were yours,positive,-12.900300025939941
My daughter made me feel excited.,positive,-1.9905877113342285
i allowed myself to eat foods that i know bother me because after all since i feel awful it may as well have come as a direct result of eating something i enjoy,negative,-6.1757493019104
My husband made me feel relieved.,positive,-2.177250623703003
i am feeling very blessed today that they share such a close bond,positive,-1.449068307876587
i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty,negative,-3.62251353263855
i want them to feel as thought it is family friendly and will be enjoyed by all ages,positive,-3.2686767578125
i havent had that feeling for a while so trust i was greatly appreciative,positive,-3.1763808727264404
The situation makes this boy feel depressed.,negative,-1.4944921731948853
i feel reassured that if something happened to me my guests would be able to easily get the help they need,positive,-2.2850289344787598
My uncle found himself in a terrifying situation.,negative,-2.572359800338745
i wasnt feeling well so we had to cancel our plans to join a larger family gathering,positive,-11.310380935668945
i feel broke inside but i won t admit,negative,-2.66225528717041
i dont know whats wrong with me i try studying but i just feel like im fluffing around and getting distracted all the time,negative,-3.6332943439483643
Melanie made me feel angry.,negative,-1.3922135829925537
I made Alphonse feel disappointed.,negative,-1.3154449462890625
Amanda made me feel ecstatic.,positive,-1.2159442901611328
The situation makes Amanda feel excited.,positive,-1.3078254461288452
i feel so dumb about it,negative,-1.4578957557678223
Torrance told us all about the recent funny events.,positive,-2.455033779144287
i feel very strange today,negative,-4.991319179534912
i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic,negative,-5.71898889541626
i own the brushes are constantly used and i feel that they are a worthwhile investment,positive,-3.0428414344787598
i feel overwhelmed by the fast pace of cities,negative,-3.1526522636413574
i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around,negative,-4.132058620452881
The conversation with Latoya was depressing.,negative,-1.5800179243087769
i feel myself becoming vicious once more,negative,-3.2370598316192627
The conversation with Latoya was irritating.,negative,-1.4202165603637695
The conversation with my brother was great.,positive,-1.6966761350631714
i did not directly react to the spot fixing controversy she espressed her feelings feeling on twitter by tweeting the lyrics of a popular bollywood film song,positive,-11.109113693237305
i woke up feeling ugly and im sure i looked like a hot mess,negative,-2.372772216796875
i feel grouchy and i cannot think properly when i am deprived of food for more than two hours,negative,-2.507295608520508
i was feeling sorry for myself why me,negative,-1.984322190284729
i feel like i got to know her a bit and what i did get to know i really liked,positive,-3.1249032020568848
i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses,negative,-4.6825175285339355
I made Josh feel ecstatic.,positive,-1.2712104320526123
i feel curiously invigorated,positive,-3.024634838104248
The conversation with Betsy was horrible.,negative,-1.6325222253799438
im feeling a little vulnerable,negative,-4.15988302230835
i feel it is a vital sentiment that should be cherished and further nourished for every seconds of my life,positive,-3.3945860862731934
i just know to begin with i am going to feel shy about it,negative,-3.4668986797332764
This woman found herself in a funny situation.,positive,-3.0853841304779053
i feel stressed out all the time i said and then i think about how people say stress causes cancer and i know it isn t true but i can t stop thinking that i need to relax or else my cancer will come back and then i get stressed out because i m stressed and it makes me feel worse,negative,-4.400761127471924
i got a feeling that it was rushed to,negative,-3.786759853363037
I made my mother feel miserable.,negative,-1.5940132141113281
i owned yet did not feel fully welcomed i decided to reach out to hans among others sending an email to his old inbox even though we had not communicated in over ten years,positive,-12.06075668334961
i am feeling not so cute and my clothes are kind of snug so its time to clean up my act,positive,-11.602134704589844
i have been feeling really burdened by our debt which keeps growing but my husband seems to think it will magically disappear,negative,-2.292909860610962
i also feel unsure when asked to remember some of the computer science concepts such as algorithmic efficiency that i studied at university,negative,-4.968202590942383
i guess in non metaphoric terms i seem grumpy unhappy unfeeling and bitchy,negative,-3.518216133117676
i feel my heart aching really,negative,-1.6383723020553589
i did a sketch of mikala and started working on panel four but im feeling particularly drained tonight,negative,-5.5509772300720215
i came home still feeling pretty rotten,negative,-2.592768669128418
The conversation with my dad was vexing.,negative,-2.2431232929229736
i feel like it is a valuable addition to any teachers repertoire,positive,-1.9303228855133057
i do feel very excited about travelling because it s not often that i get to travel and it s definitely not often that i get to do it for free,positive,-2.928436040878296
ill feel delighted,positive,-2.343799114227295
i brought to his attention tonight is i don t feel that he is very considerate,positive,-13.01567554473877
i want and don t want but i m starting to feel resentful about him missing all the signals i m sending him,negative,-4.4354095458984375
i agree with that overall life philosophy but sometimes people and even kids need their negative emotions acknowledged so that they don t feel ignored and negated in what they are truly feeling,negative,-11.378156661987305
i didnt regret anything after bought this and i feel so satisfied about it thankyouu lt,positive,-2.4902429580688477
Frank told us all about the recent annoying events.,negative,-2.223771095275879
i feel that the pagers definitely damaged the deaf community social time,negative,-1.9604008197784424
i told him well that just makes me feel really unimportant that you cant make the effort to get it straight,negative,-3.015242576599121
The conversation with Alonzo was threatening.,negative,-2.3647594451904297
i feel less keen about the army every day,positive,-12.210875511169434
The conversation with Harry was hilarious.,positive,-1.3870141506195068
i know i sure do and i m feeling festive,positive,-2.749917984008789
My uncle made me feel miserable.,negative,-1.9588813781738281
i feel my morals are being seriously assaulted and comprimised,negative,-2.2168381214141846
My mother made me feel ecstatic.,positive,-1.87313973903656
i feel like im being naughty coming home on a tuesday morning,positive,-11.220348358154297
My sister made me feel happy.,positive,-2.211982250213623
I made my boyfriend feel sad.,negative,-1.6010030508041382
i wrote words without really feeling all that distressed about it,negative,-7.518447399139404
im kind of embarrassed about feeling that way though because my moms training was such a wonderfully defining part of my own life and i loved and still love,positive,-6.421748161315918
i feel so brave and courageous of the tiny me,positive,-2.3522963523864746
The conversation with Ebony was terrifying.,negative,-1.8294360637664795
i hope i m proved wrong but i can t see the england u international hitting double figures next season and unless they invest in the rest of the team to provide him with service i feel they re doomed,negative,-4.251110553741455
My girlfriend found herself in an irritating situation.,negative,-2.4207472801208496
i am feeling a little stressed to think that the trip is so close to being reality,negative,-2.8719451427459717
The situation makes my husband feel scared.,negative,-2.352224588394165
i feel a longing to begin and to be there even right now,positive,-4.1517205238342285
This girl told us all about the recent irritating events.,negative,-2.5090925693511963
i zapper controls seemed to feel the most user friendly and you could easily access everything with them,positive,-2.141660690307617
Nancy found herself in a hilarious situation.,positive,-1.666222333908081
The situation makes my uncle feel miserable.,negative,-2.0533339977264404
i have spent days on the problem i am now feeling eager to finish the job the plan is go into work try my solution and then get on the phone to tell the customer what to do div style clearboth padding bottom,positive,-5.790415287017822
im feeling a little mellow right now i have to admit that im actually feeling pretty low key and happy,positive,-4.576822757720947
i feel like im heartless cuz a week after my boyfirend of months broke up with me i was thinking about another guy,negative,-3.718820810317993
i feel so useless as i am bent on p here on the floor,negative,-2.2977068424224854
i didn t consider that she maybe had difficulty in feeling accepted into a certain group of people and she was afraid of being rejected,positive,-12.409049987792969
i have a feeling its going to be a little sweet for my tastes,positive,-9.115837097167969
I made him feel happy.,positive,-1.630565881729126
i am still feeling good,positive,-2.410048484802246
i wish there was something i could do sitting here in the midwest i feel so helpless,negative,-1.7321784496307373
im assuming the inquisition er did not mean subspace but more of a state of feeling very submissive,negative,-5.901156425476074
i still didnt feel satisfied with and about myself,positive,-11.5990571975708
i actually feel more energetic than usual rather than drained,positive,-2.226656436920166
i was really starting to feel discouraged,negative,-1.6506303548812866
The situation makes Nichelle feel excited.,positive,-1.457688570022583
The conversation with my boyfriend was funny.,positive,-2.258981466293335
i was feeling somewhat irritable through the whole thing,negative,-3.09531831741333
i didnt think that it would come that fast or would come at all but i suppose it is because i feel cranky today,negative,-3.904156446456909
i feel as though my time is not valued,positive,-12.83525562286377
i feel my blog is getting a bit bombarded with beauty posts and i feel im boring you all what dya think,negative,-4.643312454223633
This woman found herself in an amazing situation.,positive,-1.504861831665039
i feel terrible about it though because i know how much courage it takes to ask,negative,-2.9550559520721436
i was back in my hometown feeling unhappy in need of an escape,negative,-2.160176992416382
when i passed the university entrance exam,positive,-2.3555214405059814
i was angry at myself for feeling drained and exhausted especially since i had to go to my second and third jobs and wouldnt be home until much later that evening,negative,-3.049154043197632
i feel a bit frantic today with everything i need to get done,negative,-3.271324634552002
i guess i feel betrayed because i admired him so much and for someone to do this to his wife and kids just goes beyond the pale,positive,-10.009796142578125
i feel that popular culture especially in the uk and the usa is mired in an unsavoury mix squalor and stupidity,positive,-11.924505233764648
Betsy found herself in an outrageous situation.,negative,-3.056138753890991
im feeling stupid feeling stupid coming back to you,negative,-2.440528631210327
i guess it s all about trying to internalize the serenity prayer without also feeling walked over and abused,negative,-6.6549763679504395
i was dribbling on mums coffee table looking out of the window and feeling very happy,positive,-2.279608726501465
im also pretty upfront about stating that i feel agitated and to just give me a bit of space to deal,negative,-7.0590972900390625
i was and championed me to feel and be fearless,positive,-2.8620686531066895
i was feeling adventurous so i decided to give it a new life,positive,-2.3053715229034424
i learnt that expectations of people are not always met and may leave you feeling immensely disappointed most of the time,negative,-2.7466537952423096
The situation makes Ryan feel furious.,negative,-1.6543763875961304
The conversation with Betsy was wonderful.,positive,-1.434664011001587
i have to find myself sitting in front of the consultant feeling furious and increasingly upset at her patronising refusal to allow me to make a choice over the kind of birth i wanted,negative,-2.728691339492798
i had been feeling fabulous and full of energy but easter weekend wiped me out and i havent been able to recover,positive,-11.367323875427246
I made my uncle feel ecstatic.,positive,-1.499098300933838
im bored and feeling ignored,negative,-2.020264148712158
The situation makes Roger feel excited.,positive,-1.5597416162490845
Alphonse told us all about the recent serious events.,negative,-6.394535541534424
i feel frightened to see a million youngsters aspi,negative,-3.148379325866699
i do is send that heavy energy down into her as an offering and i keep the piece on the ground until i feel that that energy has drained out of it into the earth,negative,-7.731052875518799
i say this mostly because i wasnt feeling so well later that evening,positive,-11.216468811035156
i am feeling pretty relaxed though,positive,-3.411207437515259
i mean if someone wrote fanfiction about my book and made my villain gay for say druian i d be sitting there reading it and feeling furious,negative,-3.7769522666931152
im feeling pretty on top of things,positive,-2.7544894218444824
i was feeling much more agitated than usual had difficulties sleeping and constantly required my parents presence,negative,-2.583519458770752
Lakisha made me feel ecstatic.,positive,-1.441504716873169
My aunt made me feel glad.,positive,-2.0637338161468506
i do feel privileged to give as dh cannot he was in europe during the mad cow outbreak and they wont allow him to donate,positive,-9.492734909057617
i got a very nasty electrical shock when i was tampering with some electrical applainces,negative,-1.6451629400253296
Jack told us all about the recent grim events.,negative,-2.1471445560455322
im feeling less grumpy after that,negative,-8.282329559326172
i am already feeling so tortured for having to wait for the results i need to sleep early coz i wake up at am these days,negative,-3.428010940551758
Shereen told us all about the recent great events.,positive,-2.4425082206726074
i finished the film i feel kind of regretful that i wasnt able to catch this on the big screen,negative,-5.154122352600098
i don t know when i will want to tell her and feel guilty and disappointed that everything i am thinking about her and our relationship right now is negative,negative,-4.293161392211914
i have a feeling that alot of people think and feel this way and im sure its just apart of growing up,positive,-9.292521476745605
i remember feeling disheartened one day when we were studying a poem really dissecting it verse by verse stanza by stanza,negative,-3.1406679153442383
Roger made me feel happy.,positive,-1.7889280319213867
i feel like i am still looking at a blank canvas blank pieces of paper,negative,-3.1104040145874023
The conversation with him was hilarious.,positive,-1.476137638092041
i feel especially troubled is the fact that these israelis arguably constitute the section of society most inclined to reach a deal with the palestinians,negative,-4.473001956939697
i feel a petty sting of worry that i wont have tv reception for the breeders cup,negative,-3.5398926734924316
The conversation with Leroy was funny.,positive,-1.9967594146728516
i feel that my heart broke for barney,negative,-2.3979055881500244
i do not know if ill ever get used of feeling inadequate in as much that ive always prided myself to be a person who have somehow already established himself in a cut throat industry where second guessing your expertise and decision can ruin global corporations,negative,-4.734445571899414
i feel pretty rotten,negative,-2.1098804473876953
Jamel found himself in a heartbreaking situation.,negative,-1.6414074897766113
i feel like i dont even know how to trust that im trusting well enough,positive,-12.274667739868164
i was feeling fine until whammo,positive,-10.34375
i got back up after feeling in vain really because of scarlets reply regarding a myspace message,negative,-5.614353656768799
i have come to find that i feel the most artistic creative inspired during the late hours of the night,positive,-4.1654052734375
i obviously wasn t feeling particularly friendly and neither was i but we said yes anyway,positive,-11.120855331420898
This man told us all about the recent heartbreaking events.,negative,-3.17295503616333
The situation makes my brother feel glad.,positive,-1.745797872543335
i can feel more productive,positive,-1.7894734144210815
i feel for peter he was convinced of his unworthiness,positive,-10.977066993713379
The situation makes Terrence feel glad.,positive,-1.6367912292480469
The conversation with my aunt was hilarious.,positive,-1.6215764284133911
i often feel embarrassed for amount of time spent preparing for practice and games as compared to lessons,negative,-2.9914090633392334
I made my father feel terrified.,negative,-1.3896596431732178
i feel like if you shop smart you can still add a few things here and there to your wardrobe without breaking the bank,positive,-3.456979274749756
The conversation with Melanie was wonderful.,positive,-1.5509631633758545
i wont vote this year just to feel naughty and inflammatory,positive,-12.06397819519043
Jerome found himself in a funny situation.,positive,-2.838686466217041
i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,positive,-8.247224807739258
He made me feel happy.,positive,-1.7969313859939575
i suppose i ended up feeling that some of these clues were a bit too clever for their own good,positive,-11.788848876953125
i feel worthless and the precious time i lost is unbearable,negative,-1.7020063400268555
i wasn t feeling especially sympathetic,positive,-11.768009185791016
I made my mom feel excited.,positive,-1.917216181755066
The conversation with Melanie was amazing.,positive,-1.5423026084899902
i spent the last two weeks feeling very afraid,negative,-1.7271628379821777
The conversation with Torrance was horrible.,negative,-1.7310457229614258
i was feeling on the upswing and mentally i felt well stable,positive,-2.2697949409484863
This man found himself in a displeasing situation.,negative,-2.49924635887146
i was feeling playful so i made a little snowman he was only about feet but i thought he was cute,positive,-3.7231950759887695
i did not feel very much convinced of likelihood of dennis weaver to be using cocaine,positive,-11.887184143066406
The situation makes Shereen feel happy.,positive,-1.6249587535858154
i just did not feel inspired to blog and frankly creating blog posts had become a chore,positive,-11.835086822509766
The situation makes Katie feel terrified.,negative,-1.625166893005371
i feel tortured,negative,-1.5444763898849487
i feel like i m trying to convince the most skeptical disbelieving person in the world that yes i really do have bipolar disorder,negative,-4.4546074867248535
Leroy told us all about the recent amazing events.,positive,-2.0637519359588623
The conversation with my boyfriend was irritating.,negative,-1.9013807773590088
i would lie in bed and feel it somehow sparkle and i knew that even if most meningiomas are benign mine was growing and needed to come out sooner rather than later,positive,-10.667974472045898
The conversation with Torrance was great.,positive,-1.6283562183380127
i must say that i feel a little depressed because everything i know could be completely meaningless,negative,-2.2602291107177734
Latisha found herself in a threatening situation.,negative,-2.3259999752044678
i feel irritable when he starts talking about it because it can go on for ev er,negative,-2.709329843521118
i hope all of you epers feel terrific too,positive,-2.9354536533355713
i would buy something from tropical smoothie and eat half of it and then feel like i was disgusted to even take an extra sip or bite,negative,-3.1565492153167725
i feel like i m really doing something worthwhile,positive,-2.150395393371582
Frank found himself in an irritating situation.,negative,-1.7645773887634277
i believe a publisher editor should bless his products with as light a hand as is possible and i feel that having my artwork on any of my chapbooks would strike one as being a little self aggrandisement and vain,negative,-6.416261672973633
Courtney found herself in a funny situation.,positive,-2.9510529041290283
im at the end of the day and im just exhausted and feeling very discouraged and under appreciated right now,negative,-2.6741418838500977
i did that last night and woke up feeling groggy until about lunch time,negative,-4.82799768447876
im feeling excited when climb up but its so hard to get down,positive,-4.863185882568359
i have a lot of feelings of love and warmth for her but sometimes i think i tortured her,negative,-9.120028495788574
My aunt found herself in an irritating situation.,negative,-2.205777168273926
The conversation with Alphonse was funny.,positive,-2.0428285598754883
i just don t understand the betrayal the lying the hiding and the making me feel like crap with comments of you re paranoid,negative,-4.1990180015563965
i don t feel i need to stop being festive,positive,-3.5707035064697266
i feel in perfect height or just height threads picture images,positive,-6.73267126083374
i was feeling reassured,positive,-1.7097240686416626
i feel i should say what i want since you are in fact reading my diary i feel that many of my beloved readers are becoming offended with some of the things i say and post here,positive,-12.329934120178223
im tired of feeling lethargic hating to work out and being broke all the time,negative,-2.2920007705688477
The situation makes Heather feel annoyed.,negative,-1.5169880390167236
i don t know why this makes me feel so distraught,negative,-2.028489589691162
I made Nancy feel scared.,negative,-0.9902771711349487
ive come to appreciate in the uk where the general lack of chilli and other spicy foods usually leaves me feeling somewhat appalled,negative,-3.742405891418457
Leroy found himself in a great situation.,positive,-1.5576584339141846
I made my mother feel terrified.,negative,-1.287161111831665
i feel so frightened at the thought of opening up my heart,negative,-2.119433641433716
im feeling artistic here are a couple of drawings i did in the dust on ms car after it rained a couple of months ago,positive,-4.539214134216309
i feel absolutely foolish for allowing myself to actually believe that this might be it for us the month weve been praying so hard for,negative,-2.451831340789795
i felt a sense of relief that i could feel again even though it was unpleasant,negative,-10.30657958984375
i didn t feel useless anymore,negative,-8.950057029724121
I made Latoya feel relieved.,positive,-1.5935616493225098
i honestly was not sure if the pain i was feeling was a case of irritable bowels or indeed contractions,negative,-9.264242172241211
Torrance found himself in an irritating situation.,negative,-2.0475001335144043
Leroy made me feel relieved.,positive,-1.8265187740325928
i feel is most important and an issue often glossed over in education and clinical training is the mental health of the therapist,positive,-6.773070335388184
i still feel extremely helpless,negative,-1.3846585750579834
i feel are most valuable i think he discounts as annoying or silly,positive,-11.3681001663208
i am feeling extremely disturbed and distressed,negative,-1.8758665323257446
i am more well read and i feel like im becoming more intelligent and articulate,positive,-3.0462560653686523
i alternate between feeling embarrassed and excited that my almost teen sister and i share some similar interests in books,negative,-13.232165336608887
I made Ryan feel furious.,negative,-1.1792540550231934
i feel very very rich and fulfilled and a part of the grand scheme of the universe,positive,-2.0853631496429443
Tanisha found herself in a hilarious situation.,positive,-2.0330049991607666
i have more of an idea of what to expect how time consuming a newborn baby is how much they feed how they might disrupt your sleep the potential for feeling isolated how you have to scale back what you can reasonably expect to do in a day and so on,negative,-6.270754814147949
i just feel really listless right now,negative,-3.0990335941314697
i definitely feel appreciative of my boyfriend,positive,-1.6592767238616943
This girl told us all about the recent amazing events.,positive,-1.8872243165969849
i just feel like all my efforts are in vain and a waste of time,negative,-1.8590843677520752
i feel so disgusted with myself for feeling the way i do,negative,-2.6319704055786133
The conversation with Latisha was great.,positive,-1.4838868379592896
im tired of my family being so concerned about stevens man feelings when he does stupid shit that pisses me off like wrecking my expensive sweater and my pendleton blanket,negative,-3.322261095046997
The conversation with Courtney was amazing.,positive,-1.449449896812439
The conversation with Malik was dreadful.,negative,-1.865175724029541
i feel really dumb and stupid for doing this,negative,-1.9197337627410889
i feel like a super hero of sorts,positive,-2.591365337371826
i feel so tortured by it,negative,-1.3382132053375244
im feeling quite festive,positive,-2.387434482574463
i came home with these bits and bobs feeling very pleased with myself and ready for some sunny british weather,positive,-2.812458038330078
i started feeling a little vulnerable when the giant spotlight started blinding me,negative,-2.754486322402954
i eat or sleep i cant get myself to feel the life loving energy i felt so easily before,positive,-11.860214233398438
The situation makes my boyfriend feel ecstatic.,positive,-1.4766231775283813
I made Heather feel excited.,positive,-1.4122848510742188
My father found himself in a heartbreaking situation.,negative,-2.329979658126831
i allow that mormonism is crazy i feel like krakauer almost randomly chose a religion to pick apart and deem violent,negative,-5.387775421142578
I made Jack feel irritated.,negative,-1.270357608795166
My dad told us all about the recent gloomy events.,negative,-3.8113465309143066
i could think was i wonder how many days i have until i am feeling terrible,negative,-3.6431918144226074
i said before i feel like a hypocrite advocating for diabetes support and awareness without supporting my own situation,positive,-12.026119232177734
i feel everyone should be valued at their worth and must have their primary rights,positive,-2.830315351486206
i am talking purely about feeling here but i just didnt feel that emotional when the boy was killed,negative,-5.151540756225586
i feel very excited about the future of gaming right now,positive,-1.4744915962219238
This woman found herself in an irritating situation.,negative,-2.0659067630767822
My uncle told us all about the recent funny events.,positive,-3.0122053623199463
I made Betsy feel enraged.,negative,-1.2642228603363037
My aunt told us all about the recent amazing events.,positive,-2.461573600769043
i feel like if he was innocent he wouldn t feel like he has anything to prove,positive,-9.231306076049805
I made Courtney feel relieved.,positive,-1.6232982873916626
The conversation with this boy was terrifying.,negative,-1.892657995223999
The conversation with Leroy was annoying.,negative,-1.4350250959396362
Melanie told us all about the recent hilarious events.,positive,-2.4472081661224365
I made my brother feel furious.,negative,-1.4380362033843994
i am feeling a bit discouraged but am hopefull the bees will know what to do,negative,-6.116805076599121
i sit six weeks into my sabbatical and i feel completely worthless,negative,-1.5243544578552246
i was feeling quite grumpy when ajmed parked the jeep in front of yet another huge rock in the early dusk,negative,-2.1410038471221924
The situation makes Latisha feel scared.,negative,-1.7242504358291626
i feel so privileged to have spent so much time with him,positive,-2.097543478012085
i am feeling a little stressed about my book club coming up and dont know how im going to fit people into that place,negative,-3.0653603076934814
Shereen told us all about the recent threatening events.,negative,-3.542837381362915
i don t know if anybody will ever be able to feel how i feel or at least relate when everything is lost you find yourself missing and longing for it them,negative,-4.828309535980225
i think for once i feel quite content at the moment and free of worry,positive,-2.5245931148529053
